"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","rapeseed_HgHa","AET_mean","rapeseed_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"9106","Russian Federation",49011,58.5705,46.8246,0.15381486099208,2.49949888678748,1.27963828308838,5.32502074550366,3.33487843404016,49011
"9107","United States",49012,46.6353,-90.6176,0.0287923165610523,2.77576210300404,1.86080727638067,6.47257508985315,4.55253120853509,49012
"9108","Chile",49013,-31.2617,-71.4645,0.442337211004484,1.92612186194999,2.50796022686495,4.98465330797233,3.69928062050879,49013
"9127","Kazakhstan",49037,55.1279,70.1808,0.239537808599887,2.190798430691,0.950329744240469,4.50851625226694,3.17598650936112,49037
"9130","Russian Federation",49040,55.1279,63.8926,0.278753595467004,2.00082644074572,1.26864449059446,5.32502074550366,3.33487843404016,49040
"9135","China",49046,50.2203,122.283,0.055344096839641,2.46061598586278,2.2148632499851,6.95136909386879,2.99627669770714,49046
"9136","Ethiopia",49047,4.98391,36.9432,0.138098230629725,2.81632417271065,1.20356013476667,3.63648789635337,2.09437779351545,49047
"9142","Argentina",49054,-42.7703,-71.753,0.177001787834873,2.76606079631062,2.03522805343642,5.78923793550226,3.80950249718057,49054
"9147","Russian Federation",49060,51.3591,59.401,0.278753595467004,2.07189296095813,1.27295703176389,5.32502074550366,3.33487843404016,49060
"9154","Brazil",49069,-14.7378,-47.4985,0.406232573316317,2.91154123732999,2.0500637839581,5.98977763964001,3.58078294659351,49069
"9158","Russian Federation",49075,43.4523,46.8246,0.278753595467004,2.59732946427152,1.27797557677369,5.32502074550366,3.33487843404016,49075
"9161","Ethiopia",49078,4.98391,40.5364,0.219378906426949,2.54777836697929,1.24934812450237,3.63648789635337,2.09437779351545,49078
"9165","Kazakhstan",49083,50.2203,84.5539,0.035888141167757,2.24546125688932,0.773406018057339,4.50851625226694,3.17598650936112,49083
"9166","Brazil",49084,-22.4398,-47.4985,0.4079185555197,2.86134413242769,2.04997659921608,5.98977763964001,3.58078294659351,49084
"9170","Argentina",49090,-45.3605,-71.753,0.455352507014841,2.7503269877254,2.54597940139786,5.78923793550226,3.80950249718057,49090
"9183","Australia",49106,-31.0937,115.451,0.191109669378074,2.49350784115352,1.32028608253547,5.36316241230006,4.33107201983724,49106
"9186","Canada",49110,53.5535,-104.092,0.284601509298494,2.46618773137255,1.85956461213985,5.43420630841758,4.37324138608759,49110
"9188","Australia",49112,-24.9215,146.538,0.032037554008071,2.64744992103394,1.20174151218439,5.36316241230006,4.33107201983724,49112
"9190","Russian Federation",49115,54.6099,40.5364,0.23078056581213,2.54749633492961,1.32411918751856,5.32502074550366,3.33487843404016,49115
"9199","Russian Federation",49124,60.8392,38.7398,0.176091255291796,2.59201805308144,1.2478940163372,5.32502074550366,3.33487843404016,49124
"9204","Mexico",49130,16.5103,-96.9058,0.34616272843268,2.89232487945192,1.97192274513642,5.19781516944518,3.82053390533369,49130
"9206","Mexico",49133,19.0916,-98.7025,0.34911546555773,2.79419541423012,1.9791883730893,5.19781516944518,3.82053390533369,49133
"9208","United Kingdom",49135,53.0152,-0.786089,0.614579597762888,2.67170992175425,2.45537682185326,5.3694440804306,4.4645225202218,49135
"9211","China",49138,39.3978,112.402,0.262155531051898,2.57490242915813,2.24687893297237,6.95136909386879,2.99627669770714,49138
"9212","China",49140,28.1817,107.012,0.444397792885591,2.83162604533486,2.30312588748125,6.95136909386879,2.99627669770714,49140
"9213","China",49142,40.0912,117.792,0.397991001404916,2.63236086800502,2.31063899983839,6.95136909386879,2.99627669770714,49142
"9223","Australia",49157,-26.5857,114.236,0.00841954263665518,2.20376438771283,1.13654120295703,5.36316241230006,4.33107201983724,49157
"9225","Turkey",49159,38.6973,31.5533,0.490036570638565,2.73286265185582,1.73902216584279,5.33782451404581,3.5953428256262,49159
"9239","China",49178,37.2555,118.643,0.396195172092932,2.72719741102263,2.41826023197421,6.95136909386879,2.99627669770714,49178
"9241","Italy",49180,42.7774,13.5462,0.471513268846676,2.53246620925572,2.19919047338557,5.76804136889562,4.34930177402526,49180
"9251","Turkey",49191,40.0697,28.8632,0.48202332941118,2.72698418659069,1.89571457480192,5.33782451404581,3.5953428256262,49191
"9261","Kazakhstan",49203,54.0851,72.8758,0.249253959673707,2.24967869930277,1.08791945113282,4.50851625226694,3.17598650936112,49203
"9270","China",49214,34.3494,98.0286,0.257375457053701,2.5157871400807,2.15884641308151,6.95136909386879,2.99627669770714,49214
"9272","Ethiopia",49216,5.88412,37.8415,0.105766426018088,2.88588263650854,1.17274951033701,3.63648789635337,2.09437779351545,49216
"9274","Argentina",49218,-33.5737,-60.9732,0.344392283117751,2.88416464398309,1.49424346356926,5.78923793550226,3.80950249718057,49218
"9293","Brazil",49242,-19.8603,-40.4022,0.382078133239872,2.88545994475519,2.03461762318879,5.98977763964001,3.58078294659351,49242
"9296","Belarus",49248,53.0152,27.96,0.224304961596819,2.60152972510662,1.75084272410297,4.53504081325116,3.15253405831716,49248
"9303","Australia",49256,-34.1391,115.279,0.170870721023311,2.7438829020515,1.70559470375602,5.36316241230006,4.33107201983724,49256
"9318","India",49273,16.5205,73.7892,0.121183974180519,2.85162714335621,1.83830687984557,5.50520154772776,2.65874601931954,49273
"9321","Kazakhstan",49277,51.918,72.8758,0.142481904684507,2.14833819043926,0.702122348957046,4.50851625226694,3.17598650936112,49277
"9323","China",49280,37.9899,100.724,0.452856005018421,2.52163612791413,2.25111901760213,6.95136909386879,2.99627669770714,49280
"9325","Canada",49282,49.0536,-103.194,0.352888473399491,2.56716295489055,2.10500516237743,5.43420630841758,4.37324138608759,49282
"9350","Russian Federation",49312,54.6099,83.6555,0.261262863557163,2.34667889909538,1.25621932984447,5.32502074550366,3.33487843404016,49312
"9353","Chile",49315,-27.3536,-69.9564,0.227695519257342,0.741770452429878,2.54639726992289,4.98465330797233,3.69928062050879,49315
"9358","India",49320,25.7674,75.5707,0.241058014678724,2.63388007070648,2.00079756677411,5.50520154772776,2.65874601931954,49320
"9361","Kazakhstan",49323,42.7943,68.3842,0.209614297388425,2.40201560183036,0.686854637759392,4.50851625226694,3.17598650936112,49323
"9364","Bosnia and Herzegovina",49327,42.7943,18.9768,0.337670363354122,2.57306509499439,1.74315835306567,0,3.16927450599899,49327
"9369","China",49332,32.846,96.232,0.259325508776201,2.4742769833814,2.20855078217382,6.95136909386879,2.99627669770714,49332
"9373","China",49337,52.47,121.385,0.0243846829027209,2.46188067265863,2.2170519501734,6.95136909386879,2.99627669770714,49337
"9376","Ukraine",49340,51.3591,35.1465,0.28065423120969,2.5037501625809,1.34458583352271,5.28195781643865,2.91918067636586,49340
"9378","Bolivia",49342,-12.1,-63.6682,0.157188046829205,2.93703702675045,1.9148917342404,4.4215710245264,2.98847132047518,49342
"9385","Russian Federation",49351,53.5535,44.1297,0.278753595467004,2.44207828854886,1.30780031631732,5.32502074550366,3.33487843404016,49351
"9387","India",49354,26.5779,78.2657,0.311769709549251,2.72244783478163,1.92224208686743,5.50520154772776,2.65874601931954,49354
"9396","Brazil",49363,-22.4398,-58.2783,0.0250885403339516,2.87357488323066,1.87055901897767,5.98977763964001,3.58078294659351,49363
"9398","China",49365,37.2589,120.507,0.489789471415556,2.73008017950118,2.44528067272307,6.95136909386879,2.99627669770714,49365
"9400","Latvia",49369,56.1441,24.3667,0.39723414720372,2.65248808578101,1.90038158872851,3.39724458101039,3.55219028830686,49369
"9404","Kazakhstan",49373,46.6353,48.6213,0.181814723545747,2.38359632619466,1.2108878776601,4.50851625226694,3.17598650936112,49373
"9405","Kazakhstan",49373,46.6353,48.6213,0.181814723545747,2.38359632619466,1.2108878776601,4.50851625226694,3.17598650936112,49373
"9406","Australia",49374,-30.5139,145.639,0.114829980873196,2.40199511375999,1.57872442714348,5.36316241230006,4.33107201983724,49374
"9407","India",49377,27.3827,91.7404,0.144198221402206,2.90337263877811,1.53813182125844,5.50520154772776,2.65874601931954,49377
"9413","Russian Federation",49383,58.5705,29.7566,0.183269839695839,2.60988013550964,1.31335305320127,5.32502074550366,3.33487843404016,49383
"9428","Ethiopia",49401,8.57503,41.4347,0.500982604257607,2.70661365538934,1.25383457893319,3.63648789635337,2.09437779351545,49401
"9431","Canada",49404,56.1441,-118.465,0.344884110662686,2.52468197178245,1.98461731026706,5.43420630841758,4.37324138608759,49404
"9446","Russian Federation",49420,54.0851,124.978,0.0677216223942188,2.51921448128621,1.23297778455619,5.32502074550366,3.33487843404016,49420
"9449","United States",49423,33.6682,-117.498,0.343372908891171,2.17877146129186,2.37033791332018,6.47257508985315,4.55253120853509,49423
"9452","Switzerland",49426,47.8586,9.09538,0.594855376737971,2.7568563807667,2.4614089741021,4.0365889767554,4.61485920938652,49426
"9464","Austria",49440,48.4596,17.1802,0.480111262198561,2.69376881060835,2.24556266012782,4.3730775921749,4.43130692560771,49440
"9467","China",49443,29.7614,108.808,0.326992087392111,2.84901336183413,2.45121464759901,6.95136909386879,2.99627669770714,49443
"9469","Kazakhstan",49445,47.8586,62.9943,0.00302048569708115,1.97020292895264,0.694776903887448,4.50851625226694,3.17598650936112,49445
"9470","Mexico",49446,21.6607,-104.952,0.357358211579017,2.86682161317228,1.96497846499748,5.19781516944518,3.82053390533369,49446
"9476","China",49452,28.9746,100.724,0.342406564249758,2.68842247065701,2.21789387970253,6.95136909386879,2.99627669770714,49452
"9478","Canada",49454,42.1292,-81.6345,0.100798789887029,2.82159735041689,1.45348604503705,5.43420630841758,4.37324138608759,49454
"9482","Brazil",49458,-31.2885,-52.8884,0.401818140369504,2.93459312722009,1.8342776735079,5.98977763964001,3.58078294659351,49458
"9484","Italy",49460,41.457,14.4853,0.219281842713284,2.62019804301463,1.93545979902568,5.76804136889562,4.34930177402526,49460
"9486","Moldova",49463,47.8586,27.0617,0.106217682238274,2.6304793314992,1.39902769171612,0,2.73977001704329,49463
"9487","France",49464,46.013,2.80717,0.503026311570669,2.71337052254555,2.40223940745793,5.83682522770016,4.39150652613484,49464
"9489","Sweden",49466,56.2755,15.3837,0.395765029640395,2.62079886844926,2.35646868289638,4.11223623086894,4.48925689329624,49466
"9492","United States",49470,38.6973,-122.059,0.425986501176075,2.55558382695546,2.39954655493663,6.47257508985315,4.55253120853509,49470
"9493","China",49472,45.3835,121.385,0.280976840028622,2.56024476222819,2.21900797949958,6.95136909386879,2.99627669770714,49472
"9494","India",49473,13.8937,77.3673,0.0558778660796991,2.71947433113216,1.6762367472521,5.50520154772776,2.65874601931954,49473
"9496","Russian Federation",49475,61.2746,50.4179,0.0791812442380645,2.52235494955573,1.26037081406591,5.32502074550366,3.33487843404016,49475
"9504","China",49486,35.0911,105.215,0.327091303649817,2.68327223631592,2.32779057305169,6.95136909386879,2.99627669770714,49486
"9507","Kazakhstan",49489,49.0536,49.5196,0.0377169274807777,2.1091143090388,0.780941343696339,4.50851625226694,3.17598650936112,49489
"9508","Russian Federation",49490,54.6099,80.9606,0.278753595467004,2.35542187099687,1.253029676236,5.32502074550366,3.33487843404016,49490
"9509","China",49491,25.7674,113.3,0.378040003712182,2.86718328090842,2.436433381199,6.95136909386879,2.99627669770714,49491
"9520","Argentina",49506,-34.3223,-65.4648,0.180699207311987,2.68236268500449,1.37251225322093,5.78923793550226,3.80950249718057,49506
"9525","United Kingdom",49511,58.7589,-2.9554,0.264187730020233,2.67235079268111,2.00062170270522,5.3694440804306,4.4645225202218,49511
"9527","Mexico",49514,19.0916,-99.6008,0.527118462691334,2.84892551690417,1.97978681598119,5.19781516944518,3.82053390533369,49514
"9535","China",49523,32.0845,115.097,0.296275991593882,2.8824855735601,2.52276712029452,6.95136909386879,2.99627669770714,49523
"9041","Brazil",48934,-2.24386,-65.4648,0.128697825605222,2.96241161963859,1.99539451210486,5.98977763964001,3.58078294659351,48934
"9069","China",48971,38.6973,80.9606,0.0421632284364589,1.19232845788652,2.33444396614475,6.95136909386879,2.99627669770714,48971
"9076","Mexico",48979,18.1787,-91.4984,0.343281494536302,3.04979582020087,1.94996272058238,5.19781516944518,3.82053390533369,48979
"9110","Brazil",49015,-12.9825,-51.9901,0.394937858167143,2.9117028305475,2.04917369445189,5.98977763964001,3.58078294659351,49015
"9112","Argentina",49017,-36.5279,-65.4648,0.141136094827688,2.658130691942,1.3264914577681,5.78923793550226,3.80950249718057,49017
"9159","Brazil",49076,-17.3436,-41.2103,0.345017101733473,2.80505764783518,1.83153518027541,5.98977763964001,3.58078294659351,49076
"9181","Brazil",49103,1.37279,-61.8715,0.246876876548274,2.973740691477,2.04397849753451,5.98977763964001,3.58078294659351,49103
"9194","Brazil",49119,-9.43566,-60.9732,0.0895371615028394,2.92047738843339,2.04773150269528,5.98977763964001,3.58078294659351,49119
"9200","Brazil",49125,-5.85147,-50.1934,0.322463380696542,2.93748505480326,1.85003395274441,5.98977763964001,3.58078294659351,49125
"9203","Brazil",49128,-8.54258,-59.1766,0.0201854402549689,2.93205378714041,2.01471800754396,5.98977763964001,3.58078294659351,49128
"9219","Kazakhstan",49151,47.8586,67.4859,0.00302048569708115,2.14988778658626,0.681074407393098,4.50851625226694,3.17598650936112,49151
"9221","Brazil",49155,-11.2146,-51.9901,0.395630812245526,2.93260209404208,2.05418200066812,5.98977763964001,3.58078294659351,49155
"9253","Brazil",49195,-17.3436,-53.7867,0.409933132118576,2.9234861101696,2.04953941735224,5.98977763964001,3.58078294659351,49195
"9256","Brazil",49198,-6.75027,-49.2951,0.295633737173209,2.95184902980433,1.84502525081273,5.98977763964001,3.58078294659351,49198
"9280","Brazil",49224,-8.54258,-53.7867,0.0529831457445573,2.95627279364758,1.84166319307888,5.98977763964001,3.58078294659351,49224
"9314","Finland",49269,60.481,26.098,0.0203020786387128,2.60668200125169,1.73454316434212,3.96189547366785,4.4240457227584,49269
"9377","Brazil",49341,-4.95121,-47.4985,0.325932176923594,2.94226057945652,2.03299436664445,5.98977763964001,3.58078294659351,49341
"9430","Brazil",49403,0.468577,-66.3631,0.0533986034043371,2.98669577404088,1.94491585883383,5.98977763964001,3.58078294659351,49403
"9450","Brazil",49424,-9.43566,-56.4816,0.320204011024441,2.95296676445814,1.99613795778135,5.98977763964001,3.58078294659351,49424
"9468","Brazil",49444,-1.33998,-55.5833,0.229880850740631,3.00550225185563,1.82811010959202,5.98977763964001,3.58078294659351,49444
"9501","Brazil",49482,-11.2146,-59.1766,0.276931572453079,2.92880262988679,2.0502125272679,5.98977763964001,3.58078294659351,49482
"9510","Brazil",49493,-8.54258,-69.0581,0.109056727527615,2.89272053767546,1.93302384793568,5.98977763964001,3.58078294659351,49493
"9516","Brazil",49501,-0.435754,-69.9564,0.0102099838972925,2.93386223459527,1.91374211594644,5.98977763964001,3.58078294659351,49501
"9536","Morocco",49525,34.9771,-3.47665,0.156202891837073,2.28131749842038,1.50583827698607,4.97335418216401,3.16095306782485,49525
"9542","Australia",49531,-31.2885,145.639,0.297246417096774,2.40108755056088,1.60848215360489,5.36316241230006,4.33107201983724,49531
"9543","Canada",49532,49.6405,-104.991,0.337900077221444,2.49048521627764,1.88555934900097,5.43420630841758,4.37324138608759,49532
"9544","France",49535,44.7428,-0.773371,0.47230591857414,2.56059685691394,2.47925130383202,5.83682522770016,4.39150652613484,49535
"9547","Kazakhstan",49539,50.2203,66.5876,0.113978152599713,2.06931123475578,0.71076500266226,4.50851625226694,3.17598650936112,49539
"9555","Brazil",49549,-24.0996,-55.5833,0.0756575416804839,3.00175817276198,1.8862037562042,5.98977763964001,3.58078294659351,49549
"9556","Bolivia",49550,-10.3264,-66.3631,0.0185386950821508,2.90951782430114,1.69889578974973,4.4215710245264,2.98847132047518,49550
"9557","Turkey",49552,37.2755,38.7398,0.448783604617949,2.02503751867592,1.78715312532667,5.33782451404581,3.5953428256262,49552
"9560","Switzerland",49555,46.6353,9.09538,0.299619001523043,2.69002722524271,2.43791771944099,4.0365889767554,4.61485920938652,49555
"9562","Canada",49557,44.7469,-76.2446,0.0751580075808518,2.75594741343786,1.37702967701722,5.43420630841758,4.37324138608759,49557
"9563","Germany",49558,52.47,9.99369,0.624275691646946,2.52087326517577,2.56271150109669,5.36638186074997,4.41865905031594,49558
"9564","Kazakhstan",49559,44.7469,72.8758,0.0644154442546407,2.51072050531381,0.662518439904499,4.50851625226694,3.17598650936112,49559
"9575","Canada",49569,54.0851,-113.076,0.440696165476649,2.50321899473546,2.00996745584872,5.43420630841758,4.37324138608759,49569
"9577","Russian Federation",49571,57.6193,88.1471,0.0314084634436344,2.26596834688664,1.24341787036542,5.32502074550366,3.33487843404016,49571
"9581","India",49577,19.9355,73.018,0.141831656033615,2.80446802385327,1.75139190948986,5.50520154772776,2.65874601931954,49577
"9587","China",49584,46.013,87.2488,0.0711669401181174,1.82899728410721,2.33428107511983,6.95136909386879,2.99627669770714,49584
"9590","Russian Federation",49587,56.1441,48.6213,0.236707344905028,2.32304327811933,1.29028327664469,5.32502074550366,3.33487843404016,49587
"9596","China",49594,32.846,119.588,0.496085282677805,2.86151485336754,2.54590965703467,6.95136909386879,2.99627669770714,49594
"9600","India",49598,19.0916,74.6724,0.113152761058962,2.55797241143427,1.86754662707549,5.50520154772776,2.65874601931954,49598
"9602","Pakistan",49600,35.826,73.7741,0.186255321336298,2.75125618595145,1.86511192079473,5.06566932773143,2.7175806602292,49600
"9604","France",49602,50.2203,3.70549,0.60662143005695,2.71709317969144,2.54005144560662,5.83682522770016,4.39150652613484,49602
"9605","Canada",49603,49.6405,-72.6513,0.203244930951542,2.67740053122228,1.96918541156154,5.43420630841758,4.37324138608759,49603
"9606","Georgia",49606,42.7943,45.9263,0.247154609800701,2.49960526840035,1.26956137889423,4.33380987485523,2.91491025581416,49606
"9607","Georgia",49606,42.7943,45.9263,0.247154609800701,2.49960526840035,1.26956137889423,4.33380987485523,2.91491025581416,49606
"9610","India",49609,22.4756,88.1487,0.20797214161064,2.93866265573681,1.99274798356389,5.50520154772776,2.65874601931954,49609
"9612","Afghanistan",49611,32.0845,69.2825,0.139879084827706,2.27391027035588,2.11971765449025,0,2.26964184190232,49611
"9613","United States",49612,46.6353,-100.499,0.326209004036617,2.5846542400043,2.30257611611828,6.47257508985315,4.55253120853509,49612
"9618","Chile",49618,-30.5139,-70.8547,0.482683058834939,1.7612833250641,2.54653973839624,4.98465330797233,3.69928062050879,49618
"9619","United Kingdom",49619,52.47,1.01054,0.605603246503116,2.71594865566793,2.44904056168354,5.3694440804306,4.4645225202218,49619
"9620","China",49620,37.9899,76.469,0.374049888638462,1.82964831429573,2.33494322367531,6.95136909386879,2.99627669770714,49620
"9624","Japan",49625,33.4896,131.196,0.403849946998285,2.95558467817514,2.46570158097691,5.72928874039045,4.53949600698066,49625
"9625","Chile",49626,-27.3725,-70.666,0.173357687626666,0.638013578370796,2.43951003959022,4.98465330797233,3.69928062050879,49626
"9629","China",49631,43.4523,92.6387,0.196257821964754,1.14148710168031,2.32384566149837,6.95136909386879,2.99627669770714,49631
"9633","Australia",49636,-37.2439,149.816,0.0482242735943817,2.74729155467548,1.25226013353409,5.36316241230006,4.33107201983724,49636
"9634","Canada",49637,51.918,-110.381,0.340833105719211,2.47193750224304,1.97009271179369,5.43420630841758,4.37324138608759,49637
"9638","Brazil",49642,-21.6022,-44.8035,0.409933132118576,2.8685359841665,1.83559687740962,5.98977763964001,3.58078294659351,49642
"9640","Poland",49644,53.5535,21.6718,0.458530033330398,2.62372911266157,2.35121936759283,4.79177483365164,3.67849955374174,49644
"9641","China",49648,22.4701,110.605,0.360544053968714,2.96363044577526,2.41111999204526,6.95136909386879,2.99627669770714,49648
"9644","Canada",49651,52.47,-96.0075,0.0229754874002966,2.6947618425466,1.92989712268912,5.43420630841758,4.37324138608759,49651
"9648","China",49656,33.601,115.097,0.452395403948058,2.84684499440103,2.54291296418879,6.95136909386879,2.99627669770714,49656
"9650","Bulgaria",49658,43.4523,24.3667,0.336679462282954,2.57454109205384,1.21144426483666,4.30393006427537,3.27061654569879,49658
"9652","India",49660,32.0845,74.6724,0.251480670224336,2.49656725548658,2.30841191933734,5.50520154772776,2.65874601931954,49660
"9654","Russian Federation",49663,50.2203,42.333,0.278753595467004,2.59772456089595,1.3125978806376,5.32502074550366,3.33487843404016,49663
"9656","Australia",49665,-36.5227,140.261,0.322662130944458,2.3091039611558,1.91819736510796,5.36316241230006,4.33107201983724,49665
"9657","Russian Federation",49666,56.6424,76.469,0.25354568075045,2.3600950423113,1.24823736222745,5.32502074550366,3.33487843404016,49666
"9667","Russian Federation",49678,51.3591,81.8589,0.278753595467004,2.34631221673985,1.252408429728,5.32502074550366,3.33487843404016,49678
"9668","Ethiopia",49679,7.6799,36.9432,0.0351951297896809,2.92212587258115,0.990117059433173,3.63648789635337,2.09437779351545,49679
"9677","China",49688,42.7943,123.181,0.306902206354682,2.67100377786228,2.30049237453168,6.95136909386879,2.99627669770714,49688
"9682","Canada",49694,52.47,-103.194,0.332086277241327,2.47567118832443,1.88811987833024,5.43420630841758,4.37324138608759,49694
"9683","China",49695,28.9746,98.0286,0.246496789942867,2.7002683599864,2.21366495362799,6.95136909386879,2.99627669770714,49695
"9687","Brazil",49700,-28.053,-48.7309,0.351786407651973,2.88991501873676,2.0048130649899,5.98977763964001,3.58078294659351,49700
"9690","Poland",49703,49.6405,19.8752,0.459862043043005,2.72335303833935,2.22659068801461,4.79177483365164,3.67849955374174,49703
"9692","United States",49705,47.8586,-100.499,0.396030510120756,2.58627577715747,2.3356709463969,6.47257508985315,4.55253120853509,49705
"9698","Australia",49712,-32.0567,122.283,0.130174587770702,2.34977459732913,1.29590820818533,5.36316241230006,4.33107201983724,49712
"9704","China",49718,27.3827,106.113,0.359842948158192,2.83808225452885,2.34607510241236,6.95136909386879,2.99627669770714,49718
"9706","Brazil",49720,-11.2146,-41.2103,0.409933132118576,2.55230238466134,1.83111667945475,5.98977763964001,3.58078294659351,49720
"9709","Algeria",49724,34.3494,0.112226,0.0512811831053133,1.95008654965425,1.26763665368404,4.24440083380137,3.24133383890853,49724
"9718","China",49735,40.0912,115.995,0.0344213197471846,2.57407952002812,1.89637286853914,6.95136909386879,2.99627669770714,49735
"9721","Russian Federation",49739,51.918,47.7229,0.274446507628272,2.25182644935107,1.28279028503537,5.32502074550366,3.33487843404016,49739
"9731","Australia",49748,-33.5737,144.741,0.031322711915646,2.31426860163951,1.33932296395969,5.36316241230006,4.33107201983724,49748
"9736","India",49754,28.1817,95.3336,0.269257638993317,2.88810925950693,2.22244848391869,5.50520154772776,2.65874601931954,49754
"9737","Canada",49755,56.1441,-116.669,0.154215228479438,2.55745707264729,1.99417355025095,5.43420630841758,4.37324138608759,49755
"9744","Afghanistan",49762,37.9899,70.1808,0.0265332657489632,2.31344034583388,1.36723047213927,0,2.26964184190232,49762
"9753","China",49770,40.7776,112.402,0.178512927343477,2.52490588461023,2.27310832924992,6.95136909386879,2.99627669770714,49770
"9756","Argentina",49773,-34.3223,-59.1766,0.0784568209534226,2.90793573979938,1.30581017799544,5.78923793550226,3.80950249718057,49773
"9759","Germany",49776,49.6405,11.7903,0.609347050983965,2.67492671939488,2.41158949400792,5.36638186074997,4.41865905031594,49776
"9764","Chile",49781,-25.7378,-69.0581,0.245063782567739,1.04722849550098,2.54647252974392,4.98465330797233,3.69928062050879,49781
"9766","Ukraine",49784,46.2241,32.5026,0.249754074307776,2.77802197685615,1.33084681158916,5.28195781643865,2.91918067636586,49784
"9768","China",49787,30.5421,97.1303,0.337836295218384,2.47294789500912,2.21509011771978,6.95136909386879,2.99627669770714,49787
"9769","India",49788,16.5335,80.9335,0.0512996889817297,2.82773457056017,1.7707306795369,5.50520154772776,2.65874601931954,49788
"9773","India",49792,26.5779,95.3336,0.0541547945712228,2.86624513152737,1.65021240591708,5.50520154772776,2.65874601931954,49792
"9777","Brazil",49796,-19.9125,-46.6002,0.409933132118576,2.86944476238982,1.83429663600611,5.98977763964001,3.58078294659351,49796
"9780","Mexico",49799,31.3165,-115.77,0.185173625594835,2.02207471110543,1.9181210893415,5.19781516944518,3.82053390533369,49799
"9782","Russian Federation",49802,57.6193,37.8415,0.276297635340225,2.55219728687265,1.30586838027076,5.32502074550366,3.33487843404016,49802
"9783","China",49803,31.3165,102.52,0.446425970656283,2.67446472574766,2.2215732012174,6.95136909386879,2.99627669770714,49803
"9790","Russian Federation",49813,58.0981,91.7404,0.0357155511807983,2.26290289159547,1.23871557948006,5.32502074550366,3.33487843404016,49813
"9795","China",49819,41.457,80.9606,0.250954212050026,1.41337960488443,2.33649773415397,6.95136909386879,2.99627669770714,49819
"9807","Russian Federation",49830,44.1032,41.4347,0.257278482677431,2.59730659636368,1.30246407776802,5.32502074550366,3.33487843404016,49830
"9808","Brazil",49831,-22.4398,-55.5833,0.32836416430132,2.97691058346446,2.00222023996266,5.98977763964001,3.58078294659351,49831
"9812","Mexico",49835,26.5779,-108.584,0.363611969175787,2.50156456856877,1.96612704211585,5.19781516944518,3.82053390533369,49835
"9814","Russian Federation",49838,51.3591,54.9095,0.278753595467004,2.13196791154962,1.28020496974802,5.32502074550366,3.33487843404016,49838
"9815","Russian Federation",49839,51.3591,106.113,0.0711913700427273,2.09223175078046,1.185027193427,5.32502074550366,3.33487843404016,49839
"9829","India",49855,25.7674,86.3505,0.323450870977503,2.83659346896489,2.02407851424091,5.50520154772776,2.65874601931954,49855
"9832","Russian Federation",49858,51.3591,109.707,0.0216590599127731,2.09810783964106,1.23415996528696,5.32502074550366,3.33487843404016,49858
"9834","Australia",49860,-36.5279,142.046,0.311439328784743,2.28570462056181,1.71194442207845,5.36316241230006,4.33107201983724,49860
"9836","Mexico",49864,21.6327,-99.6008,0.618640386361029,2.72242824197969,1.97486538004383,5.19781516944518,3.82053390533369,49864
"9846","China",49876,35.826,89.9438,0.0190578940696186,2.31486997884649,1.78592222597289,6.95136909386879,2.99627669770714,49876
"9848","Brazil",49878,-7.64738,-35.8204,0.365344972696459,2.67807375518287,2.00950056953238,5.98977763964001,3.58078294659351,49878
"9852","United States",49884,36.5542,-119.364,0.439619289509247,2.45451366131623,2.40082820988544,6.47257508985315,4.55253120853509,49884
"9854","Australia",49886,-34.3223,140.249,0.264633660337779,2.17597060484477,1.38641173369326,5.36316241230006,4.33107201983724,49886
"9856","New Zealand",49888,-41.2979,175.31,0.201793434364199,2.84439580631415,2.08444064499869,4.37781602917206,4.21124915324027,49888
"9857","Pakistan",49889,30.5421,72.8758,0.350236613494991,2.10162025518671,2.38757143665594,5.06566932773143,2.7175806602292,49889
"9860","Argentina",49893,-38.5162,-59.2137,0.330246949299095,2.87529213636782,1.47156253010984,5.78923793550226,3.80950249718057,49893
"9865","Russian Federation",49900,55.1279,84.5539,0.278753595467004,2.40383517415363,1.25496581388753,5.32502074550366,3.33487843404016,49900
"9877","China",49913,45.3835,91.7404,0.00611047269463545,1.34177592784323,2.02195295330578,6.95136909386879,2.99627669770714,49913
"9878","New Zealand",49914,-37.2833,175.265,0.225613298274821,2.9190033364844,2.25316070598238,4.37781602917206,4.21124915324027,49914
"9880","Canada",49916,48.4596,-95.1092,0.331422082526042,2.69868037815759,2.2048463626539,5.43420630841758,4.37324138608759,49916
"9881","Canada",49918,50.2203,-111.279,0.343182704498089,2.4971354182504,1.97738707774648,5.43420630841758,4.37324138608759,49918
"9887","Russian Federation",49924,51.918,129.47,0.177897056170676,2.62004925687051,1.24151471766671,5.32502074550366,3.33487843404016,49924
"9899","Kazakhstan",49937,47.2505,80.9606,0.170161670300911,2.47971580913327,0.659202160604379,4.50851625226694,3.17598650936112,49937
"9914","Serbia",49956,45.3835,19.8752,0.459156665930134,2.69924393707151,1.76832687917262,0,3.37135451473944,49956
"9916","United States",49960,42.7943,-85.2277,0.372390287551216,2.81264681214923,2.24859763238946,6.47257508985315,4.55253120853509,49960
