"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","maize_HgHa","AET_mean","maize_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"5308","Bahrain",44591,25.6817,50.2657,0.00576293040229344,1.77303725568794,1.553275408483,1.77085201164214,4.08398066320673,44591
"5312","Brazil",44598,-4.95121,-68.1597,0.0183593058151434,2.9360602180809,1.59091508120408,5.98977763964001,3.58078294659351,44598
"5323","Russian Federation",44610,59.4966,54.9095,0.229703176222188,2.44062800354114,1.31852726498995,5.32502074550366,3.33487843404016,44610
"5325","Russian Federation",44615,51.918,95.3336,0.0211031219454719,1.83338240108123,1.29344670465141,5.32502074550366,3.33487843404016,44615
"5335","Madagascar",44627,-12.4468,48.9512,0.124531631472616,2.81770699501447,0.327804282295415,2.94694327069783,2.49680172397732,44627
"5361","Brazil",44664,-11.2146,-61.8715,0.339626972901125,2.92274398868921,2.03535498026392,5.98977763964001,3.58078294659351,44664
"5368","India",44673,15.6418,79.164,0.663500434598656,2.73488551463512,1.56291812777951,5.50520154772776,2.65874601931954,44673
"5384","Brazil",44693,-12.1,-53.7867,0.12309642318441,2.95017643837632,1.97902033590813,5.98977763964001,3.58078294659351,44693
"5412","India",44734,28.1817,73.7741,0.450249116327628,2.35297455523617,0.585915152320571,5.50520154772776,2.65874601931954,44734
"5422","Brazil",44748,-5.85147,-65.4648,0.0338107256014585,2.92666087128057,1.59579577705547,5.98977763964001,3.58078294659351,44748
"5426","Madagascar",44752,-18.7907,49.135,0.293166904413041,2.96770394477449,0.361962008657712,2.94694327069783,2.49680172397732,44752
"5431","Brazil",44760,-10.3264,-43.0069,0.462313026910268,2.74193205295914,1.92895501031602,5.98977763964001,3.58078294659351,44760
"5432","Yemen",44761,16.5103,50.4179,0.00408242244374555,1.64445031309406,1.26938732878946,3.93495270781786,2.70832088674834,44761
"5434","United States",44765,46.6353,-103.194,0.637227935962769,2.50694371175589,2.172564170157,6.47257508985315,4.55253120853509,44765
"5450","Brazil",44788,-0.435754,-55.5833,0.064449146751492,3.00887380049223,1.59156544707495,5.98977763964001,3.58078294659351,44788
"5485","Afghanistan",44833,31.3165,61.1977,0.35557922224174,1.62774979162458,1.73399332736824,0,2.26964184190232,44833
"5487","United States",44837,37.2755,-101.397,1.10121283677423,2.57955223776171,2.40488886355922,6.47257508985315,4.55253120853509,44837
"5488","Mozambique",44838,-11.2146,36.0448,0.442118669159019,2.84946146055859,0.720377526879741,2.72916478969277,2.50009459561958,44838
"5489","South Africa",44839,-26.5486,23.4684,0.53672965618214,2.44725957644255,1.52591603517749,5.25389021628127,3.49225402986176,44839
"5493","China",44843,29.7614,84.5539,0.473370534632193,2.54406804435028,2.16019281068278,6.95136909386879,2.99627669770714,44843
"5494","Ethiopia",44844,6.78286,39.6381,0.338677699938925,2.84241420009504,1.49993570618864,3.63648789635337,2.09437779351545,44844
"5499","China",44850,51.918,125.876,0.570906966664144,2.54758426069364,2.20385474182278,6.95136909386879,2.99627669770714,44850
"5501","Bolivia",44853,-17.3436,-67.2614,0.322920535561527,2.76412273660055,0.890140160982411,4.4215710245264,2.98847132047518,44853
"5503","Indonesia",44856,-6.60311,134.239,0.375671635808747,3.02750978070122,1.73252039176391,4.0484418035504,2.91077933629609,44856
"5508","Angola",44863,-8.54258,14.4853,0.206935515883086,2.81029053848391,0.798985384244811,2.44870631990508,2.7855635422284,44863
"5509","Australia",44865,-19.0606,145.639,0.363222868223982,2.8505186028865,1.6277947437787,5.36316241230006,4.33107201983724,44865
"5512","Spain",44869,40.7776,-1.6844,1.0436633268116,2.41405267872194,2.50397999568138,5.40708143378234,4.21334781739129,44869
"5513","Argentina",44870,-52.3069,-68.516,0.860936610650304,2.16952748955329,1.77166755012725,5.78923793550226,3.80950249718057,44870
"5518","China",44875,38.6973,101.622,0.714863768870865,2.53416214197129,2.22253561381696,6.95136909386879,2.99627669770714,44875
"5520","Chile",44878,-54.539,-71.641,1.01535974103055,2.44678857626899,2.29278981488428,4.98465330797233,3.69928062050879,44878
"5522","Russian Federation",44880,56.6424,57.6044,0.418597204442937,2.36335451398268,1.32763258488577,5.32502074550366,3.33487843404016,44880
"5523","Russian Federation",44880,56.6424,57.6044,0.418597204442937,2.36335451398268,1.32763258488577,5.32502074550366,3.33487843404016,44880
"5524","Mozambique",44881,-12.9825,37.8415,0.163013235609708,2.8396762793662,0.568365953396101,2.72916478969277,2.50009459561958,44881
"5528","Vietnam",44885,10.5378,106.944,0.613139379592524,2.96265490740942,2.14770725510723,5.15992795289598,2.59766308039662,44885
"5530","Poland",44888,54.0851,23.4684,0.192890369463883,2.66127731605195,1.93764812753331,4.79177483365164,3.67849955374174,44888
"5532","India",44890,27.3827,95.3336,0.223506031118049,2.86534196305397,1.91804323592619,5.50520154772776,2.65874601931954,44890
"5535","United States",44895,32.846,-111.279,1.0073853732756,2.47205957095261,2.27912965072122,6.47257508985315,4.55253120853509,44895
"5542","Russian Federation",44905,46.6353,41.4347,0.565441226603754,2.79871434321267,1.36046025046672,5.32502074550366,3.33487843404016,44905
"5544","Niger",44907,13.0145,8.19706,0.277524981653942,2.70706300041799,1.47263715417417,2.39269695325967,2.36249398434491,44907
"5549","China",44912,29.7614,100.724,0.590205681517769,2.61549914891342,2.20396787233637,6.95136909386879,2.99627669770714,44912
"5552","China",44916,22.4701,111.503,0.597652331777322,2.95789790513913,2.4527263371264,6.95136909386879,2.99627669770714,44916
"5553","Germany",44917,54.1054,9.19058,0.982251960115713,2.67717498510953,2.40470481342316,5.36638186074997,4.41865905031594,44917
"5555","India",44920,26.5779,80.9606,0.227959269672873,2.69965193144604,1.81829996031377,5.50520154772776,2.65874601931954,44920
"5556","Tanzania",44921,-1.33998,31.5533,0.261593323001736,2.885933063012,1.30460620983691,1.7481880270062,2.58899405288781,44921
"5557","United States",44922,35.1026,-120.233,0.945324648400858,2.37953212588612,2.35251928247816,6.47257508985315,4.55253120853509,44922
"5558","Indonesia",44924,-6.74774,139.354,0.353328615712922,3.05765252191713,1.86505377180042,4.0484418035504,2.91077933629609,44924
"5561","Congo",44927,-2.24386,16.2819,0.0877806563742686,2.96467203765826,1.24286219653669,1.85125834871908,2.93941686176546,44927
"5563","Argentina",44929,-36.5279,-62.7698,0.888119212975669,2.86357244400101,1.88433286083308,5.78923793550226,3.80950249718057,44929
"5564","Indonesia",44930,0.554435,99.1629,0.476067689962081,3.02172568081601,1.75646270784007,4.0484418035504,2.91077933629609,44930
"5567","China",44933,35.0911,109.707,0.710726302182902,2.7401910998843,2.34954370803751,6.95136909386879,2.99627669770714,44933
"5569","Argentina",44935,-36.5279,-60.9732,0.888119212975669,2.88670218073873,1.89227176777367,5.78923793550226,3.80950249718057,44935
"5570","Angola",44936,-13.1551,12.95,0.12064628390346,2.61672967612223,0.63406008114294,2.44870631990508,2.7855635422284,44936
"5571","Russian Federation",44937,57.6193,94.4353,0.0890636219559318,2.23868816420775,1.29339843833001,5.32502074550366,3.33487843404016,44937
"5576","China",44943,24.9512,109.707,0.395943262861418,2.91129873471161,2.30495810914821,6.95136909386879,2.99627669770714,44943
"5578","China",44947,40.0912,114.198,0.788817330356841,2.59525339204331,2.34696925177812,6.95136909386879,2.99627669770714,44947
"5581","Indonesia",44950,-4.99119,122.982,0.471151619252586,2.98504536090159,1.97790590199608,4.0484418035504,2.91077933629609,44950
"5582","Russian Federation",44951,54.0851,92.6387,0.47951234068353,1.97867496267906,1.29989639863541,5.32502074550366,3.33487843404016,44951
"5584","Chile",44953,-42.1258,-73.7286,0.889296810025328,2.69730200975699,2.48113166053068,4.98465330797233,3.69928062050879,44953
"5587","Argentina",44956,-35.0643,-63.6682,0.814874526813951,2.82976501357077,1.78694385208061,5.78923793550226,3.80950249718057,44956
"5588","Argentina",44957,-43.4286,-71.753,0.640479048443584,2.76822834581893,2.44663509611654,5.78923793550226,3.80950249718057,44957
"5590","United States",44959,37.9899,-90.6176,0.841149090376652,2.88330309239568,2.42805891242687,6.47257508985315,4.55253120853509,44959
"5593","China",44962,38.6973,113.3,0.723233840409414,2.62927911152632,2.33167064218893,6.95136909386879,2.99627669770714,44962
"5594","Russian Federation",44963,52.47,115.995,0.437051851127053,2.24513061209058,1.2884998388923,5.32502074550366,3.33487843404016,44963
"5597","South Africa",44966,-28.1528,31.5533,0.65137664464606,2.81866176079762,1.78750748714989,5.25389021628127,3.49225402986176,44966
"5603","New Caledonia",44973,-20.1425,164.024,0.695481679817454,3.04576524560114,0.11563975118834,2.29446622616159,4.16823875110469,44973
"5611","China",44981,24.9616,117.782,0.478113416586053,2.90898047697765,2.3645250648543,6.95136909386879,2.99627669770714,44981
"5612","New Zealand",44982,-37.9641,175.296,0.763268648645069,2.9190033364844,2.80256186293878,4.37781602917206,4.21124915324027,44982
"5617","Germany",44988,50.7932,15.3836,0.778017193751648,2.73129130650267,2.3208876849365,5.36638186074997,4.41865905031594,44988
"5618","Zambia",44990,-11.2146,32.4516,0.341459741219438,2.80106666046342,1.37139265755914,4.06785166051235,2.58561693011275,44990
"5619","Australia",44991,-17.3654,145.601,0.336129636686888,2.95050683703721,1.5383064271248,5.36316241230006,4.33107201983724,44991
"5622","Thailand",44994,18.2354,98.9269,0.646387713794245,2.84018453651999,2.08675840694681,5.32023770690539,3.32253163472896,44994
"5623","United States",44995,42.1292,-115.77,1.03172729015289,2.24446120482568,2.32088259345097,6.47257508985315,4.55253120853509,44995
"5624","Kazakhstan",44996,51.3591,56.7061,0.506505045257824,2.14955815810792,1.30288583986587,4.50851625226694,3.17598650936112,44996
"5625","Kazakhstan",44996,51.3591,56.7061,0.506505045257824,2.14955815810792,1.30288583986587,4.50851625226694,3.17598650936112,44996
"5629","Ethiopia",45001,10.3587,36.0448,0.213900979849163,2.86445104073927,2.01022408716466,3.63648789635337,2.09437779351545,45001
"5631","United States",45004,44.7469,-100.499,0.715749288582116,2.55739977508333,2.12794303320175,6.47257508985315,4.55253120853509,45004
"5632","South Africa",45006,-25.7378,30.6549,0.654813840025502,2.80450451865731,1.95746889333139,5.25389021628127,3.49225402986176,45006
"5637","Germany",45013,47.8586,10.892,0.92932214507741,2.71846708783715,2.33274598078251,5.36638186074997,4.41865905031594,45013
"5642","Congo DRC",45018,3.17995,23.4684,0.00466603798947877,2.97829466977863,0.630046319203092,0,2.26709515600535,45018
"5643","Brazil",45019,-22.4398,-54.685,0.628354648454336,2.97766645751827,2.10444924375784,5.98977763964001,3.58078294659351,45019
"5647","France",45024,45.3835,1.90886,0.683936170656965,2.69261876349061,2.35172115489228,5.83682522770016,4.39150652613484,45024
"5650","United States",45028,40.7776,-87.0244,1.01421925849054,2.86736926450258,2.45403769456448,6.47257508985315,4.55253120853509,45028
"5653","Brazil",45032,-19.0606,-45.7019,0.614320275962661,2.87336558762639,2.17299951136603,5.98977763964001,3.58078294659351,45032
"5657","Central African Republic",45036,10.3587,20.7735,0.132740413800667,2.81622945976933,0.69534630927168,2.20951501454263,2.43334291583504,45036
"5659","Argentina",45038,-28.9459,-60.9732,0.855209423444685,2.87946112117029,1.49236802157588,5.78923793550226,3.80950249718057,45038
"5661","Indonesia",45040,-6.719,105.452,0.608961611292656,3.03604876444923,1.72420359133079,4.0484418035504,2.91077933629609,45040
"5665","China",45045,25.7674,117.792,0.432418235342085,2.90616983429304,2.39073447144314,6.95136909386879,2.99627669770714,45045
"5666","Chile",45046,-49.6031,-75.2073,1.01535974103055,2.5461900085634,2.36119405325713,4.98465330797233,3.69928062050879,45046
"5667","China",45047,28.1817,112.402,0.564594675992674,2.8583151528158,2.32095436141654,6.95136909386879,2.99627669770714,45047
"5669","Mauritania",45049,16.5103,-13.3625,0.213389416632662,2.42422028422974,1.0832421069202,2.30535136944662,2.86486020381634,45049
"5671","Canada",45051,49.6405,-70.8547,0.488207212384504,2.67307578870965,2.23013539885835,5.43420630841758,4.37324138608759,45051
"5672","Ecuador",45052,0.459217,-79.714,0.329999731150568,2.84976298097441,2.04730344418939,5.00241662707248,3.30639568540983,45052
"5677","Russian Federation",45060,49.6405,41.4347,0.565441226603754,2.70183514834797,1.36447637133549,5.32502074550366,3.33487843404016,45060
"5678","Central African Republic",45061,6.78286,22.5701,0.0667994004400753,2.90877375042402,0.747394756559878,2.20951501454263,2.43334291583504,45061
"5684","Sudan",45067,13.0145,29.7566,0.227886704099716,2.53455489525652,1.05460967018714,3.72320931040511,2.58970408801578,45067
"5687","Japan",45070,37.9163,139.445,0.457598080489892,2.87614908286745,2.59610412028465,5.72928874039045,4.53949600698066,45070
"5688","Bolivia",45072,-18.2042,-58.2783,0.638189080712883,2.93844079543949,0.670950185835456,4.4215710245264,2.98847132047518,45072
"5689","Papua New Guinea",45075,-6.75027,145.639,0.814913195241665,3.00325788387663,1.27735089499534,2.8668778143375,2.79622643974621,45075
"5690","Indonesia",45076,-7.65627,112.389,0.636309730470722,2.96174587413539,2.06183939087024,4.0484418035504,2.91077933629609,45076
"5693","Australia",45079,-24.9215,151.029,0.317511405767952,2.7324631686088,1.67422065082842,5.36316241230006,4.33107201983724,45079
"5694","Hungary",45080,46.6353,21.6718,0.681511842831036,2.63808198925545,1.87497633627234,4.61162773146829,3.74727443427803,45080
"5695","Australia",45081,-32.8185,118.69,0.728054766310738,2.41412740024181,1.57179904798958,5.36316241230006,4.33107201983724,45081
"5698","Chile",45087,-40.0662,-72.6513,0.86407216602528,2.68228478828385,2.58707793208879,4.98465330797233,3.69928062050879,45087
"5700","China",45089,40.0912,94.4353,0.497125286721743,1.43980245527407,2.24674455126169,6.95136909386879,2.99627669770714,45089
"5701","South Africa",45090,-25.7378,27.96,0.544694005736647,2.68599750686856,2.19394591592301,5.25389021628127,3.49225402986176,45090
"5703","Brazil",45092,-18.2042,-46.6002,0.694833340132351,2.88313396014218,2.14009334370613,5.98977763964001,3.58078294659351,45092
"5710","Australia",45101,-14.8546,125.246,0.228059794287635,2.93480795007774,1.27904750193391,5.36316241230006,4.33107201983724,45101
"5712","Mexico",45103,21.6327,-101.397,0.377286505704907,2.6770309003746,2.14182119563366,5.19781516944518,3.82053390533369,45103
"5715","Sudan",45106,13.8937,24.3667,0.148571201863375,2.50345424847324,1.04402789092568,3.72320931040511,2.58970408801578,45106
"5716","Cuba",45107,22.4822,-80.7369,0.455536957659197,2.99495575188229,1.97501505798152,0,3.43335218547393,45107
"5718","Argentina",45110,-26.5486,-54.685,0.526381837197658,3.00676647052224,1.61322740601387,5.78923793550226,3.80950249718057,45110
"5719","Japan",45111,41.5581,140.28,0.420505841793308,2.76488300727146,2.5086799506603,5.72928874039045,4.53949600698066,45111
"5721","Indonesia",45113,-7.45397,107.957,0.581564306124245,2.99331680148124,2.08097049619145,4.0484418035504,2.91077933629609,45113
"5722","Bolivia",45114,-12.9825,-61.8715,0.140318027493764,2.94152178467033,1.62225406296807,4.4215710245264,2.98847132047518,45114
"5726","Kazakhstan",45120,51.3591,61.1977,0.396852924524933,2.02637759659833,1.19847216293104,4.50851625226694,3.17598650936112,45120
"5727","Kazakhstan",45120,51.3591,61.1977,0.396852924524933,2.02637759659833,1.19847216293104,4.50851625226694,3.17598650936112,45120
"5728","Australia",45121,-18.2042,142.046,0.283418647640283,2.80457141787947,1.62916939781317,5.36316241230006,4.33107201983724,45121
"5729","India",45122,24.1295,69.2825,0.293470482154216,2.39266032099723,1.73828890985536,5.50520154772776,2.65874601931954,45122
"5730","Australia",45123,-31.2885,151.928,0.346101686274282,2.834280639822,1.77507777771474,5.36316241230006,4.33107201983724,45123
"5736","China",45129,40.7776,116.893,0.818380980266335,2.54719578766307,2.41816716113611,6.95136909386879,2.99627669770714,45129
"5739","Australia",45132,-25.7378,150.131,0.346810415868538,2.66599675075918,1.70298338088821,5.36316241230006,4.33107201983724,45132
"5742","Argentina",45135,-24.0996,-60.0749,0.441784228807778,2.76117805326648,1.45077004539338,5.78923793550226,3.80950249718057,45135
"5744","Brazil",45138,-22.4398,-51.0917,0.548813284978299,2.88867248724516,2.13553922567171,5.98977763964001,3.58078294659351,45138
"5752","Uganda",45147,0.468577,33.3499,0.285209788197417,2.97983957347926,1.61202567927214,2.79028516403324,2.42066321182124,45147
"5758","Myanmar",45156,18.2354,98.0286,0.543566262461033,2.89509188435326,1.99840746557103,3.59228781595213,2.23757342070395,45156
"5760","Argentina",45158,-30.5139,-60.0749,0.7815933955347,2.89681481139777,1.78998828290903,5.78923793550226,3.80950249718057,45158
"5768","Brazil",45166,-13.8618,-43.0069,0.522012937019421,2.77659742234615,1.99513632992113,5.98977763964001,3.58078294659351,45166
"5769","Argentina",45167,-31.2885,-68.1597,0.260289896953777,2.13709778807168,1.23358332838322,5.78923793550226,3.80950249718057,45167
"5775","Russian Federation",45176,59.8263,28.9743,0.214137110751894,2.61661302997359,1.13071438559208,5.32502074550366,3.33487843404016,45176
"5779","China",45181,33.601,90.8421,0.757795018349301,2.54040396655148,2.18598968972885,6.95136909386879,2.99627669770714,45181
"5780","China",45182,31.3165,95.3336,0.253221068397505,2.62325236788042,1.79306189985247,6.95136909386879,2.99627669770714,45182
"5787","Ecuador",45189,-0.444951,-79.8287,0.312468556523863,2.81782694711319,2.13406245464406,5.00241662707248,3.30639568540983,45189
"5788","Botswana",45190,-25.7378,26.1634,0.435252414818769,2.64245863160431,2.00766196650037,2.07918124604762,3.53572152828684,45190
"5789","Brazil",45191,-23.2653,-45.7088,0.476850327833433,2.86394566696521,2.39876919781816,5.98977763964001,3.58078294659351,45191
"5790","Indonesia",45192,1.22948,109.134,0.408088091595929,3.02800933517606,1.79109395571085,4.0484418035504,2.91077933629609,45192
"5791","Australia",45194,-16.6778,123.017,0.26090470852728,2.8907136969608,1.30599656695045,5.36316241230006,4.33107201983724,45194
"5794","Australia",45198,-35.0643,149.233,0.717929106845489,2.74002649822732,1.75361003256805,5.36316241230006,4.33107201983724,45198
"5795","Angola",45200,-9.43566,20.7735,0.198795026109882,2.87895755367068,0.778649949631522,2.44870631990508,2.7855635422284,45200
"5798","Mozambique",45204,-17.0106,38.6156,0.167324082804771,2.9099919640888,0.598669574905024,2.72916478969277,2.50009459561958,45204
"5799","China",45206,46.6353,119.588,0.634030007622034,2.48973672448145,2.03916476733346,6.95136909386879,2.99627669770714,45206
"5800","Pakistan",45207,27.3827,63.8926,0.014051079908076,2.02042541177018,1.69262813718103,5.06566932773143,2.7175806602292,45207
"5802","China",45209,30.5421,114.198,0.705123351207792,2.88849039555028,2.4399316537416,6.95136909386879,2.99627669770714,45209
"5807","Australia",45214,-16.4788,127.673,0.0652822425175127,2.85927414504429,1.71893542912975,5.36316241230006,4.33107201983724,45214
"5808","United States",45216,32.0845,-94.2109,0.663390286794736,2.94028518858383,2.32903154549054,6.47257508985315,4.55253120853509,45216
"5811","United States",45219,40.7776,-101.397,1.01614120171461,2.5415383857713,2.28816348375506,6.47257508985315,4.55253120853509,45219
"5812","Pakistan",45220,27.3827,67.4859,0.211777769612552,2.14540730668051,1.86959142906759,5.06566932773143,2.7175806602292,45220
"5819","Australia",45228,-37.2494,143.843,0.804037606364266,2.38151260429943,1.82771309956739,5.36316241230006,4.33107201983724,45228
"5820","Australia",45229,-35.7995,145.639,0.934857527420669,2.42981954474804,1.79456456065448,5.36316241230006,4.33107201983724,45229
"5822","Central African Republic",45231,5.88412,20.7735,0.294623431267252,2.94671391153976,0.919347248091027,2.20951501454263,2.43334291583504,45231
"5827","India",45237,23.3024,78.2657,0.445231920631127,2.7716946328011,1.42237378879133,5.50520154772776,2.65874601931954,45237
"5829","Argentina",45239,-42.1049,-69.9564,0.0509125569108938,2.2621331348333,1.4623668036524,5.78923793550226,3.80950249718057,45239
"5831","China",45241,37.2755,102.52,0.684616988963332,2.57512596348887,2.19410107604144,6.95136909386879,2.99627669770714,45241
"5832","Tanzania",45242,-4.95121,30.6549,0.47595208454207,2.85732531555392,0.986292542848901,1.7481880270062,2.58899405288781,45242
"5834","Papua New Guinea",45245,-4.95121,143.843,0.814913195241665,2.96361779657144,1.27897215013821,2.8668778143375,2.79622643974621,45245
"5835","Bolivia",45246,-13.8618,-66.3631,0.24996177565317,2.94434164454587,0.566727327038434,4.4215710245264,2.98847132047518,45246
"5837","Argentina",45248,-50.7725,-71.753,0.111850360451187,2.59176003468815,1.02337099029019,5.78923793550226,3.80950249718057,45248
"5841","India",45252,25.7674,77.3673,0.328397295583096,2.69282332252726,1.73617198787653,5.50520154772776,2.65874601931954,45252
"5844","Myanmar",45255,26.5779,96.232,0.367859826389429,2.87969307782276,1.34148350884812,3.59228781595213,2.23757342070395,45255
"5846","Congo DRC",45258,-2.24386,19.8752,0.00693196521290465,2.96907600139235,1.09518452566004,0,2.26709515600535,45258
"5847","China",45259,35.826,105.215,0.563643402048092,2.67057714802802,2.29892424249635,6.95136909386879,2.99627669770714,45259
"5848","Australia",45260,-24.0996,147.436,0.502089503463102,2.65465775464952,1.62953808721944,5.36316241230006,4.33107201983724,45260
"5849","Argentina",45261,-42.1049,-71.753,0.688838025316438,2.75718582670388,2.15571835441169,5.78923793550226,3.80950249718057,45261
"5851","Angola",45263,-15.6102,14.4853,0.0342638543589502,2.80845212709445,0.811462893829427,2.44870631990508,2.7855635422284,45263
"5853","Angola",45266,-11.2146,19.8752,0.168779097579198,2.9019866937693,0.760371417795006,2.44870631990508,2.7855635422284,45266
"5854","Argentina",45267,-25.7378,-59.1766,0.438191941447549,2.92688730060345,1.53074678371774,5.78923793550226,3.80950249718057,45267
"5856","Canada",45269,54.0851,-101.397,0.155461488538641,2.5427624618902,1.80570934116335,5.43420630841758,4.37324138608759,45269
"5861","Mozambique",45274,-12.1,37.8415,0.0811647750199907,2.83084442905494,0.599221755942827,2.72916478969277,2.50009459561958,45274
"5862","Colombia",45276,8.37844,-77.2398,0.334918667995292,3.01905938998668,1.8227155850861,5.6784582838221,3.39165397941092,45276
"5863","Colombia",45276,8.37844,-77.2398,0.334918667995292,3.01905938998668,1.8227155850861,5.6784582838221,3.39165397941092,45276
"5866","China",45279,46.013,86.3505,0.0287865821199643,1.80065162812724,1.85396456086878,6.95136909386879,2.99627669770714,45279
"5867","Argentina",45280,-27.3536,-53.7867,0.576181791633376,2.98582060771806,2.18552675370007,5.78923793550226,3.80950249718057,45280
"5869","Indonesia",45282,-9.58655,119.628,0.537843493555436,2.99834238546547,1.81039389536802,4.0484418035504,2.91077933629609,45282
"5870","Costa Rica",45283,9.4844,-83.415,0.222512896404553,2.98693959917147,1.843843809197,4.948994569896,3.57794255687113,45283
"5873","United States",45286,31.3165,-95.1092,0.629862937529601,2.94853376099739,2.17182419517639,6.47257508985315,4.55253120853509,45286
"5875","Indonesia",45289,-0.435754,102.52,0.489505184832397,3.00861157652589,1.92332850680812,4.0484418035504,2.91077933629609,45289
"5876","Angola",45290,-18.2042,20.7735,0.196130580342789,2.63918400004209,0.687443949425709,2.44870631990508,2.7855635422284,45290
"5877","Russian Federation",45291,52.47,57.6044,0.394368294234931,2.14392513498489,1.33157059552248,5.32502074550366,3.33487843404016,45291
"5879","Argentina",45293,-32.0567,-65.4648,0.747984164843415,2.61292569807134,1.72362141717501,5.78923793550226,3.80950249718057,45293
"5881","Zambia",45295,-10.3264,29.7566,0.415697363637143,2.85254534204911,1.38400312096331,4.06785166051235,2.58561693011275,45295
"5882","Indonesia",45296,-1.9158,130.173,0.367679283273878,3.03716316633829,1.77509433138708,4.0484418035504,2.91077933629609,45296
"5886","Peru",45301,-7.64738,-74.4479,0.0764453036881798,2.9312974082939,1.80186541058562,4.21937492462626,3.31522015660823,45301
"5889","Ukraine",45304,49.6405,25.2651,0.671837700653951,2.60462456505597,1.52060460843037,5.28195781643865,2.91918067636586,45304
"5892","Peru",45309,-9.07672,-78.5556,0.429267676130849,2.27733629629574,1.75034448810944,4.21937492462626,3.31522015660823,45309
"5896","Turkey",45314,40.0912,35.1465,0.538077264549903,2.67413912146959,2.09344464577458,5.33782451404581,3.5953428256262,45314
"5900","Russian Federation",45319,59.0367,64.7909,0.201326179936836,2.26083771514877,1.30945684551482,5.32502074550366,3.33487843404016,45319
"5903","Cameroon",45323,3.20733,10.1409,0.0704811045420835,2.96765799556263,1.07473672420708,3.65791593682995,2.86238456188045,45323
"5906","China",45327,38.7095,117.486,0.605029587003924,2.69392052559701,2.28298561041408,6.95136909386879,2.99627669770714,45327
"5909","Japan",45331,35.8291,139.347,0.367468389478269,2.92022274130858,2.60637255830321,5.72928874039045,4.53949600698066,45331
"5910","China",45332,35.826,104.317,0.647354539426059,2.64173372195631,2.27098872612322,6.95136909386879,2.99627669770714,45332
"5911","Peru",45333,-11.2146,-75.3463,0.493817810218128,2.86263709408548,1.87662277821788,4.21937492462626,3.31522015660823,45333
"5913","Russian Federation",45337,61.2746,32.4516,0.134215761254103,2.60163000799584,1.12767017524359,5.32502074550366,3.33487843404016,45337
"5914","New Caledonia",45338,-22.1399,166.508,0.695481679817454,2.99971554738534,0.114190177564432,2.29446622616159,4.16823875110469,45338
"5915","Brazil",45339,-19.9125,-49.2951,0.63108739095763,2.88328956425041,2.15673506952306,5.98977763964001,3.58078294659351,45339
"5917","Peru",45341,-15.6102,-69.9564,0.309264469964896,2.73865553175512,1.67325582815288,4.21937492462626,3.31522015660823,45341
"5918","Indonesia",45342,-1.29134,123.144,0.441666877936048,2.98929881815361,1.6700595369727,4.0484418035504,2.91077933629609,45342
"5920","Indonesia",45344,-4.92689,105.769,0.633697727887455,3.01033782258384,1.95221582116534,4.0484418035504,2.91077933629609,45344
"5928","Japan",45354,33.4937,130.458,0.516163959442393,2.9467533640761,2.58130905495756,5.72928874039045,4.53949600698066,45354
"5931","South Africa",45357,-34.0042,23.3633,0.545892189013146,2.33205353234454,1.70105383534326,5.25389021628127,3.49225402986176,45357
"5940","Moldova",45369,45.3835,27.96,0.624281843614691,2.69565623899256,1.70779854565995,0,2.73977001704329,45369
"5941","Congo",45370,-4.0497,13.587,0.0523965157143053,2.86208876589441,1.22723405242561,1.85125834871908,2.93941686176546,45370
"5943","Peru",45372,-2.24386,-74.4479,0.0393565818563727,2.90230243771941,1.80270645881051,4.21937492462626,3.31522015660823,45372
"5944","Turkey",45373,41.457,43.2314,0.506549261625002,2.42590086845748,1.96157898076991,5.33782451404581,3.5953428256262,45373
"5947","Australia",45376,-35.7995,140.249,0.19925507706966,2.28142568988176,1.51892314446733,5.36316241230006,4.33107201983724,45376
"5948","United States",45377,46.6353,-91.5159,0.630055489043656,2.77367327832041,1.93280496248022,6.47257508985315,4.55253120853509,45377
"5952","Canada",45381,46.013,-78.9395,0.652030301315131,2.74255681099268,2.27950784725768,5.43420630841758,4.37324138608759,45381
"5964","Australia",45394,-33.5737,141.148,0.145975962247852,2.12604245711223,1.72813140821176,5.36316241230006,4.33107201983724,45394
"5965","Mozambique",45395,-14.7378,39.6381,0.218395477289228,2.825748650728,0.621254270528583,2.72916478969277,2.50009459561958,45395
"5967","United States",45397,31.3165,-89.7193,0.818051868832314,2.95575502034855,2.37532668893672,6.47257508985315,4.55253120853509,45397
"5969","Tanzania",45399,-6.75027,35.1465,0.260236363971209,2.61172330800734,1.26213304197345,1.7481880270062,2.58899405288781,45399
"5972","Mexico",45403,19.9433,-104.092,0.646360996994755,2.81566865165279,2.45907459802182,5.19781516944518,3.82053390533369,45403
"5980","Zimbabwe",45412,-18.2042,28.8583,0.164617469609256,2.732829176403,1.73238096451479,4.31363525361033,2.75739439046715,45412
"5983","Chile",45415,-43.4363,-72.6183,0.948313782379623,2.77090896746876,2.5273313562683,4.98465330797233,3.69928062050879,45415
"5984","Tanzania",45416,-5.85147,34.2482,0.201097836570068,2.68169339200456,1.46483043970059,1.7481880270062,2.58899405288781,45416
"5986","Myanmar",45418,24.9512,98.0286,0.44213543728855,2.88044097598705,2.4563015594536,3.59228781595213,2.23757342070395,45418
