"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","soybean_HgHa","AET_mean","soybean_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"1215","Indonesia",27652,0.468577,100.724,0.28601012009475,3.01426045206398,1.41559886680016,4.0484418035504,2.91077933629609,27652
"1216","Greece",27655,40.0912,20.7735,0.178329976306477,2.74172360045158,1.83191717656718,4.86861505347097,4.14310934368233,27655
"1219","Australia",27718,-25.7378,147.436,0.392392794395418,2.68945421287626,1.29142569001794,5.36316241230006,4.33107201983724,27718
"1222","Argentina",27746,-35.7995,-63.6682,0.555067172334692,2.83234921625954,1.53778116956438,5.78923793550226,3.80950249718057,27746
"1223","Australia",27748,-38.5209,143.719,0.254261413657794,2.44127421251884,1.40126046425542,5.36316241230006,4.33107201983724,27748
"1225","Peru",27763,-5.85147,-78.0412,0.3769086029126,2.83085206140304,1.40419187390904,4.21937492462626,3.31522015660823,27763
"1227","Germany",27782,47.2505,12.6886,0.218943462661593,2.71376046822155,2.16623983401165,5.36638186074997,4.41865905031594,27782
"1230","China",27867,36.5542,102.52,0.436245718038986,2.60969284729203,2.12614773506329,6.95136909386879,2.99627669770714,27867
"1233","China",27878,28.9746,118.69,0.402822202796536,2.89115068402013,2.30919146475682,6.95136909386879,2.99627669770714,27878
"1234","Argentina",27880,-35.7995,-62.7698,0.557494482785944,2.85975998904365,1.78120062011042,5.78923793550226,3.80950249718057,27880
"1235","Indonesia",27894,-7.1365,128.617,0.201775095358642,2.90575734319622,0.815413466552222,4.0484418035504,2.91077933629609,27894
"1237","United States",27935,32.846,-97.8041,0.0388471543959552,2.79027887931725,1.57898929432668,6.47257508985315,4.55253120853509,27935
"1240","Russian Federation",27981,51.3591,38.7398,0.2878017294825,2.6201856460726,1.18313031335297,5.32502074550366,3.33487843404016,27981
"1246","Argentina",28063,-26.5486,-55.5833,0.527951351812159,3.016157504538,1.47918377783747,5.78923793550226,3.80950249718057,28063
"1254","China",28113,18.5246,109.012,0.308978079497363,2.96352361862614,2.07470152165055,6.95136909386879,2.99627669770714,28113
"1258","Burkina Faso",28168,9.46803,-3.48104,0.210034064417116,2.92477140453222,1.12667558376636,2.68484536164441,2.45136741350565,28168
"1263","Congo DRC",28212,-4.95121,27.0617,0.158683036610909,2.9109069575123,0.595749670897563,0,2.26709515600535,28212
"1271","China",28280,26.5779,115.097,0.305228565210871,2.89914603329471,2.11653807696821,6.95136909386879,2.99627669770714,28280
"1273","United States",28314,44.1032,-84.3294,0.439390270513062,2.77276251961629,1.98627012846381,6.47257508985315,4.55253120853509,28314
"1274","Congo DRC",28317,-7.64738,26.1634,0.209310395684336,2.84469531851338,0.682100413797089,0,2.26709515600535,28317
"1279","Australia",28397,-35.7995,143.843,0.443695877018191,2.29935940616586,1.47392056074471,5.36316241230006,4.33107201983724,28397
"1281","Australia",28436,-35.0643,148.334,0.416789736064273,2.65478656046787,1.43115213688015,5.36316241230006,4.33107201983724,28436
"1282","China",28438,41.457,81.8589,0.168424316123335,1.41912930774198,2.0896121979257,6.95136909386879,2.99627669770714,28438
"1283","Burkina Faso",28442,11.2468,-1.6844,0.255191620357907,2.87432475137319,0.828917947548725,2.68484536164441,2.45136741350565,28442
"1285","Argentina",28453,-24.0996,-64.5665,0.297588179273407,2.770260105713,1.4451354035674,5.78923793550226,3.80950249718057,28453
"1286","Lesotho",28463,-30.5139,27.96,0.205396368467992,2.77780212342235,1.11268516704135,0,2.66393928763576,28463
"1287","Ethiopia",28469,13.0145,36.9432,0.526033986338142,2.80367451738883,0.687249943610547,3.63648789635337,2.09437779351545,28469
"1296","China",28568,45.3835,89.0454,0.0121345567146628,1.60624057024941,2.08891956708309,6.95136909386879,2.99627669770714,28568
"1301","Peru",28643,-7.64738,-73.5496,0.0130607668403073,2.91353318528461,1.52748072319272,4.21937492462626,3.31522015660823,28643
"1305","Bolivia",28682,-15.6102,-61.8715,0.389341731239455,2.90011993055435,1.31786246511086,4.4215710245264,2.98847132047518,28682
"1308","Australia",28718,-24.9215,150.131,0.191966429564033,2.66595770299337,1.28990242051363,5.36316241230006,4.33107201983724,28718
"1314","Zambia",28799,-12.1,31.5533,0.301523173737297,2.82288189500949,1.22627344412684,4.06785166051235,2.58561693011275,28799
"1316","Russian Federation",28825,51.918,109.707,0.106438164538037,2.15230654889217,1.04063294540529,5.32502074550366,3.33487843404016,28825
"1317","Argentina",28848,-28.9459,-63.6682,0.405028030011897,2.74201400130458,0.973640682564774,5.78923793550226,3.80950249718057,28848
"1318","Romania",28852,44.9428,29.4656,0.0629967009500334,2.76120717357957,1.12978690043173,4.8616001175705,3.27944081689166,28852
"1322","Congo",28887,-4.95121,13.587,0.0501749893890724,2.85426084561157,0.514232156147013,1.85125834871908,2.93941686176546,28887
"1324","Burkina Faso",28912,11.2468,-2.58272,0.235158539429632,2.87021573154358,0.833384502853524,2.68484536164441,2.45136741350565,28912
"1331","Congo DRC",29020,-4.95121,22.5701,0.0392546538548146,2.9219433601496,0.650358978247428,0,2.26709515600535,29020
"1346","Tanzania",29153,-4.95121,33.3499,0.0827853731878185,2.784413494176,0.532389138406978,1.7481880270062,2.58899405288781,29153
"1347","Vietnam",29155,13.0161,108.803,0.304677201316004,2.95848993606967,1.94127131391724,5.15992795289598,2.59766308039662,29155
"1353","China",29175,41.457,84.5539,0.339204211873387,1.34616662194676,2.08933932306078,6.95136909386879,2.99627669770714,29175
"1357","Turkey",29243,37.9899,35.1465,0.206372211988648,2.68127893494337,1.24186858645659,5.33782451404581,3.5953428256262,29243
"1358","South Africa",29244,-33.4698,26.1682,0.340011951590023,2.57709496514561,1.1149103770903,5.25389021628127,3.49225402986176,29244
"809","Kazakhstan",22021,47.2505,75.5707,0.00561837681527279,2.49540391076983,0.531935509900503,4.50851625226694,3.17598650936112,22021
"832","Kazakhstan",22404,51.918,75.5707,0.135000062510109,2.14189749957588,0.573448416666337,4.50851625226694,3.17598650936112,22404
"835","Brazil",22451,-4.0497,-53.7867,0.357258703106457,2.92924097449817,1.69299802103714,5.98977763964001,3.58078294659351,22451
"849","Madagascar",22731,-19.9125,45.028,0.225955079865376,2.85334143924898,0.406300774089065,2.94694327069783,2.49680172397732,22731
"863","Brazil",22990,-22.4398,-52.8884,0.527487856518971,2.9407535840833,2.16820711158343,5.98977763964001,3.58078294659351,22990
"909","Brazil",23908,-6.75027,-55.5833,0.096916102468872,2.94965134121913,1.68253688276716,5.98977763964001,3.58078294659351,23908
"920","Congo DRC",23986,2.27666,28.8583,0.00107466295095432,3.01761459448801,0.527859588733526,0,2.26709515600535,23986
"939","United States",24235,44.1032,-87.9227,0.523309063167556,2.79843071358209,2.09558036120119,6.47257508985315,4.55253120853509,24235
"956","Russian Federation",24502,59.9502,70.1808,0.00961274954050567,2.34393584215374,1.06122302240239,5.32502074550366,3.33487843404016,24502
"977","China",24749,37.9899,79.164,0.0095934548462732,1.06137168752134,2.08983280068484,6.95136909386879,2.99627669770714,24749
"982","Brazil",24780,-19.9125,-51.0917,0.446296170851564,2.89741434220203,2.02551203327126,5.98977763964001,3.58078294659351,24780
"1004","Brazil",25180,-8.54258,-45.7019,0.512123048229555,2.91227900698455,1.82835724442747,5.98977763964001,3.58078294659351,25180
"1049","Colombia",25906,2.27666,-71.753,0.04016630797294,2.98545320630874,1.43196608751092,5.6784582838221,3.39165397941092,25906
"1085","China",26314,35.826,86.3505,0.127181467260055,2.07102677271814,0.23554684924134,6.95136909386879,2.99627669770714,26314
"1093","South Africa",26417,-34.7343,19.8563,0.300372149335071,2.32418443158719,1.03245000385543,5.25389021628127,3.49225402986176,26417
"1128","Brazil",26787,-4.95121,-39.4136,0.243727424449598,2.74475618840191,1.76358705578441,5.98977763964001,3.58078294659351,26787
"1129","Thailand",26792,13.0214,101.038,0.374888653602238,2.99162420743859,1.33538847321747,5.32023770690539,3.32253163472896,26792
"1132","Sri Lanka",26834,8.55107,80.1944,0.270647362276963,2.90177607016384,1.92435307707564,4.07044424997295,2.93780053225296,26834
"1140","Brazil",26902,-14.7378,-55.5833,0.529079625354682,2.92797953926058,2.05154274655199,5.98977763964001,3.58078294659351,26902
"1146","China",26976,48.4596,131.266,0.050915271487799,2.64143279434278,2.1893879968028,6.95136909386879,2.99627669770714,26976
"1147","Afghanistan",27004,30.5421,61.1977,0.0496877848816312,1.61019104613131,1.57555282887653,0,2.26964184190232,27004
"1168","Kazakhstan",27241,46.6353,74.6724,0.00499769012370791,2.49371109161687,0.489312727930317,4.50851625226694,3.17598650936112,27241
"1178","Argentina",27357,-23.2723,-60.9732,0.173539272486785,2.71310786182327,1.10253177037807,5.78923793550226,3.80950249718057,27357
"1212","Brazil",27617,-19.9125,-54.685,0.513867044720153,2.94746727420222,2.1343182584032,5.98977763964001,3.58078294659351,27617
"1247","Brazil",28073,-11.2146,-62.7698,0.0268692343418065,2.92117224986082,1.67490677194796,5.98977763964001,3.58078294659351,28073
"1303","Madagascar",28672,-15.0968,47.2011,0.199079764458999,2.88621534300954,0.339429734586643,2.94694327069783,2.49680172397732,28672
"1320","South Africa",28866,-33.5737,18.9768,0.464021994386299,2.21785979395755,1.10159143566878,5.25389021628127,3.49225402986176,28866
"1321","Colombia",28871,10.3587,-72.6513,0.458173634175306,2.96983592437488,1.60590073989281,5.6784582838221,3.39165397941092,28871
"1328","Indonesia",28967,-3.14718,115.097,0.287183838227243,2.99984228112302,1.14695733865254,4.0484418035504,2.91077933629609,28967
"1349","Brazil",29168,-4.95121,-48.3968,0.0800902109545644,2.95033587262675,1.68249626629805,5.98977763964001,3.58078294659351,29168
"1356","Brazil",29218,-19.0606,-54.685,0.548913569849986,2.94381679599392,2.12644989596518,5.98977763964001,3.58078294659351,29218
"1365","Russian Federation",29309,53.5535,128.571,0.0756338462678135,2.64091305603164,1.04470840832527,5.32502074550366,3.33487843404016,29309
"1366","Russian Federation",29330,54.0851,130.368,0.0724671409139783,2.61878873047189,1.04279977924049,5.32502074550366,3.33487843404016,29330
"1373","Pakistan",29378,25.7918,66.607,0.283423952935194,2.01286232198459,1.92535860272167,5.06566932773143,2.7175806602292,29378
"1377","Cameroon",29425,13.0145,14.4853,0.0439508601366161,2.51958972564471,0.988415453556559,3.65791593682995,2.86238456188045,29425
"1378","Bolivia",29447,-14.7378,-61.8715,0.0903700233213652,2.93033945663003,1.43988221400686,4.4215710245264,2.98847132047518,29447
"1379","Australia",29453,-32.8185,142.046,0.0149723798229495,2.19595727780401,1.32828922918038,5.36316241230006,4.33107201983724,29453
"1380","Nepal",29457,29.7614,83.6555,0.0190312086038147,2.64290299797484,0.844800836496116,2.89376176205794,2.36517910349145,29457
"1381","Argentina",29468,-30.5139,-59.1766,0.476761003561101,2.91327127601588,1.67278820144777,5.78923793550226,3.80950249718057,29468
"1383","China",29474,19.633,109.158,0.243399194269731,2.93482897599514,1.949819308365,6.95136909386879,2.99627669770714,29474
"1384","Ethiopia",29476,11.2468,40.5364,0.571832303620726,2.63453724480798,0.647643575606426,3.63648789635337,2.09437779351545,29476
"1385","Canada",29490,56.6424,-110.381,0.0260501589195517,2.35921416579121,1.5732186995485,5.43420630841758,4.37324138608759,29490
"1386","China",29495,24.9512,112.402,0.393764850630959,2.89514783488177,2.04748575436721,6.95136909386879,2.99627669770714,29495
"1390","India",29522,32.0845,76.469,0.434057962377532,2.73898571305387,1.75444973882062,5.50520154772776,2.65874601931954,29522
"1391","Germany",29531,47.8586,11.7903,0.411632161619684,2.71986130081765,2.00550727810709,5.36638186074997,4.41865905031594,29531
"1392","Argentina",29533,-28.1528,-56.4816,0.330221060113233,3.00729299148626,1.09862572627363,5.78923793550226,3.80950249718057,29533
"1399","Russian Federation",29610,54.6099,58.5027,0.122059769371177,2.277459130578,1.11196868458456,5.32502074550366,3.33487843404016,29610
"1400","Russian Federation",29610,54.6099,58.5027,0.122059769371177,2.277459130578,1.11196868458456,5.32502074550366,3.33487843404016,29610
"1408","Mexico",29675,27.3836,-109.481,0.0221206649908696,2.41364895957521,1.20514598965552,5.19781516944518,3.82053390533369,29675
"1418","Brazil",29805,-17.3436,-47.4985,0.538249666315836,2.89050085965997,2.06534713650016,5.98977763964001,3.58078294659351,29805
"1420","Indonesia",29845,-7.74076,126.51,0.304016729451637,2.81018849726206,0.963501415364573,4.0484418035504,2.91077933629609,29845
"1425","China",29892,42.1292,117.792,0.319322635760771,2.54475070883731,2.09286909645383,6.95136909386879,2.99627669770714,29892
"1430","Brazil",29908,-13.8618,-48.3968,0.455043379856726,2.9152113311362,2.11923175523263,5.98977763964001,3.58078294659351,29908
"1437","Brazil",29981,-26.5486,-51.0917,0.511355794076295,2.91418569338872,2.11609804979261,5.98977763964001,3.58078294659351,29981
"1443","Ethiopia",30034,5.88412,38.7398,0.624110132036637,2.84191226735502,0.636100795988759,3.63648789635337,2.09437779351545,30034
"1446","South Africa",30069,-27.3536,28.8583,0.366802218134806,2.71371799108263,1.19182373290581,5.25389021628127,3.49225402986176,30069
"1449","Italy",30084,42.2452,11.936,0.498226992732063,2.56860676486398,2.25473542086795,5.76804136889562,4.34930177402526,30084
"1450","India",30087,14.7875,74.6955,0.302319040413863,2.91248618023191,1.92094142054482,5.50520154772776,2.65874601931954,30087
"1451","China",30088,37.2755,94.4353,0.0233505925123114,2.2964627752495,1.96673574733345,6.95136909386879,2.99627669770714,30088
"1452","India",30101,26.5779,87.2488,0.151347129033117,2.86465938035364,1.30874514979934,5.50520154772776,2.65874601931954,30101
"1459","Indonesia",30222,1.37278,100.724,0.278851978310229,3.02812686496342,1.17808822562619,4.0484418035504,2.91077933629609,30222
"1465","Kazakhstan",30273,49.0536,76.469,0.130836133480927,2.41466004185029,0.548900115020964,4.50851625226694,3.17598650936112,30273
"1468","Russian Federation",30304,55.1279,39.6381,0.237388126028658,2.56447583912752,1.17631166720938,5.32502074550366,3.33487843404016,30304
"1473","India",30327,33.601,74.6724,0.383077739856737,2.62426367444738,1.78711028167143,5.50520154772776,2.65874601931954,30327
"1474","Argentina",30346,-27.3536,-62.7698,0.53017513975716,2.74066339541148,1.69538001376582,5.78923793550226,3.80950249718057,30346
"1480","Peru",30426,-14.7378,-70.8547,0.395908554141623,2.75096043479073,1.40956011766369,4.21937492462626,3.31522015660823,30426
"1482","Canada",30439,51.918,-106.787,0.492696923771986,2.38244589065203,1.68988403824671,5.43420630841758,4.37324138608759,30439
"1485","Brazil",30446,-17.3436,-48.3968,0.5558265685548,2.90367285577632,2.13602874958311,5.98977763964001,3.58078294659351,30446
"1490","China",30493,30.5421,98.0286,0.595745718571765,2.46594907643554,1.96976299267092,6.95136909386879,2.99627669770714,30493
"1491","United States",30495,31.3165,-85.2277,0.359854130430783,2.98137360424317,2.03847656355564,6.47257508985315,4.55253120853509,30495
"1496","Indonesia",30575,-4.01963,119.8,0.352976354752248,2.98188599208315,1.93319296972738,4.0484418035504,2.91077933629609,30575
"1499","China",30583,35.0911,89.9438,0.190371646381849,2.36947539329118,1.69235731094308,6.95136909386879,2.99627669770714,30583
"1505","Brazil",30650,-18.2042,-48.3968,0.531924952704117,2.90575252584978,2.13101816378475,5.98977763964001,3.58078294659351,30650
"1511","Nigeria",30710,10.3587,4.6038,0.184288527253157,2.89151920571499,0.820216008501299,0,2.77291888787602,30710
"1512","Ecuador",30729,-3.14718,-77.1429,0.178844938236584,2.9133459730657,1.38488962647591,5.00241662707248,3.30639568540983,30729
"1513","South Africa",30737,-26.5486,24.3667,0.425593437991025,2.5227701580859,1.15020043577084,5.25389021628127,3.49225402986176,30737
"1514","China",30746,34.3494,104.317,0.468428487001878,2.66093884766037,2.10839795633018,6.95136909386879,2.99627669770714,30746
"1520","Brazil",30786,-32.7993,-52.9197,0.114682005586061,2.91941900303521,1.89703984467196,5.98977763964001,3.58078294659351,30786
"1522","Kazakhstan",30806,46.013,79.164,0.159178540260557,2.22065279451113,0.520397122076518,4.50851625226694,3.17598650936112,30806
"1525","India",30838,23.3024,81.8589,0.173007828832697,2.80082136906931,1.6902263170394,5.50520154772776,2.65874601931954,30838
"1526","Argentina",30850,-28.9459,-61.8715,0.544515596587689,2.82670325680744,1.56495774980623,5.78923793550226,3.80950249718057,30850
"1539","Australia",30991,-32.0567,149.233,0.488531911001228,2.68208326636309,1.44291949092413,5.36316241230006,4.33107201983724,30991
"1541","Morocco",30993,32.7445,-8.73075,0.261659299326661,2.38508823837593,1.49885867811271,4.97335418216401,3.16095306782485,30993
"1542","Kazakhstan",30994,50.7932,51.3162,0.316269962130864,2.04917185781532,0.710583595293614,4.50851625226694,3.17598650936112,30994
"1543","Ukraine",30997,44.9558,34.9799,0.259146696890119,2.60995629749074,1.11842085582982,5.28195781643865,2.91918067636586,30997
"1545","Russian Federation",31025,60.8392,64.7909,0.0578274101666289,2.33603065976166,1.03676843630802,5.32502074550366,3.33487843404016,31025
"1546","Philippines",31040,6.78381,124.973,0.4178282128723,2.99985521105435,0.956203454432612,5.07753141635459,3.02038699518645,31040
"1551","Madagascar",31116,-20.7597,45.9263,0.305937338805577,2.8404869661422,0.396226681497627,2.94694327069783,2.49680172397732,31116
"1561","Russian Federation",31184,52.47,37.8415,0.2878017294825,2.56933906878644,1.18843308396312,5.32502074550366,3.33487843404016,31184
"1562","Australia",31189,-26.5561,152.746,0.0547664238072352,2.88601373313931,1.18658270130008,5.36316241230006,4.33107201983724,31189
"1563","Morocco",31208,33.5488,-7.02972,0.27769734651477,2.45137518482687,1.5071732728213,4.97335418216401,3.16095306782485,31208
"1567","China",31243,32.846,110.605,0.514332198933944,2.82206100309553,2.22368669945061,6.95136909386879,2.99627669770714,31243
"1570","United States",31272,42.1292,-90.6176,0.63369592429204,2.84215029299398,2.20270081978888,6.47257508985315,4.55253120853509,31272
"1574","United States",31288,42.7943,-98.7025,0.545775406401138,2.70388221851663,1.91863699183805,6.47257508985315,4.55253120853509,31288
"1577","China",31301,48.4596,117.792,0.219052801465484,2.42487191812205,1.87021333040521,6.95136909386879,2.99627669770714,31301
"1581","China",31320,40.0912,107.91,0.375611669966024,2.53172975005417,1.97185591770044,6.95136909386879,2.99627669770714,31320
"1582","South Africa",31336,-32.8185,20.7735,0.382445382974684,2.14476874041551,1.1067554320186,5.25389021628127,3.49225402986176,31336
"1585","Indonesia",31341,-3.92337,102.662,0.250721449795578,2.97465421916565,1.29697099631338,4.0484418035504,2.91077933629609,31341
"1586","China",31375,45.3835,90.8421,0.08250249938663,1.36858569999625,2.02253257781004,6.95136909386879,2.99627669770714,31375
"1589","Indonesia",31417,-4.04025,135.764,0.271345504609605,3.02525220937398,1.08669279547972,4.0484418035504,2.91077933629609,31417
"1601","Laos",31580,21.6327,101.622,0.143322580959882,2.95138956441353,1.88935521465659,1.17609125905568,2.5001937426211,31580
"1605","Australia",31634,-32.0567,150.131,0.340364581297549,2.71128739104102,1.44310551315555,5.36316241230006,4.33107201983724,31634
"1610","Indonesia",31670,-2.40741,139.292,0.320823441630529,3.04502244594484,1.0675395684973,4.0484418035504,2.91077933629609,31670
"1611","Congo DRC",31693,-10.3264,23.4684,0.190900925154778,2.85782589571924,0.677129125692284,0,2.26709515600535,31693
"1612","China",31696,39.3978,107.012,0.375974976128631,2.50768724638527,2.00461705301851,6.95136909386879,2.99627669770714,31696
"1613","Indonesia",31701,-8.14896,139.256,0.109644111985573,3.00566685975418,0.881427963701101,4.0484418035504,2.91077933629609,31701
"1619","Mexico",31733,25.7674,-99.6008,0.251821675128382,2.64018851947962,1.48794022343756,5.19781516944518,3.82053390533369,31733
"1622","Russian Federation",31750,59.0367,73.7741,0.0327530301508081,2.38894444900279,1.05947281886369,5.32502074550366,3.33487843404016,31750
"1623","Indonesia",31754,-6.15387,107.032,0.323929802530098,2.98441076790199,1.08407627704941,4.0484418035504,2.91077933629609,31754
"1624","France",31757,47.2505,7.29875,0.555205658848678,2.74469337044799,2.05936614131104,5.83682522770016,4.39150652613484,31757
"1627","Ethiopia",31772,6.78286,40.5364,0.650411894774064,2.8078409429989,0.618127194731062,3.63648789635337,2.09437779351545,31772
"1631","United States",31788,44.1032,-98.7025,0.460780154797327,2.68300949384035,1.91470613979231,6.47257508985315,4.55253120853509,31788
"1634","China",31820,41.457,124.978,0.445140144801486,2.72532813835639,2.30163196405446,6.95136909386879,2.99627669770714,31820
"1643","Congo DRC",31892,-11.2146,26.1634,0.22142932077124,2.77429750383944,0.662750910010905,0,2.26709515600535,31892
"1644","China",31900,24.1295,111.503,0.383731473360627,2.93552675850866,2.1072325669626,6.95136909386879,2.99627669770714,31900
"1647","Canada",31921,46.013,-71.753,0.543537814654238,2.77176678147105,2.14126069812782,5.43420630841758,4.37324138608759,31921
"1652","Japan",31974,33.4012,129.715,0.286138363483405,2.95660858709613,2.15790878509289,5.72928874039045,4.53949600698066,31974
"1653","Brazil",31984,-28.1528,-51.9901,0.55337693930772,2.93495511002621,2.13465913356415,5.98977763964001,3.58078294659351,31984
"1659","China",32027,26.5779,103.418,0.397648394092486,2.74106714132927,2.14266544389621,6.95136909386879,2.99627669770714,32027
"1662","United States",32034,36.5542,-82.5328,0.199122788701055,2.89998488798308,1.81639303009845,6.47257508985315,4.55253120853509,32034
"1668","South Africa",32123,-32.8185,21.6718,0.225215266441791,2.20631176587577,1.10921335961718,5.25389021628127,3.49225402986176,32123
"1677","Tajikistan",32249,40.7776,69.2825,0.00709227789375512,2.53515466886908,0.551902226655684,3.56726169235387,2.26751551150824,32249
"1685","United States",32287,37.2755,-92.4142,0.228218423081031,2.90354214160284,1.8107493217931,6.47257508985315,4.55253120853509,32287
"1700","Brazil",32389,-22.4398,-57.38,0.479779252861899,2.95295812208927,1.64413585911715,5.98977763964001,3.58078294659351,32389
"1702","Tanzania",32438,-8.58478,39.2883,0.0737707058795212,2.85129475685192,0.41807216242874,1.7481880270062,2.58899405288781,32438
"1704","China",32448,37.2755,116.893,0.502999443563514,2.70575429031645,2.43061962385527,6.95136909386879,2.99627669770714,32448
"1706","United States",32464,39.3978,-90.6176,0.580226137378473,2.87855769799219,2.09102912061427,6.47257508985315,4.55253120853509,32464
"1709","Bolivia",32513,-19.0606,-58.2783,0.464836742706101,2.89932534229588,1.36634361343616,4.4215710245264,2.98847132047518,32513
"1719","Australia",32586,-14.7378,142.944,0.431715315596661,2.9355522475866,1.28465076703318,5.36316241230006,4.33107201983724,32586
"1724","China",32606,44.1032,118.69,0.360553375220818,2.57178506091548,2.02048984420645,6.95136909386879,2.99627669770714,32606
"1728","Kazakhstan",32634,44.7469,68.3842,0.309984838387813,2.430443648341,0.541539674547186,4.50851625226694,3.17598650936112,32634
"1730","Canada",32640,46.013,-73.5496,0.519222344385684,2.76017108287294,2.05374116559165,5.43420630841758,4.37324138608759,32640
"1735","Bolivia",32674,-18.2042,-64.5665,0.440689918914832,2.75089392038213,1.44183205896284,4.4215710245264,2.98847132047518,32674
"1737","Brazil",32721,-19.0606,-46.6002,0.518294966178868,2.8774227702612,2.12008843060645,5.98977763964001,3.58078294659351,32721
"1747","Canada",32839,45.3835,-71.753,0.49541956985424,2.78297356888141,2.04355908005049,5.43420630841758,4.37324138608759,32839
"1756","Ethiopia",32871,11.2468,39.6381,0.653212513775344,2.7375499572585,0.664000784052776,3.63648789635337,2.09437779351545,32871
"1763","China",32920,46.6353,87.2488,0.152703989727688,2.12668982885127,2.05196507765937,6.95136909386879,2.99627669770714,32920
"1766","United States",32937,32.846,-88.821,0.432667522225272,2.9438991671508,2.18791723196793,6.47257508985315,4.55253120853509,32937
"1770","Greece",32950,41.457,27.0617,0.00982834440728006,2.68152119811675,0.963120311085025,4.86861505347097,4.14310934368233,32950
"1771","Greece",32950,41.457,27.0617,0.00982834440728006,2.68152119811675,0.963120311085025,4.86861505347097,4.14310934368233,32950
"1772","Mozambique",32951,-19.0606,32.4516,0.386683169359973,2.82007238152044,0.898451474645024,2.72916478969277,2.50009459561958,32951
"1779","Russian Federation",32991,59.4966,70.1808,0.0221074694722285,2.33084843005233,1.06161608718463,5.32502074550366,3.33487843404016,32991
"1786","Russian Federation",33050,50.7932,47.7229,0.2878017294825,2.23435455533291,1.12570480735748,5.32502074550366,3.33487843404016,33050
"1788","Malawi",33066,-10.3264,34.2482,0.0221822598233595,2.8238971078851,0.451890998744989,3.01367969729119,2.32172481869042,33066
"1789","Panama",33084,9.24247,-79.7335,0.212187600140944,3.017629488125,1.52251643633029,4.18610837981321,3.60677818868824,33084
"1791","China",33090,37.9899,98.0286,0.405891695600443,2.29530524019428,1.89262668417707,6.95136909386879,2.99627669770714,33090
"1797","South Africa",33103,-32.0567,23.4684,0.413812722486017,2.29144417624885,1.12184566786756,5.25389021628127,3.49225402986176,33103
"1800","Tanzania",33152,-5.85147,32.4516,0.103705829865074,2.81966729713392,0.555662501974265,1.7481880270062,2.58899405288781,33152
"1803","Madagascar",33170,-21.5989,47.7191,0.272377229634326,2.92453771777549,0.3440948851314,2.94694327069783,2.49680172397732,33170
"1805","Argentina",33177,-24.9215,-59.1766,0.440182990590904,2.88344511262695,1.04161263711293,5.78923793550226,3.80950249718057,33177
"1809","Brazil",33221,-23.2723,-46.6002,0.163821248298416,2.86015612106281,1.95404631457956,5.98977763964001,3.58078294659351,33221
"1814","Congo DRC",33266,-7.64738,25.2651,0.221998062357602,2.83991553331448,0.699088209112654,0,2.26709515600535,33266
"1817","China",33282,37.2755,115.097,0.478299261831116,2.68251306680133,2.36024222801354,6.95136909386879,2.99627669770714,33282
"1827","Madagascar",33395,-14.7378,49.5196,0.237418063336852,2.95128112904064,0.31193040845521,2.94694327069783,2.49680172397732,33395
"1829","Russian Federation",33405,56.1441,49.5196,0.2878017294825,2.30836111595489,1.12344322360203,5.32502074550366,3.33487843404016,33405
"1832","Bolivia",33413,-20.7597,-61.8715,0.054276857894045,2.5525740710591,1.11942678221041,4.4215710245264,2.98847132047518,33413
"1833","Zambia",33415,-14.7378,28.8583,0.372048590240395,2.80640005448384,1.23521644526962,4.06785166051235,2.58561693011275,33415
"1839","Vietnam",33468,11.452,108.674,0.192670610553762,2.87802911875679,1.68671994152697,5.15992795289598,2.59766308039662,33468
"1842","Myanmar",33502,27.3827,98.9269,0.31308340632084,2.81896190128551,1.9563309655135,3.59228781595213,2.23757342070395,33502
"1846","Spain",33556,39.3978,-2.58272,0.510562619954663,2.45453635413798,1.82424082566529,5.40708143378234,4.21334781739129,33556
"1852","Panama",33595,8.52059,-81.6501,0.196653414179908,3.026855774067,1.52397584790049,4.18610837981321,3.60677818868824,33595
"1857","Ethiopia",33610,8.57503,40.5364,0.653212513775344,2.74996394591372,0.639903585350019,3.63648789635337,2.09437779351545,33610
"1861","Australia",33636,-35.0643,144.741,0.42775010228453,2.36038827116269,1.4389436604127,5.36316241230006,4.33107201983724,33636
"1862","Peru",33638,-13.8618,-72.6513,0.399411478986568,2.77937098915924,1.4076949134751,4.21937492462626,3.31522015660823,33638
"1864","Bolivia",33653,-19.9125,-63.6682,0.372859138385344,2.68302022116829,1.19264554210835,4.4215710245264,2.98847132047518,33653
"1881","Canada",33816,46.6353,-82.5328,0.00686801584815676,2.72799607141302,1.65391458177526,5.43420630841758,4.37324138608759,33816
"1882","Myanmar",33823,19.9433,94.4353,0.172614507571922,2.872679913992,0.548678742706665,3.59228781595213,2.23757342070395,33823
"1883","Bolivia",33830,-15.6102,-60.9732,0.463649463144728,2.93108235631532,1.13370837532883,4.4215710245264,2.98847132047518,33830
"1888","India",33903,24.1295,83.6555,0.161191024125052,2.78164212883694,1.70023115112855,5.50520154772776,2.65874601931954,33903
"1891","Colombia",33924,3.17995,-75.3463,0.614709800089177,2.94084246288499,1.56668095813452,5.6784582838221,3.39165397941092,33924
"1893","China",33929,29.7614,92.6387,0.479368209577366,2.44025294881355,1.96929500821259,6.95136909386879,2.99627669770714,33929
