"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","wheat_HgHa","AET_mean","wheat_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"587","Yemen",18742,15.6384,43.2412,0.183637376069807,1.97118469830044,1.64989071643826,3.93495270781786,2.70832088674834,18742
"591","India",18830,24.1295,92.6387,0.363048143648186,2.91034325724433,2.0228572620835,5.50520154772776,2.65874601931954,18830
"593","Australia",18892,-18.2042,124.08,0.11123095153892,2.74036503957377,1.71609750559106,5.36316241230006,4.33107201983724,18892
"594","Brazil",18903,-28.1528,-53.7867,0.40087076404182,2.97978405757772,2.01529318252076,5.98977763964001,3.58078294659351,18903
"598","Germany",18964,49.6405,10.892,0.806917055477415,2.71082227431469,2.31872931847557,5.36638186074997,4.41865905031594,18964
"599","Mexico",18973,22.4701,-99.6008,0.0559365802669429,2.74964430988848,1.52958005158705,5.19781516944518,3.82053390533369,18973
"601","Mexico",19001,18.2354,-96.9058,0.214518328294931,2.86058574762227,1.82846180115913,5.19781516944518,3.82053390533369,19001
"602","Afghanistan",19008,30.5421,65.6892,0.0093736265771151,1.94271652703461,0.608129217828479,0,2.26964184190232,19008
"603","United States",19029,46.6353,-109.482,0.479666982554496,2.31513907592789,1.94026610650054,6.47257508985315,4.55253120853509,19029
"604","China",19044,37.2755,82.7572,0.333924938185019,1.51355052034634,2.32716722678724,6.95136909386879,2.99627669770714,19044
"608","Chile",19099,-41.4083,-73.4725,0.618776857498535,2.68275732613644,2.34534970213552,4.98465330797233,3.69928062050879,19099
"610","Ethiopia",19156,8.57503,36.0448,0.056491048958153,2.89842805616084,1.15237234196345,3.63648789635337,2.09437779351545,19156
"612","Congo DRC",19175,-7.64738,28.8583,0.245939436899112,2.83355119947729,0.640648744068276,0,2.26709515600535,19175
"617","France",19220,47.2505,1.90886,0.890708493375282,2.7557523869438,2.25119218929329,5.83682522770016,4.39150652613484,19220
"620","Peru",19282,-3.14718,-70.8547,0.0523839562470423,2.9271778139417,1.79931561740832,4.21937492462626,3.31522015660823,19282
"623","Canada",19311,43.4523,-81.6345,0.602172196354629,2.79862598572544,1.90713071448283,5.43420630841758,4.37324138608759,19311
"626","Argentina",19321,-27.3536,-60.0749,0.336864009079036,2.92373731094093,1.69982952759299,5.78923793550226,3.80950249718057,19321
"631","Argentina",19456,-55.0884,-68.1438,0.278372884502001,2.24163244396806,2.08022642643234,5.78923793550226,3.80950249718057,19456
"633","Brazil",19502,-14.7378,-41.2103,0.126709691059549,2.69811867708303,1.62631924341427,5.98977763964001,3.58078294659351,19502
"639","South Africa",19559,-28.1528,23.4684,0.16858823333776,2.48625754308007,1.65282305248831,5.25389021628127,3.49225402986176,19559
"640","Russian Federation",19566,62.1276,51.3162,0.00841197673978241,2.53839567339147,1.29342252807483,5.32502074550366,3.33487843404016,19566
"643","Turkey",19602,40.7746,31.5566,0.383696743779339,2.61863323992852,2.3149017799072,5.33782451404581,3.5953428256262,19602
"644","Tanzania",19611,-8.54258,32.4516,0.187438419028414,2.78511789102511,0.722258106681246,1.7481880270062,2.58899405288781,19611
"645","Germany",19616,52.47,9.09538,0.982161332497822,2.5820092216603,2.46429713262902,5.36638186074997,4.41865905031594,19616
"650","Canada",19676,50.2203,-79.8378,0.403471461802771,2.66466435665575,1.70574287868346,5.43420630841758,4.37324138608759,19676
"651","Burkina Faso",19696,13.0145,1.90886,0.415090653607497,2.72577555378265,0.566970729707743,2.68484536164441,2.45136741350565,19696
"653","Sudan",19723,12.1321,23.4684,0.331649980050671,2.68612000907465,1.14227312250672,3.72320931040511,2.58970408801578,19723
"655","Bolivia",19739,-17.3436,-65.4648,0.230303872180405,2.91155708245991,0.552344913192546,4.4215710245264,2.98847132047518,19739
"659","Russian Federation",19788,59.0367,76.469,0.0317348312541496,2.34268111257339,1.28472257100062,5.32502074550366,3.33487843404016,19788
"661","Argentina",19790,-32.0567,-60.9732,0.464466579742737,2.87777914538854,1.84087403988503,5.78923793550226,3.80950249718057,19790
"666","Central African Republic",19825,7.6799,18.9768,0.0161405643317768,2.87695286775468,0.723006235150983,2.20951501454263,2.43334291583504,19825
"668","United States",19833,42.1292,-118.465,0.657304924399275,2.11828638272048,1.78670305536863,6.47257508985315,4.55253120853509,19833
"670","Chad",19840,13.8937,13.587,0.0769825129504033,2.40105675234758,0.753660039536983,2.46982201597816,2.33187050378788,19840
"678","Australia",19998,-35.7995,142.046,0.447272224764163,2.25228943426414,1.87278827345076,5.36316241230006,4.33107201983724,19998
"679","Australia",19999,-27.3536,115.097,0.00476299650514252,2.2225151901322,1.65180248322528,5.36316241230006,4.33107201983724,19999
"682","Russian Federation",20018,56.1441,44.1297,0.437972789124102,2.48744982140391,1.46456414906245,5.32502074550366,3.33487843404016,20018
"684","Argentina",20034,-37.8718,-57.6456,0.498825098072518,2.83495404684466,1.80505985186239,5.78923793550226,3.80950249718057,20034
"686","India",20095,33.601,75.5707,0.311667695686305,2.71598842945565,2.19773695199552,5.50520154772776,2.65874601931954,20095
"687","China",20099,37.9899,98.9269,0.651903808383208,2.31740413505855,2.20309490016561,6.95136909386879,2.99627669770714,20099
"689","Estonia",20156,59.0367,25.2651,0.464532126027861,2.61579980278737,2.00033332613409,3.27438879555038,3.67411922620111,20156
"690","Kazakhstan",20166,46.6353,81.8589,0.166441082378833,2.29751951692131,0.786591402271721,4.50851625226694,3.17598650936112,20166
"692","Chile",20204,-42.0927,-72.4761,0.341118616285461,2.71824953272715,2.20063523898346,4.98465330797233,3.69928062050879,20204
"694","Australia",20241,-31.2885,151.029,0.43528942517231,2.75490322847675,2.03025480621613,5.36316241230006,4.33107201983724,20241
"697","Chile",20293,-53.5213,-69.921,0.551737569526352,2.22863558070032,2.26203942653265,4.98465330797233,3.69928062050879,20293
"698","China",20309,28.9746,104.317,0.568693446188374,2.76307351383346,2.41076981961197,6.95136909386879,2.99627669770714,20309
"700","Kazakhstan",20370,51.3591,66.5876,0.252397880735509,2.05815025483202,0.789254157475558,4.50851625226694,3.17598650936112,20370
"701","India",20391,22.4733,89.0456,0.511376719097681,2.95268868137762,2.1212861751065,5.50520154772776,2.65874601931954,20391
"705","Mongolia",20435,48.4596,104.317,0.22293313030208,2.0276650438161,0.694840815831401,2.91009054559407,2.71731170571189,20435
"708","Brazil",20481,-15.6102,-49.2951,0.393941291133202,2.89880351044743,1.90160623123777,5.98977763964001,3.58078294659351,20481
"710","Canada",20505,47.8586,-79.8378,0.387680335881461,2.66866874171092,1.79698972538014,5.43420630841758,4.37324138608759,20505
"713","India",20548,24.9512,75.5707,0.541091650240942,2.675928294435,2.13312688589854,5.50520154772776,2.65874601931954,20548
"719","China",20586,46.013,124.08,0.398011038848066,2.68428953305848,2.26164321650174,6.95136909386879,2.99627669770714,20586
"720","Argentina",20594,-40.0662,-63.6682,0.338942779887125,2.73090238386062,1.90921285367786,5.78923793550226,3.80950249718057,20594
"722","Russian Federation",20600,60.8392,29.7566,0.30291072017045,2.60537560108549,1.30390187498689,5.32502074550366,3.33487843404016,20600
"725","Argentina",20678,-37.9641,-67.2614,0.036688028832576,2.45045989757937,1.97865785906912,5.78923793550226,3.80950249718057,20678
"728","China",20708,37.2755,96.232,0.268320205039387,2.31570801111979,2.17703339546838,6.95136909386879,2.99627669770714,20708
"731","Sudan",20764,13.0145,23.4684,0.340907569435079,2.6337238831664,1.13355658251865,3.72320931040511,2.58970408801578,20764
"732","Mali",20767,15.6418,-11.5659,0.243153426147325,2.54459213114286,0.58199695887034,2.56348108539441,2.49413466181068,20767
"733","Canada",20777,54.0851,-115.77,0.39936219450549,2.62651450497728,1.83249354549892,5.43420630841758,4.37324138608759,20777
"734","Chile",20839,-49.0142,-75.2494,0.373977033413706,2.51541648406345,2.11238080516511,4.98465330797233,3.69928062050879,20839
"737","Brazil",20866,-20.7597,-45.7019,0.0234323009920164,2.8725031256422,1.84958594252194,5.98977763964001,3.58078294659351,20866
"740","Brazil",20898,-27.3536,-50.1934,0.384641077387726,2.88758883668776,1.90271836565614,5.98977763964001,3.58078294659351,20898
"744","Ukraine",20959,50.2203,37.8415,0.594331302578306,2.65960308624919,1.60183422666623,5.28195781643865,2.91918067636586,20959
"746","United States",20996,40.7776,-78.9395,0.647991576732224,2.82784025726846,2.03227478187826,6.47257508985315,4.55253120853509,20996
"747","Kazakhstan",21015,53.0152,62.9943,0.287236113170454,2.00076193167553,0.874069840333343,4.50851625226694,3.17598650936112,21015
"750","United States",21080,38.6973,-81.6345,0.405858274965428,2.84933165096916,1.8468831329758,6.47257508985315,4.55253120853509,21080
"759","Bolivia",21303,-16.4788,-59.1766,0.286221545646968,2.95707398168659,1.44787558479808,4.4215710245264,2.98847132047518,21303
"761","Colombia",21367,5.88412,-72.6513,0.429518454106948,2.91552231900848,2.04233453736982,5.6784582838221,3.39165397941092,21367
"763","China",21400,37.9899,78.2657,0.148151736634571,1.21967183027479,2.2794651112577,6.95136909386879,2.99627669770714,21400
"765","China",21407,33.601,98.0286,0.367975724125752,2.55311693474309,2.20325883904731,6.95136909386879,2.99627669770714,21407
"769","Pakistan",21450,35.826,76.469,0.221059890568748,2.42753633958592,2.27310112260493,5.06566932773143,2.7175806602292,21450
"770","Argentina",21460,-39.3725,-69.0581,0.0101164373583409,2.36291198800784,0.182059701957034,5.78923793550226,3.80950249718057,21460
"771","Australia",21461,-26.5486,146.538,0.0365003355476235,2.63741824656352,1.63370918120473,5.36316241230006,4.33107201983724,21461
"775","Uzbekistan",21520,42.7943,61.1977,0.0226421745555177,1.96971814020042,2.18613025440658,0,2.72897418472011,21520
"776","China",21584,44.1032,115.995,0.502897265609971,2.53455112046114,2.20531108763782,6.95136909386879,2.99627669770714,21584
"777","Russian Federation",21585,52.47,54.0111,0.323851752435373,2.12975892471502,1.43187804766875,5.32502074550366,3.33487843404016,21585
"778","Chile",21591,-23.2723,-68.1597,0.0115264943241838,1.48157911326258,2.00736556937123,4.98465330797233,3.69928062050879,21591
"779","Argentina",21598,-29.733,-60.0749,0.490398531502913,2.90317560953403,1.70354870107216,5.78923793550226,3.80950249718057,21598
"780","India",21602,15.6418,78.2657,0.223242602795046,2.67676163291645,2.132246609896,5.50520154772776,2.65874601931954,21602
"781","Australia",21605,-34.3223,139.351,0.381162369102439,2.28562427497901,1.89013298589821,5.36316241230006,4.33107201983724,21605
"784","Russian Federation",21649,51.3591,108.808,0.0673379108007159,2.06700218073152,1.37419157447639,5.32502074550366,3.33487843404016,21649
"785","Russian Federation",21664,60.8392,43.2314,0.193882996513129,2.58044297312915,1.30953212587708,5.32502074550366,3.33487843404016,21664
"788","Australia",21716,-37.8992,141.194,0.414482330932696,2.4499740120839,1.7806230172649,5.36316241230006,4.33107201983724,21716
"796","Chile",21856,-51.4306,-75.131,0.188515214953362,2.61823493018989,2.01575532772662,4.98465330797233,3.69928062050879,21856
"258","Brazil",13674,-15.6102,-54.685,0.442500649974222,2.90106892437082,1.91531864632307,5.98977763964001,3.58078294659351,13674
"372","Botswana",15571,-21.6022,23.4684,0.18589398630806,2.42490107299669,0.938782191023814,2.07918124604762,3.53572152828684,15571
"451","United States",16880,34.3494,-93.3126,0.289396340140702,2.92564507763432,1.91380428757798,6.47257508985315,4.55253120853509,16880
"463","Namibia",16982,-26.5486,18.9768,0.386188781209312,2.19290912092547,0.458279109310668,2.59439255037543,3.33590723556634,16982
"480","Malaysia",17174,5.73767,102.385,0.00672686407704405,3.03543212059346,1.57570199542591,5.44066196744929,3.60183553935009,17174
"503","Botswana",17517,-23.2723,23.4684,0.103506948574164,2.44601632436238,0.936456939932526,2.07918124604762,3.53572152828684,17517
"543","United States",18045,34.3494,-99.6008,0.450342645893082,2.67539913925003,2.12004335440071,6.47257508985315,4.55253120853509,18045
"595","Namibia",18904,-18.2042,14.4853,0.761312630567969,2.62419305169696,0.549680661255237,2.59439255037543,3.33590723556634,18904
"646","Russian Federation",19619,59.0367,59.401,0.013804036264407,2.43305513391543,1.3036741304553,5.32502074550366,3.33487843404016,19619
"647","Russian Federation",19619,59.0367,59.401,0.013804036264407,2.43305513391543,1.3036741304553,5.32502074550366,3.33487843404016,19619
"662","Argentina",19791,-52.1512,-68.5756,0.388361636540082,2.16952748955329,1.5415428791219,5.78923793550226,3.80950249718057,19791
"683","Botswana",20028,-23.2723,26.1634,0.395644215611137,2.47562795731349,0.951270785244905,2.07918124604762,3.53572152828684,20028
"711","Congo",20509,2.27666,13.587,0.00399278140901613,2.94771664707137,1.3273657567414,1.85125834871908,2.93941686176546,20509
"714","Finland",20550,65.683,26.1634,0.0190008329784366,2.580130403855,2.16952244847472,3.96189547366785,4.4240457227584,20550
"718","Madagascar",20583,-17.3263,49.297,0.458553929332974,2.96670310202788,0.687590976535654,2.94694327069783,2.49680172397732,20583
"753","Botswana",21131,-24.0996,20.7735,0.517013044717453,2.42808173863826,0.918152967168817,2.07918124604762,3.53572152828684,21131
"756","Madagascar",21187,-20.8141,44.2772,0.284378271286621,2.74980377403632,0.704303713887845,2.94694327069783,2.49680172397732,21187
"773","Madagascar",21506,-21.7165,43.5278,0.384949256044373,2.70627062180831,0.685736701204785,2.94694327069783,2.49680172397732,21506
"800","Germany",21877,53.0152,14.4853,0.725824978881173,2.6966397715385,2.33242078215443,5.36638186074997,4.41865905031594,21877
"801","China",21926,29.7614,105.215,0.644454751224528,2.79784848726227,2.43344878622284,6.95136909386879,2.99627669770714,21926
"804","Malawi",21975,-13.8618,32.4516,0.789802928981937,2.80276354763542,0.978502268523498,3.01367969729119,2.32172481869042,21975
"807","United States",21988,40.7776,-83.4311,0.733645989986709,2.83185264156892,2.29951418786815,6.47257508985315,4.55253120853509,21988
"808","Angola",22003,-9.43566,14.4853,0.385928854940976,2.79732731939518,0.775640144797599,2.44870631990508,2.7855635422284,22003
"810","Australia",22030,-33.558,120.478,0.282068511380719,2.40926874120056,2.01962418563215,5.36316241230006,4.33107201983724,22030
"813","Kazakhstan",22065,51.3591,63.8926,0.112412463529109,2.00833397838435,0.767957771420234,4.50851625226694,3.17598650936112,22065
"814","Argentina",22084,-27.3536,-69.0581,0.180994092817902,1.22593970802111,2.33207979852964,5.78923793550226,3.80950249718057,22084
"815","China",22121,46.013,90.8421,0.149487350792251,1.47487504796563,2.03544466404901,6.95136909386879,2.99627669770714,22121
"818","Canada",22149,52.47,-111.279,0.518053944978989,2.42310928192179,1.86399060210214,5.43420630841758,4.37324138608759,22149
"819","Thailand",22197,15.6418,101.622,0.214843844340306,2.92769566870745,2.30193564045673,5.32023770690539,3.32253163472896,22197
"826","Brazil",22322,-25.7378,-50.1934,0.445640651348365,2.9012020076167,1.91665202219983,5.98977763964001,3.58078294659351,22322
"827","Honduras",22358,14.7695,-87.0244,0.180810588128887,2.96770672942748,1.65743674972067,4.35326208591632,3.0270994547094,22358
"828","Andorra",22369,42.1292,1.01054,0.608083467888019,2.43342692474563,2.39407319677451,0,4.35542667018496,22369
"830","Angola",22381,-18.2042,18.9768,0.612575155200065,2.71663920685762,0.624776660815256,2.44870631990508,2.7855635422284,22381
"831","Peru",22394,-11.2146,-76.2446,0.341074635039419,2.66082596612381,1.79261157014888,4.21937492462626,3.31522015660823,22394
"836","India",22457,28.9746,79.164,0.588989173684578,2.76128108557153,2.2704447453933,5.50520154772776,2.65874601931954,22457
"838","Chile",22593,-22.4398,-68.1597,0.0563039127845713,1.60825215730065,1.86893629544642,4.98465330797233,3.69928062050879,22593
"839","Russian Federation",22601,57.1341,50.4179,0.233123361618532,2.30762972868906,1.57037096993727,5.32502074550366,3.33487843404016,22601
"841","Mongolia",22624,49.0536,107.91,0.092435523081265,1.90300919554675,0.70249274898236,2.91009054559407,2.71731170571189,22624
"845","Turkmenistan",22653,40.0912,53.1128,0.0346284566253203,2.52212583295619,0.974745921901955,4.83241310188512,2.88553797188383,22653
"852","Vietnam",22815,22.4701,103.418,0.203974355589174,2.90367124225624,1.91417602532237,5.15992795289598,2.59766308039662,22815
"853","Russian Federation",22840,51.918,116.893,0.234833499252554,2.26055404798498,1.32813160167037,5.32502074550366,3.33487843404016,22840
"855","India",22858,21.6327,85.4522,0.35899391242555,2.89041436471011,1.92845252086521,5.50520154772776,2.65874601931954,22858
"856","Burkina Faso",22874,13.8937,1.01054,0.429834064643931,2.64334984835243,0.506494018908929,2.68484536164441,2.45136741350565,22874
"857","Argentina",22875,-35.7995,-60.9732,0.563539851310476,2.88465378465452,2.00045824527308,5.78923793550226,3.80950249718057,22875
"859","Myanmar",22906,18.2354,97.1303,0.318408311484144,2.93644641729319,1.37309423039906,3.59228781595213,2.23757342070395,22906
"860","Ecuador",22927,-3.14718,-78.0412,0.0881188516536595,2.89290031336069,1.4007897654066,5.00241662707248,3.30639568540983,22927
"862","Argentina",22964,-28.1528,-55.5833,0.443393505497588,3.00651570344406,2.00289847940215,5.78923793550226,3.80950249718057,22964
"865","Chile",23031,-18.1966,-69.9457,0.0530675652312379,2.0234361948392,1.8977717432239,4.98465330797233,3.69928062050879,23031
"866","Mozambique",23037,-16.4788,37.8415,0.300338518350287,2.91902046918713,0.623854330572909,2.72916478969277,2.50009459561958,23037
"867","Algeria",23095,36.547,6.40781,0.363381976614167,1.83514301845948,1.88268689935857,4.24440083380137,3.24133383890853,23095
"868","Afghanistan",23166,32.846,66.5876,0.235528454229956,2.13119461003054,1.12698123437958,0,2.26964184190232,23166
"869","United States",23173,36.5542,-86.126,0.632305799541613,2.91181052600101,2.20557563610244,6.47257508985315,4.55253120853509,23173
"878","Russian Federation",23358,56.1441,78.2657,0.323241808198937,2.34787573544977,1.32042357293759,5.32502074550366,3.33487843404016,23358
"880","Canada",23376,43.4523,-77.1429,0.272951760365491,2.79041083883587,1.66980796972047,5.43420630841758,4.37324138608759,23376
"881","Canada",23399,44.7469,-72.6513,0.321189480099611,2.80244792294839,1.57489337731736,5.43420630841758,4.37324138608759,23399
"885","Mozambique",23493,-14.7378,30.6549,0.460055572109609,2.81786037052868,0.866272882155218,2.72916478969277,2.50009459561958,23493
"891","Pakistan",23661,24.9512,69.2825,0.540978931783673,2.23932927746452,2.3115381338799,5.06566932773143,2.7175806602292,23661
"894","Angola",23702,-12.1,18.0785,0.351028236718524,2.9362234216404,0.771164886335215,2.44870631990508,2.7855635422284,23702
"900","Tajikistan",23809,40.0912,69.2825,0.461170983976444,2.44219036699994,1.74996017700714,3.56726169235387,2.26751551150824,23809
"902","Argentina",23831,-24.0996,-60.9732,0.282184581800531,2.72045464142074,1.72643562990371,5.78923793550226,3.80950249718057,23831
"913","India",23948,31.3165,77.3673,0.3635675192099,2.76207093381016,2.2177866351357,5.50520154772776,2.65874601931954,23948
"915","United States",23958,32.0845,-104.991,0.00802626386032674,2.30036382534558,1.33689782701923,6.47257508985315,4.55253120853509,23958
"919","Chile",23980,-50.1947,-74.3744,0.432966661061112,2.58768758509443,2.17126045756072,4.98465330797233,3.69928062050879,23980
"931","Australia",24116,-17.3436,125.876,0.0338598536272389,2.81783284556155,1.71810178057548,5.36316241230006,4.33107201983724,24116
"932","Bolivia",24121,-17.3436,-66.3631,0.231819643334933,2.83572830833152,0.527391388129297,4.4215710245264,2.98847132047518,24121
"938","Sweden",24202,59.9531,17.1746,0.733412993581093,2.61885401991331,2.38817386944786,4.11223623086894,4.48925689329624,24202
"943","United States",24279,46.6353,-111.279,0.524346337028229,2.46105882181155,1.91061970797432,6.47257508985315,4.55253120853509,24279
"944","Germany",24288,51.918,7.29875,0.950544059786359,2.61244324839025,2.58225142274596,5.36638186074997,4.41865905031594,24288
"945","Honduras",24331,13.8937,-86.126,0.098142946556622,2.98514568627862,1.46368274031877,4.35326208591632,3.0270994547094,24331
"949","Brazil",24391,-14.7378,-45.7019,0.0201247610695905,2.89777922477047,1.84717019912822,5.98977763964001,3.58078294659351,24391
"950","Australia",24392,-32.0567,148.334,0.454716883828522,2.61029886110926,2.02332497787575,5.36316241230006,4.33107201983724,24392
"952","United States",24424,32.0845,-83.4311,0.612030364346698,2.95053146193739,2.26529327184437,6.47257508985315,4.55253120853509,24424
"953","Brazil",24438,-20.7597,-46.6002,0.309593156507905,2.8649328949859,1.88589575191173,5.98977763964001,3.58078294659351,24438
"957","Australia",24513,-32.0567,138.453,0.269238892902024,2.14106697468777,1.73503594384976,5.36316241230006,4.33107201983724,24513
"958","Australia",24524,-36.5279,141.148,0.519186917465785,2.29935940616586,2.00090962936012,5.36316241230006,4.33107201983724,24524
"962","Canada",24556,45.3835,-78.9395,0.259545453784862,2.75015010017191,1.50604937006571,5.43420630841758,4.37324138608759,24556
"974","Germany",24683,50.2203,8.19706,0.885873032275676,2.63461819751671,2.37581622236349,5.36638186074997,4.41865905031594,24683
"975","Nigeria",24695,9.46803,8.19706,0.445276523891524,2.89628010528334,1.04254454413146,0,2.77291888787602,24695
"978","Belarus",24750,51.3591,29.7566,0.616480095119785,2.54090273208341,1.97074827989555,4.53504081325116,3.15253405831716,24750
"981","Turkey",24775,37.9899,38.7398,0.359799232978678,2.12410424524427,1.97026250465803,5.33782451404581,3.5953428256262,24775
"983","Kazakhstan",24782,50.7932,71.0791,0.29446623255476,2.12159110635622,0.899512336118791,4.50851625226694,3.17598650936112,24782
"986","Argentina",24858,-37.2494,-67.2614,0.0785776435025881,2.45323185851222,1.55049003865345,5.78923793550226,3.80950249718057,24858
"989","Bolivia",24948,-21.6022,-64.5665,0.223036062920594,2.66299379717605,0.472132723548528,4.4215710245264,2.98847132047518,24948
"991","China",24952,33.601,92.6387,0.670719765938483,2.50191467805843,2.18272195626702,6.95136909386879,2.99627669770714,24952
"998","China",25072,32.846,101.622,0.433092700952056,2.577242109967,2.20626416276558,6.95136909386879,2.99627669770714,25072
"1000","Argentina",25082,-28.9459,-59.1766,0.50272267819704,2.937926656649,1.71514515805504,5.78923793550226,3.80950249718057,25082
"1003","Nigeria",25115,12.1321,8.19706,0.435196713529757,2.79995970789724,0.994728434021315,0,2.77291888787602,25115
"1007","South Africa",25228,-32.0567,18.9768,0.29653165401101,2.16382134866587,1.72392612265254,5.25389021628127,3.49225402986176,25228
"1008","Mexico",25247,24.1295,-103.194,0.439175606693757,2.54566048874212,2.17377914420284,5.19781516944518,3.82053390533369,25247
"1011","Australia",25321,-21.6022,148.334,0.128041206920718,2.84904263957034,1.65885963141662,5.36316241230006,4.33107201983724,25321
"1013","United States",25373,41.457,-93.3126,0.354623146361413,2.87174662969076,1.80275324956849,6.47257508985315,4.55253120853509,25373
"1014","Japan",25388,40.0864,140.327,0.368745132483557,2.77577943169047,2.31116341891461,5.72928874039045,4.53949600698066,25388
"1016","China",25436,38.6973,115.097,0.812381662119148,2.61233596462273,2.4618569008297,6.95136909386879,2.99627669770714,25436
"1017","Turkey",25445,41.457,33.3499,0.394940311277746,2.40921836778377,2.21244952461028,5.33782451404581,3.5953428256262,25445
"1019","Australia",25467,-38.4032,147.079,0.270238015739684,2.69662677633293,1.71426817166638,5.36316241230006,4.33107201983724,25467
"1020","China",25497,42.1292,81.8589,0.589960403289725,1.43489191973079,2.34010558285286,6.95136909386879,2.99627669770714,25497
"1024","Turkey",25521,41.8773,34.2264,0.252241851827401,2.41301021785523,2.07944769733137,5.33782451404581,3.5953428256262,25521
"1026","Saudi Arabia",25524,24.1401,38.7515,0.0559124342891002,1.80926570355217,2.01145911166037,4.32570034291599,3.93411693195139,25524
"1027","Argentina",25533,-37.9641,-60.0749,0.563539851310476,2.89241596245995,1.95471471792954,5.78923793550226,3.80950249718057,25533
"1028","Australia",25550,-37.2494,141.148,0.484181329987739,2.39066180063951,2.07554535231025,5.36316241230006,4.33107201983724,25550
"1029","Peru",25557,-4.0497,-77.1429,0.0708390129794657,2.9409165146611,1.7972699845788,4.21937492462626,3.31522015660823,25557
"1033","India",25619,20.151,86.2152,0.324695240390858,2.90732816934288,1.84909754635067,5.50520154772776,2.65874601931954,25619
"1036","Chad",25649,15.6418,20.7735,0.127233140318976,2.09687899076641,0.581014019599016,2.46982201597816,2.33187050378788,25649
"1044","Brazil",25822,-32.0567,-52.8884,0.421953613710753,2.9254609694124,1.86490748559212,5.98977763964001,3.58078294659351,25822
"1054","Yemen",25938,14.7695,44.1297,0.163659432947508,2.31291873867755,1.64780030005561,3.93495270781786,2.70832088674834,25938
"1055","Mongolia",25954,48.4596,106.113,0.21959907745501,1.93566917840854,0.886469368075204,2.91009054559407,2.71731170571189,25954
"1058","Russian Federation",25998,53.5535,93.537,0.0737795056979618,1.93913280349555,1.69602582532946,5.32502074550366,3.33487843404016,25998
"1063","Argentina",26030,-32.8185,-59.1766,0.486718584489291,2.91733355319068,1.94125492687821,5.78923793550226,3.80950249718057,26030
"1064","Canada",26039,51.918,-88.821,0.0243319408866564,2.6837276373526,1.62112461261954,5.43420630841758,4.37324138608759,26039
"1065","Malawi",26047,-16.4788,34.2482,0.202217698906274,2.78433067375203,1.04076369582417,3.01367969729119,2.32172481869042,26047
"1066","United States",26058,34.3494,-92.4142,0.33164386698079,2.93004497751517,2.01844053140178,6.47257508985315,4.55253120853509,26058
"1068","Australia",26073,-33.5737,149.233,0.491517766494102,2.71563531007801,2.05903470066509,5.36316241230006,4.33107201983724,26073
"1070","Mozambique",26101,-25.7378,31.5533,0.166447905934625,2.77080600343384,1.16797850131175,2.72916478969277,2.50009459561958,26101
"1074","China",26168,26.5779,104.317,0.414638641062809,2.75931253101238,2.31917203269116,6.95136909386879,2.99627669770714,26168
"1075","Brazil",26170,-27.3536,-51.9901,0.379098723497904,2.9364030244416,2.27188102057195,5.98977763964001,3.58078294659351,26170
"1076","Kazakhstan",26217,54.0851,62.9943,0.303027092645606,2.00260312004233,1.22468477605779,4.50851625226694,3.17598650936112,26217
"1079","Kenya",26239,1.37279,38.7398,0.355387654984833,2.4315408542487,1.54664429031386,4.28046454662692,2.62407708852023,26239
"1081","Cameroon",26262,5.88412,14.4853,0.136582472526534,2.90841001296195,1.19259047618761,3.65791593682995,2.86238456188045,26262
"1082","Central African Republic",26266,8.57503,24.3667,0.191690731668068,2.79177834099051,1.01186212643577,2.20951501454263,2.43334291583504,26266
"1084","Brazil",26307,-29.733,-55.5833,0.390595134224257,2.98731639271934,1.88037100253369,5.98977763964001,3.58078294659351,26307
"1086","Brazil",26342,-24.9215,-52.8884,0.408960729000587,2.95386176043868,2.05600783436523,5.98977763964001,3.58078294659351,26342
"1087","Argentina",26345,-39.7905,-62.2218,0.495321753158078,2.82587412279284,2.00614598837279,5.78923793550226,3.80950249718057,26345
"1090","Kazakhstan",26379,42.7943,77.3673,0.273760979939385,1.6589194879521,0.908618998861,4.50851625226694,3.17598650936112,26379
"1095","Congo",26437,-0.435754,18.0785,0.0471396019562827,2.99814122858186,0.709318878186091,1.85125834871908,2.93941686176546,26437
"1097","United States",26466,43.4523,-102.296,0.406925550158794,2.49764530803195,1.98549294308865,6.47257508985315,4.55253120853509,26466
"1101","Sudan",26515,12.1321,24.3667,0.3425561707194,2.65137032869795,1.14037971362946,3.72320931040511,2.58970408801578,26515
"1103","Argentina",26534,-32.8185,-66.3631,0.374949468118716,2.51908932774919,1.56722687376246,5.78923793550226,3.80950249718057,26534
"1104","United States",26567,46.6353,-92.4142,0.391296002003217,2.76730387573727,1.99665607483221,6.47257508985315,4.55253120853509,26567
"1106","Russian Federation",26582,58.0981,36.0448,0.221789517625036,2.58081979539656,1.33852187609977,5.32502074550366,3.33487843404016,26582
"1111","Brazil",26631,-28.1528,-50.1934,0.319280359298273,2.88505480615691,1.85019103035746,5.98977763964001,3.58078294659351,26631
"1115","China",26663,28.1817,101.622,0.610508219025984,2.75317709730889,2.22188048183369,6.95136909386879,2.99627669770714,26663
"1119","Argentina",26685,-27.3536,-55.5833,0.412750016322937,3.01179063596438,1.76379980630821,5.78923793550226,3.80950249718057,26685
