"","mean_barle","Fishnet_ID","COUNTRY","Field1","Barley_Pred","Barley_Error_Ratio"
"2928",2.086434486,74084,"Canada",74084,0.531851414,1.554583072
"2929",2.160000086,46866,"Belarus",46866,0.605843739,1.554156347
"2930",2.181235783,70217,"Poland",70217,0.629789118,1.551446665
"2931",2.104315803,43524,"China",43524,0.553022186,1.551293617
"2932",2.158433772,62828,"Belarus",62828,0.607856602,1.55057717
"2933",2.130215787,70778,"Montenegro",70778,0.581707191,1.548508596
"2934",2.083333333,58745,"China",58745,0.534987546,1.548345787
"2935",2.109999895,41762,"Tanzania",41762,0.56272612,1.547273775
"2936",2.139177442,72201,"Belarus",72201,0.591919887,1.547257555
"2937",2.106664896,49538,"South Africa",49538,0.559429575,1.547235321
"2938",2.148797989,14967,"United States",14967,0.602639435,1.546158554
"2939",2.145530321,44994,"Thailand",44994,0.600095262,1.545435059
"2940",2.120284269,45423,"India",45423,0.575026778,1.545257491
"2941",2.037132471,40092,"Australia",40092,0.493489421,1.54364305
"2942",2.117433812,71408,"Canada",71408,0.57450016,1.542933652
"2943",2.180157979,51228,"United States",51228,0.637482395,1.542675584
"2944",2.09011149,44495,"Australia",44495,0.547441037,1.542670453
"2945",2.127216096,50240,"India",50240,0.584738144,1.542477952
"2946",2.152034616,49248,"Belarus",49248,0.609981132,1.542053484
"2947",2.144086018,65312,"Bosnia and Herzegovina",65312,0.602107505,1.541978513
"2948",2.117790532,45216,"United States",45216,0.577328566,1.540461966
"2949",2.125555558,63368,"Kazakhstan",63368,0.585260277,1.540295281
"2950",2.090142697,65893,"Canada",65893,0.550558831,1.539583866
"2951",2.14517834,73951,"Belarus",73951,0.606555282,1.538623058
"2952",2.1289745,44211,"Sweden",44211,0.590560898,1.538413602
"2953",2.106580599,34219,"Argentina",34219,0.568440853,1.538139746
"2954",2.109971725,44463,"United States",44463,0.572184026,1.537787699
"2955",2.066041564,7134,"Tanzania",7134,0.528412494,1.53762907
"2956",2.200487524,58619,"United States",58619,0.663219101,1.537268423
"2957",2.128636382,57729,"Thailand",57729,0.59154435,1.537092032
"2958",2.1,65063,"China",65063,0.563785332,1.536214668
"2959",2.18431296,72080,"United States",72080,0.648219798,1.536093162
"2960",2.083836943,66618,"Canada",66618,0.5477796,1.536057343
"2961",2.141622429,73927,"Belarus",73927,0.605928354,1.535694075
"2962",2.104778304,44206,"Australia",44206,0.569176594,1.53560171
"2963",2.141734123,52605,"Argentina",52605,0.606198809,1.535535314
"2964",2.083756981,67085,"Spain",67085,0.548641584,1.535115397
"2965",2.141734123,44829,"Argentina",44829,0.606887796,1.534846327
"2966",2.138788307,70437,"Belarus",70437,0.605470705,1.533317602
"2967",2.13980705,68530,"United States",68530,0.606757035,1.533050015
"2968",2.108490566,70560,"China",70560,0.576613588,1.531876978
"2969",2.134861545,49637,"Canada",49637,0.604358923,1.530502622
"2970",2.136790266,35936,"Belarus",35936,0.606365962,1.530424304
"2971",2.111348234,22457,"India",22457,0.58125883,1.530089404
"2972",2.104091988,31312,"Norway",31312,0.574619011,1.529472977
"2973",2.133364516,74107,"Belarus",74107,0.604214282,1.529150234
"2974",2.129999971,78010,"Norway",78010,0.601082418,1.528917553
"2975",2.142708293,48981,"Kenya",48981,0.613868796,1.528839497
"2976",2.134285799,51220,"Belarus",51220,0.60630112,1.527984679
"2977",2.123333281,55485,"Botswana",55485,0.595901325,1.527431956
"2978",2.1,67802,"China",67802,0.572914053,1.527085947
"2979",2.169275886,61559,"United States",61559,0.642239143,1.527036743
"2980",2.023493816,19676,"Canada",19676,0.496762299,1.526731517
"2981",2.085381249,67360,"Turkey",67360,0.558929951,1.526451298
"2982",2.128814603,67380,"United States",67380,0.603299343,1.52551526
"2983",2.19759388,60394,"United States",60394,0.672493437,1.525100443
"2984",2.15712764,67420,"United States",67420,0.632309685,1.524817955
"2985",2.062045352,53753,"Tanzania",53753,0.537744046,1.524301306
"2986",2.106664896,48301,"South Africa",48301,0.584134429,1.522530467
"2987",2.065054655,46593,"Canada",46593,0.542614324,1.522440331
"2988",2.084880521,41442,"Kenya",41442,0.562647188,1.522233333
"2989",2.05726184,62152,"Canada",62152,0.535080718,1.522181122
"2990",2.120007215,74193,"Belarus",74193,0.598744251,1.521262964
"2991",2.099113462,47129,"Canada",47129,0.57857741,1.520536052
"2992",2.128954309,52371,"Belarus",52371,0.609542526,1.519411783
"2993",2.105083314,37274,"South Africa",37274,0.585680106,1.519403208
"2994",2.165318939,60742,"United States",60742,0.645975436,1.519343503
"2995",2.12159724,61080,"Thailand",61080,0.602950231,1.518647009
"2996",2.005011196,52342,"Canada",52342,0.48723534,1.517775856
"2997",2.180355774,68963,"United States",68963,0.663796601,1.516559173
"2998",2.019297779,65814,"Canada",65814,0.503885447,1.515412332
"2999",2.153645394,54616,"United States",54616,0.638441709,1.515203685
"3000",2.105901867,47234,"Canada",47234,0.591285501,1.514616366
"3001",2.068164198,49002,"India",49002,0.55399953,1.514164668
"3002",2.051217251,64609,"India",64609,0.537524766,1.513692485
"3003",2.097913486,48555,"South Africa",48555,0.584224131,1.513689355
"3004",2.157585118,64483,"Mexico",64483,0.644359658,1.51322546
"3005",2.127479204,66652,"United States",66652,0.614544642,1.512934562
"3006",2.080694341,51048,"Tanzania",51048,0.569018335,1.511676006
"3007",2.090625018,3068,"Myanmar",3068,0.579678012,1.510947006
"3008",2.112842118,61747,"China",61747,0.602171554,1.510670564
"3009",2.108581137,76134,"Lithuania",76134,0.597982439,1.510598698
"3010",2.123361329,69996,"United States",69996,0.613061203,1.510300126
"3011",2.068910637,26073,"Australia",26073,0.560778613,1.508132024
"3012",2.134354682,48918,"United States",48918,0.62677374,1.507580942
"3013",2.024076803,70270,"Canada",70270,0.516891884,1.507184919
"3014",2.052866253,16529,"Canada",16529,0.545742688,1.507123565
"3015",2.002273715,62349,"Canada",62349,0.495251008,1.507022707
"3016",2.089109355,43699,"South Africa",43699,0.582375122,1.506734233
"3017",2.091515527,41251,"Canada",41251,0.587552107,1.50396342
"3018",2.084835928,49532,"Canada",49532,0.581150386,1.503685542
"3019",2.080431849,45460,"Colombia",45460,0.576868011,1.503563838
"3020",2.046472192,61575,"Canada",61575,0.543335331,1.503136861
"3021",2.166666667,61544,"China",61544,0.663620785,1.503045882
"3022",2.090830326,69272,"Canada",69272,0.588642256,1.50218807
"3023",2.052049637,67927,"Canada",67927,0.550091152,1.501958485
"3024",2.106111129,55948,"Thailand",55948,0.604975894,1.501135235
"3025",2.056063041,45873,"Canada",45873,0.556185296,1.499877745
"3026",2.060729181,64625,"China",64625,0.563524272,1.497204909
"3027",2.091058759,68205,"Canada",68205,0.593944059,1.4971147
"3028",1.980555495,62970,"Finland",62970,0.484161899,1.496393596
"3029",1.989689307,71367,"Canada",71367,0.493616736,1.496072571
"3030",2.107111687,69759,"Belarus",69759,0.612627684,1.494484003
"3031",2.103472621,55636,"Mexico",55636,0.609163115,1.494309506
"3032",2.026427194,43186,"Australia",43186,0.532612436,1.493814758
"3033",2.153447562,63101,"United States",63101,0.660674236,1.492773326
"3034",2.064854559,69175,"Romania",69175,0.572571679,1.49228288
"3035",2.094848503,55692,"Thailand",55692,0.602837599,1.492010904
"3036",2.076173875,67044,"Spain",67044,0.584271958,1.491901917
"3037",2.044166684,45597,"Myanmar",45597,0.552520124,1.49164656
"3038",2.041238712,71703,"Ukraine",71703,0.551462967,1.489775745
"3039",2.042076233,56099,"Canada",56099,0.554784809,1.487291424
"3040",2.063131568,53211,"Mexico",53211,0.575943739,1.487187829
"3041",1.989689307,70873,"Canada",70873,0.502911485,1.486777822
"3042",2.113636364,44850,"China",44850,0.62752134,1.486115024
"3043",2.060157378,39431,"Tanzania",39431,0.574702922,1.485454456
"3044",2.130951622,50589,"United States",50589,0.647031278,1.483920344
"3045",2.051388787,55157,"Tanzania",55157,0.567515768,1.483873019
"3046",1.989689307,68100,"Canada",68100,0.505844387,1.48384492
"3047",2.093192816,66464,"Belarus",66464,0.609513436,1.48367938
"3048",2.052342863,38751,"Canada",38751,0.568713749,1.483629114
"3049",2.033284426,7809,"Canada",7809,0.549692824,1.483591602
"3050",2.061594854,42383,"Romania",42383,0.578151283,1.483443571
"3051",2.060285926,46748,"Uruguay",46748,0.577726378,1.482559548
"3052",2.007722179,63356,"Mexico",63356,0.525577532,1.482144647
"3053",2,48533,"China",48533,0.518163023,1.481836977
"3054",2.051388787,52106,"Tanzania",52106,0.569613633,1.481775154
"3055",1.980000019,53446,"Kazakhstan",53446,0.499874273,1.480125746
"3056",2.060821438,53520,"India",53520,0.580964328,1.47985711
"3057",2.036812458,62941,"United States",62941,0.557092319,1.479720139
"3058",2.080448304,74203,"Belarus",74203,0.600979534,1.47946877
"3059",2.098792286,69329,"Hungary",69329,0.619833633,1.478958653
"3060",2.014090809,53986,"Tanzania",53986,0.535629317,1.478461492
"3061",2.027777778,50831,"China",50831,0.549875067,1.477902711
"3062",2.030075657,49593,"Tanzania",49593,0.552704246,1.477371411
"3063",1.961552116,60201,"Canada",60201,0.484440633,1.477111483
"3064",2.037142794,59694,"Finland",59694,0.561206511,1.475936283
"3065",2.055555556,63223,"China",63223,0.580567228,1.474988328
"3066",2.024565437,57797,"Canada",57797,0.549675654,1.474889783
"3067",2.079097762,61426,"Thailand",61426,0.605262242,1.47383552
"3068",2.03673601,55993,"Tanzania",55993,0.56293939,1.47379662
"3069",2.016690157,60140,"Russian Federation",60140,0.544535775,1.472154382
"3070",2.086363597,46543,"Kenya",46543,0.614250249,1.472113348
"3071",2.021642893,45190,"Botswana",45190,0.549579362,1.472063531
"3072",1.980555495,77973,"Finland",77973,0.508711388,1.471844107
"3073",2.046072501,65269,"Canada",65269,0.575356344,1.470716157
"3074",1.993667403,53641,"Algeria",53641,0.523225887,1.470441516
"3075",2.024363334,48671,"India",48671,0.554183567,1.470179767
"3076",2.047884024,52265,"India",52265,0.577929679,1.469954345
"3077",1.972727212,53837,"Finland",53837,0.503504103,1.469223109
"3078",2.090110875,71064,"United States",71064,0.621420545,1.46869033
"3079",1.956411141,58712,"Mexico",58712,0.488739035,1.467672106
"3080",1.990672494,60272,"Spain",60272,0.523047705,1.467624789
"3081",2.044166684,46321,"Myanmar",46321,0.577257404,1.46690928
"3082",2.028680573,36533,"Cambodia",36533,0.562915519,1.465765054
"3083",2.042967359,40241,"Argentina",40241,0.577393977,1.465573382
"3084",2.100768862,53936,"United States",53936,0.635387746,1.465381116
"3085",1.961032648,71608,"Canada",71608,0.496909266,1.464123382
"3086",2.071413875,73753,"Austria",73753,0.607557989,1.463855886
"3087",2.001679046,65345,"India",65345,0.539279769,1.462399277
"3088",2.095179489,59312,"United States",59312,0.633560521,1.461618968
"3089",2.088155652,56147,"United States",56147,0.626738295,1.461417357
"3090",2.042076225,59653,"Canada",59653,0.581363094,1.460713131
"3091",2.084475565,44256,"United States",44256,0.624118778,1.460356787
"3092",2.072212911,44920,"India",44920,0.611876636,1.460336275
"3093",2.074400949,51367,"Romania",51367,0.614466623,1.459934326
"3094",2.039424246,56810,"China",56810,0.579590135,1.459834111
"3095",2.040914498,62060,"Turkey",62060,0.581786103,1.459128395
"3096",1.96831124,48139,"India",48139,0.509290616,1.459020624
"3097",2.069482028,52142,"India",52142,0.610548495,1.458933533
"3098",2.034256649,49618,"Chile",49618,0.575682601,1.458574048
"3099",1.902196875,53637,"Mozambique",53637,0.443736291,1.458460584
"3100",2.01554301,68456,"United States",68456,0.557315568,1.458227442
"3101",2.092307751,71881,"Japan",71881,0.636224219,1.456083532
"3102",2.027272745,48294,"Laos",48294,0.57138966,1.455883085
"3103",2.022083233,58572,"Tanzania",58572,0.566336127,1.455747106
"3104",2.025014671,44789,"Australia",44789,0.569368135,1.455646536
"3105",1.981261188,40298,"Argentina",40298,0.526660122,1.454601066
"3106",2.094684801,53613,"United States",53613,0.640260335,1.454424466
"3107",2.065289218,52128,"Kenya",52128,0.61094164,1.454347578
"3108",2.015045981,24392,"Australia",24392,0.560956836,1.454089145
"3109",1.986277949,53287,"Sweden",53287,0.532562961,1.453714988
"3110",2.049301494,46186,"Greece",46186,0.596925323,1.452376171
"3111",1.939012401,54339,"Saudi Arabia",54339,0.487563938,1.451448463
"3112",2.052078235,72447,"Serbia",72447,0.601726718,1.450351517
"3113",1.912499964,44427,"Kenya",44427,0.463247686,1.449252278
"3114",2.022083233,356,"Tanzania",356,0.573019916,1.449063317
"3115",2,52247,"China",52247,0.551225474,1.448774526
"3116",2.020487811,65478,"Latvia",65478,0.571982193,1.448505618
"3117",2.102215695,50806,"United States",50806,0.654783829,1.447431866
"3118",2.021021472,66120,"Ukraine",66120,0.574230437,1.446791035
"3119",2.040722733,43052,"Argentina",43052,0.594681351,1.446041382
"3120",2.034256649,44747,"Chile",44747,0.589975582,1.444281067
"3121",2.014102618,55302,"Canada",55302,0.570159343,1.443943275
"3122",2.008435184,73583,"Canada",73583,0.564750728,1.443684456
"3123",2.052465495,71880,"United Kingdom",71880,0.610911377,1.441554118
"3124",2.028409053,54718,"Kenya",54718,0.587125744,1.441283309
"3125",2.013355227,55663,"Canada",55663,0.572087144,1.441268083
"3126",2.057052902,63241,"United States",63241,0.61616305,1.440889852
"3127",1.987854623,46699,"South Africa",46699,0.547207866,1.440646757
"3128",2.031538441,49888,"New Zealand",49888,0.591925309,1.439613132
"3129",2.018658102,60710,"Estonia",60710,0.579145005,1.439513097
"3130",2.0625,47104,"China",47104,0.623498501,1.439001499
"3131",2.054047842,68218,"Turkey",68218,0.615160623,1.438887219
"3132",2.08462111,65793,"United States",65793,0.646332483,1.438288627
"3133",1.988329234,30991,"Australia",30991,0.550182801,1.438146433
"3134",2.006210504,40949,"South Africa",40949,0.568305912,1.437904592
"3135",2.044434262,69549,"United States",69549,0.607079678,1.437354584
"3136",1.998661215,72881,"Latvia",72881,0.562026805,1.43663441
"3137",1.919610083,53283,"Australia",53283,0.483696471,1.435913612
"3138",1.963422386,50097,"Australia",50097,0.528021019,1.435401367
"3139",2.04282898,31788,"United States",31788,0.607675577,1.435153403
"3140",2.016136664,69040,"United States",69040,0.581330081,1.434806583
"3141",1.995275926,44233,"Canada",44233,0.561253107,1.434022819
"3142",2.043198233,27655,"Greece",27655,0.609637777,1.433560456
"3143",2.026231474,51561,"Moldova",51561,0.59281834,1.433413134
"3144",2.046346453,46206,"United States",46206,0.612995675,1.433350778
"3145",2.147194672,66884,"United Kingdom",66884,0.714216173,1.432978499
"3146",2.052541883,42703,"United States",42703,0.619970272,1.432571611
"3147",2.219663757,45024,"France",45024,0.787101631,1.432562126
"3148",2.099763393,77264,"Denmark",77264,0.667383229,1.432380164
"3149",2.047694363,55130,"United States",55130,0.615787196,1.431907167
"3150",2.013382215,72019,"Romania",72019,0.581704728,1.431677487
"3151",2.021818161,45843,"New Zealand",45843,0.590232903,1.431585258
"3152",2.007430456,58331,"Tanzania",58331,0.576145123,1.431285333
"3153",2.036330145,67827,"United States",67827,0.605334899,1.430995246
"3154",2.037728014,48644,"Belarus",48644,0.606869531,1.430858483
"3155",1.943989293,58382,"Canada",58382,0.513229196,1.430760097
"3156",2.077397342,72755,"United States",72755,0.646929164,1.430468178
"3157",2.056537151,64245,"Ukraine",64245,0.626079711,1.43045744
"3158",2.014102578,69660,"Canada",69660,0.584451979,1.429650599
"3159",2.03282346,66438,"Mexico",66438,0.603207295,1.429616165
"3160",1.933257528,46348,"South Africa",46348,0.505087235,1.428170293
"3161",2.056537151,39878,"Ukraine",39878,0.628664846,1.427872305
"3162",1.972222222,53557,"China",53557,0.544427871,1.427794351
"3163",2.123175912,58035,"United States",58035,0.696098769,1.427077143
"3164",1.921589822,74902,"Canada",74902,0.495988324,1.425601498
"3165",2.004034279,40934,"Romania",40934,0.578554086,1.425480193
"3166",2.0057143,50270,"China",50270,0.580357843,1.425356457
"3167",1.922552499,64935,"Canada",64935,0.497361137,1.425191362
"3168",1.934292016,72534,"Canada",72534,0.509632818,1.424659198
"3169",2.021818161,11003,"New Zealand",11003,0.597258257,1.424559904
"3170",2.027365377,73619,"Latvia",73619,0.602943668,1.424421709
"3171",2.043800212,65639,"United States",65639,0.62040707,1.423393142
"3172",1.980495058,64594,"India",64594,0.557205766,1.423289292
"3173",2.063374385,66657,"United States",66657,0.640232897,1.423141488
"3174",2.009499838,53369,"Spain",53369,0.586613128,1.42288671
"3175",1.953149088,77826,"Norway",77826,0.53039565,1.422753438
"3176",1.875992775,72430,"Canada",72430,0.453418908,1.422573867
"3177",2.02947895,63231,"Serbia",63231,0.607495284,1.421983666
"3178",2.040063502,64351,"United States",64351,0.618706782,1.42135672
"3179",2.050347522,58812,"China",58812,0.629515874,1.420831648
"3180",1.978057922,57946,"India",57946,0.557521788,1.420536134
"3181",2.060653839,69021,"United States",69021,0.640311527,1.420342312
"3182",1.944444444,64397,"China",64397,0.52486781,1.419576634
"3183",2.03938449,69372,"United States",69372,0.622495727,1.416888763
"3184",1.991229051,54206,"Spain",54206,0.574681028,1.416548023
"3185",1.995235812,39104,"Uruguay",39104,0.578915268,1.416320544
"3186",1.907180448,45198,"Australia",45198,0.4910433,1.416137148
"3187",1.993484866,60587,"Laos",60587,0.577915157,1.415569709
"3188",1.986943281,56580,"Romania",56580,0.572344811,1.41459847
"3189",2.031713139,61574,"United States",61574,0.617708552,1.414004587
"3190",1.929999948,65659,"Azerbaijan",65659,0.516515618,1.41348433
"3191",2.066193731,47251,"United States",47251,0.653643683,1.412550048
"3192",2.021428645,65160,"Belarus",65160,0.609388368,1.412040277
"3193",2.007127307,52215,"Canada",52215,0.596197403,1.410929904
"3194",1.933947921,51968,"Australia",51968,0.52586903,1.408078891
"3195",1.990654206,61883,"China",61883,0.582817776,1.40783643
"3196",1.929999948,66838,"Azerbaijan",66838,0.522615164,1.407384784
"3197",1.974729237,39258,"Canada",39258,0.567762434,1.406966803
"3198",1.972222222,53039,"China",53039,0.565774752,1.40644747
"3199",1.976350057,51287,"Australia",51287,0.569974081,1.406375976
"3200",2.004511595,72296,"Canada",72296,0.599208783,1.405302812
"3201",1.975,54071,"China",54071,0.569889494,1.405110506
"3202",1.96969697,31301,"China",31301,0.564776702,1.404920268
"3203",1.96342248,40572,"Australia",40572,0.558588555,1.404833925
"3204",2.012892192,49340,"Ukraine",49340,0.608613124,1.404279068
"3205",2.001071496,56599,"Belarus",56599,0.598388008,1.402683488
"3206",2.022863706,62495,"United States",62495,0.620292576,1.40257113
"3207",1.875,62567,"China",62567,0.472593451,1.402406549
"3208",1.997872935,62360,"Spain",62360,0.59637179,1.401501145
"3209",1.943514409,43534,"Mexico",43534,0.542782678,1.400731731
"3210",2.040346834,63389,"United States",63389,0.639828282,1.400518552
"3211",1.914893617,61193,"China",61193,0.514704227,1.40018939
"3212",2.042228719,31954,"United States",31954,0.642522787,1.399705932
"3213",1.962692103,25445,"Turkey",25445,0.564474523,1.39821758
"3214",1.909454226,72106,"Russian Federation",72106,0.511684999,1.397769227
"3215",1.909454233,75575,"Russian Federation",75575,0.513616615,1.395837618
"3216",1.941590921,13231,"India",13231,0.546088517,1.395502404
"3217",1.975,63075,"Myanmar",63075,0.579680882,1.395319118
"3218",1.859447386,46287,"Canada",46287,0.46427724,1.395170146
"3219",2.055555556,67511,"China",67511,0.661190061,1.394365495
"3220",1.828677177,62744,"Canada",62744,0.434358412,1.394318765
"3221",1.995763492,63799,"Ukraine",63799,0.602220494,1.393542998
"3222",1.988281699,60107,"Bosnia and Herzegovina",60107,0.594870073,1.393411626
"3223",1.942232453,47737,"United States",47737,0.548825716,1.393406737
"3224",1.892739278,37911,"Brazil",37911,0.499384695,1.393354583
"3225",1.946388794,56693,"Kenya",56693,0.553382206,1.393006588
"3226",1.981418814,49013,"Chile",49013,0.588651332,1.392767482
"3227",1.964112016,45229,"Australia",45229,0.571394382,1.392717634
"3228",1.952730698,66801,"Lithuania",66801,0.560940009,1.391790689
"3229",1.898706535,68453,"Canada",68453,0.50723106,1.391475475
"3230",1.995102016,46791,"China",46791,0.603931936,1.39117008
"3231",1.886565569,68612,"Canada",68612,0.496386327,1.390179242
"3232",1.95,57450,"China",57450,0.56183147,1.38816853
"3233",1.980115899,47210,"Argentina",47210,0.593656593,1.386459306
"3234",1.909454232,61643,"Russian Federation",61643,0.523059505,1.386394727
"3235",1.879981591,28969,"Australia",28969,0.493827276,1.386154315
"3236",1.929999948,60727,"Azerbaijan",60727,0.544031295,1.385968653
"3237",1.950080318,40487,"India",40487,0.565462554,1.384617764
"3238",1.960179894,50253,"Uruguay",50253,0.575731988,1.384447906
"3239",1.921875,52280,"China",52280,0.539215726,1.382659274
"3240",1.955197378,62187,"United States",62187,0.573973806,1.381223572
"3241",1.950151418,45242,"Tanzania",45242,0.569452417,1.380699001
"3242",1.929999948,70784,"Azerbaijan",70784,0.551008829,1.378991119
"3243",1.97105737,52636,"Canada",52636,0.592492034,1.378565336
"3244",1.964454487,41679,"Mexico",41679,0.585902762,1.378551725
"3245",2.041004347,71645,"United States",71645,0.662620371,1.378383976
"3246",1.873535052,61228,"Canada",61228,0.495189991,1.378345061
"3247",1.948219108,45563,"Romania",45563,0.570130746,1.378088362
"3248",1.907414984,53009,"Russian Federation",53009,0.529481821,1.377933163
"3249",1.950151418,47292,"Tanzania",47292,0.572669998,1.37748142
"3250",2.016433464,59330,"United States",59330,0.639362616,1.377070848
"3251",1.990979219,55363,"Turkey",55363,0.614049226,1.376929993
"3252",1.813553629,44838,"Mozambique",44838,0.437397564,1.376156065
"3253",1.957633605,4372,"Laos",4372,0.581555617,1.376077988
"3254",1.985307347,55655,"United States",55655,0.609451856,1.375855491
"3255",1.940497829,50246,"Australia",50246,0.565027729,1.3754701
"3256",1.941327843,64089,"India",64089,0.566029645,1.375298198
"3257",1.935763905,57274,"Cambodia",57274,0.560731225,1.37503268
"3258",1.92174948,42690,"Brazil",42690,0.547036128,1.374713352
"3259",1.947938911,50867,"Argentina",50867,0.573245314,1.374693597
"3260",1.941187337,39904,"Australia",39904,0.567925416,1.373261921
"3261",1.964663766,61521,"Greece",61521,0.59199067,1.372673097
"3262",1.934166571,41734,"Tanzania",41734,0.561703574,1.372462997
"3263",1.936801399,66066,"India",66066,0.564593999,1.3722074
"3264",1.961793387,69910,"Romania",69910,0.590118204,1.371675183
"3265",1.917975036,51629,"Canada",51629,0.546455889,1.371519147
"3266",1.909454236,71019,"Russian Federation",71019,0.538194344,1.371259892
"3267",1.987722919,64673,"Turkey",64673,0.618030173,1.369692746
"3268",1.980127116,56335,"United States",56335,0.611040199,1.369086917
"3269",1.929048562,51082,"South Africa",51082,0.560159053,1.368889509
"3270",1.932028342,51637,"Belarus",51637,0.563508281,1.368520061
"3271",1.929999948,57491,"Azerbaijan",57491,0.562018619,1.367981329
"3272",1.888888889,55172,"China",55172,0.521143736,1.367745153
"3273",1.945509781,59413,"India",59413,0.577976312,1.367533469
"3274",1.967818749,41013,"Argentina",41013,0.600293066,1.367525683
"3275",1.955200612,64985,"Canada",64985,0.587960026,1.367240586
"3276",1.913616173,40379,"South Africa",40379,0.546465195,1.367150978
"3277",2,44875,"China",44875,0.633336529,1.366663471
"3278",1.924615365,35720,"New Zealand",35720,0.559184255,1.36543111
"3279",1.940686183,42399,"Estonia",42399,0.575357309,1.365328874
"3280",1.902921942,38113,"Australia",38113,0.537602139,1.365319803
"3281",1.933689275,25550,"Australia",25550,0.568692726,1.364996549
"3282",2.022727273,63802,"China",63802,0.65796484,1.364762433
"3283",1.980015794,65703,"United States",65703,0.61561481,1.364400984
"3284",1.965624963,37857,"Kenya",37857,0.601269435,1.364355528
"3285",1.916666667,66382,"China",66382,0.552571977,1.36409469
"3286",2.006023884,63210,"Denmark",63210,0.64308983,1.362934054
"3287",1.914341681,50893,"India",50893,0.551619576,1.362722105
"3288",1.918181723,53883,"Tanzania",53883,0.557273888,1.360907835
"3289",1.919513793,46055,"Tanzania",46055,0.559039294,1.360474499
"3290",1.931845305,53030,"Greece",53030,0.571564244,1.360281061
"3291",1.980450899,63217,"United States",63217,0.62154272,1.358908179
"3292",1.863220633,63403,"India",63403,0.504819076,1.358401557
"3293",1.99626466,69947,"United States",69947,0.638075431,1.358189229
"3294",1.836448598,62455,"China",62455,0.478694913,1.357753685
"3295",1.894125136,43392,"India",43392,0.537198834,1.356926302
"3296",1.953513493,8556,"New Zealand",8556,0.597417281,1.356096212
"3297",1.870537877,41195,"Canada",41195,0.51500008,1.355537797
"3298",1.919547543,67264,"Ukraine",67264,0.564344097,1.355203446
"3299",1.920062871,28397,"Australia",28397,0.565105948,1.354956923
"3300",1.876666625,55843,"Kazakhstan",55843,0.521981912,1.354684713
"3301",1.981314235,71258,"United States",71258,0.629005828,1.352308407
"3302",1.941790438,46859,"Chile",46859,0.589645386,1.352145052
"3303",1.919513793,57186,"Tanzania",57186,0.56743654,1.352077253
"3304",1.881297962,59373,"Finland",59373,0.530228307,1.351069655
"3305",2.012735901,50153,"United States",50153,0.661728431,1.35100747
"3306",1.898771678,57192,"Latvia",57192,0.547864636,1.350907042
"3307",1.902160667,61387,"Russian Federation",61387,0.551468693,1.350691974
"3308",1.950761256,65651,"Belarus",65651,0.600214114,1.350547142
"3309",1.920062889,46890,"Australia",46890,0.56955956,1.350503329
"3310",1.896666626,52676,"Azerbaijan",52676,0.546455359,1.350211267
"3311",1.885923543,48178,"Brazil",48178,0.53574436,1.350179183
"3312",1.902212381,70476,"Ukraine",70476,0.553269116,1.348943265
"3313",1.928715459,22322,"Brazil",22322,0.580614633,1.348100826
"3314",1.93361083,57614,"Romania",57614,0.585688848,1.347921982
"3315",1.890558869,74477,"Norway",74477,0.543169581,1.347389288
"3316",1.895240498,65284,"United States",65284,0.548076085,1.347164413
"3317",1.906360024,12445,"Latvia",12445,0.560153949,1.346206075
"3318",1.927166706,70331,"Estonia",70331,0.581874117,1.345292589
"3319",1.858404723,41642,"South Africa",41642,0.513440544,1.344964179
"3320",1.96875,50675,"China",50675,0.624185347,1.344564653
"3321",1.919513793,9137,"Tanzania",9137,0.575561701,1.343952092
"3322",1.872591019,33061,"South Africa",33061,0.529298312,1.343292707
"3323",1.906564902,62320,"Myanmar",62320,0.563526213,1.343038689
"3324",1.80652678,57556,"Canada",57556,0.463529752,1.342997028
"3325",1.902196875,53486,"Tanzania",53486,0.559293809,1.342903066
"3326",1.917292602,63902,"Ukraine",63902,0.575820381,1.341472221
"3327",1.938521134,62483,"Spain",62483,0.59722283,1.341298304
"3328",1.9,58863,"China",58863,0.559312277,1.340687723
"3329",1.938259165,7447,"Argentina",7447,0.598160924,1.340098241
"3330",1.909090909,52062,"China",52062,0.570217676,1.338873233
"3331",1.895535663,64575,"Azerbaijan",64575,0.557592592,1.337943071
"3332",1.888888889,66556,"China",66556,0.551342448,1.337546441
"3333",1.878320559,20241,"Australia",20241,0.541021305,1.337299254
"3334",1.956287808,16370,"Kenya",16370,0.619035049,1.337252759
"3335",1.867759204,41271,"Australia",41271,0.531955523,1.335803681
"3336",1.912492432,48977,"Ukraine",48977,0.577363787,1.335128645
"3337",1.92454688,68135,"Bosnia and Herzegovina",68135,0.590339695,1.334207185
"3338",1.818440394,18045,"United States",18045,0.48427304,1.334167354
"3339",1.931010107,63972,"China",63972,0.597763179,1.333246928
"3340",1.956533045,52074,"United States",52074,0.623290234,1.333242811
"3341",1.864814764,57277,"Georgia",57277,0.533896416,1.330918348
"3342",1.856986094,45711,"South Africa",45711,0.526223997,1.330762097
"3343",1.903597151,66393,"Mexico",66393,0.573061631,1.33053552
"3344",1.894259208,57324,"Azerbaijan",57324,0.565196738,1.32906247
"3345",1.862648646,72901,"Finland",72901,0.53422437,1.328424276
"3346",1.97509112,61811,"Hungary",61811,0.647433311,1.327657809
"3347",1.944513321,15749,"United States",15749,0.617064627,1.327448694
