mean_barle,Fishnet_ID,COUNTRY,Field1,Barley_Pred,Barley_Error_Ratio
3,71186,China,71186,0.66263823,2.33736177
3,48617,China,48617,0.662641571,2.337358429
3,25072,China,25072,0.662643705,2.337356295
3,60047,China,60047,0.662659717,2.337340283
3,40937,China,40937,0.662664455,2.337335545
3,60384,China,60384,0.662666825,2.337333175
3,53411,China,53411,0.662673478,2.337326522
3,64253,China,64253,0.662673478,2.337326522
3,67812,China,67812,0.662683658,2.337316342
3,69896,China,69896,0.662698565,2.337301435
3,60547,China,60547,0.662700231,2.337299769
3,51444,China,51444,0.662709872,2.337290128
3,46685,China,46685,0.662713127,2.337286873
3,47961,China,47961,0.662716582,2.337283418
3,40855,China,40855,0.662721643,2.337278357
3,40281,China,40281,0.662723653,2.337276347
3,46638,China,46638,0.662725247,2.337274753
3,54427,China,54427,0.662732322,2.337267679
3,72659,China,72659,0.662738975,2.337261025
3,48643,China,48643,0.662742166,2.337257834
3,66709,China,66709,0.66275977,2.33724023
3,49472,China,49472,0.662761477,2.337238523
3,69484,China,69484,0.662763216,2.337236784
3,57793,China,57793,0.662771738,2.337228262
3,66619,China,66619,0.662772447,2.337227553
3,60166,China,60166,0.662773505,2.337226495
3,62560,China,62560,0.662785804,2.337214196
3,53511,China,53511,0.662786555,2.337213445
2.916666667,65054,China,65054,0.579460963,2.337205704
3,53614,China,53614,0.662799203,2.337200797
3,67132,China,67132,0.662799413,2.337200587
3,52118,China,52118,0.662810437,2.337189563
3,59556,China,59556,0.662811103,2.337188897
3,60307,China,60307,0.662812451,2.337187549
3,65894,China,65894,0.662813416,2.337186584
3,67910,China,67910,0.662816114,2.337183886
3,50696,China,50696,0.662821481,2.337178519
3,49718,China,49718,0.662824218,2.337175782
3,44750,China,44750,0.662824867,2.337175133
3,55284,China,55284,0.662832804,2.337167196
3,66794,China,66794,0.662839409,2.337160591
3,67788,China,67788,0.662879595,2.337120405
3,20586,China,20586,0.662893035,2.337106965
3,3005,China,3005,0.662898356,2.337101644
3,63964,China,63964,0.662899536,2.337100464
3,64246,China,64246,0.662907658,2.337092342
3,46769,China,46769,0.662944112,2.337055888
3,3302,China,3302,0.662959051,2.337040949
3,62679,China,62679,0.66296095,2.33703905
3,55077,China,55077,0.6629659,2.3370341
3,66298,China,66298,0.66297508,2.33702492
3,67743,China,67743,0.662982355,2.337017645
3,67135,China,67135,0.66299635,2.33700365
3,45631,China,45631,0.662996837,2.337003163
2.932116218,56337,United States,56337,0.595133078,2.33698314
3,59627,China,59627,0.663046645,2.336953355
3,58786,China,58786,0.663080798,2.336919202
3,63616,China,63616,0.663100847,2.336899153
3,47653,China,47653,0.663103474,2.336896526
3,60374,China,60374,0.663109229,2.336890771
3,46733,China,46733,0.663112462,2.336887538
3,56624,China,56624,0.663119299,2.336880701
3,68321,China,68321,0.66313918,2.33686082
3,51931,China,51931,0.663151845,2.336848155
3,52908,China,52908,0.663164147,2.336835853
3,29892,China,29892,0.663181277,2.336818723
3,36077,China,36077,0.66318428,2.33681572
3,51538,China,51538,0.66319722,2.33680278
3,60049,China,60049,0.663218593,2.336781407
3,67332,China,67332,0.663218593,2.336781407
3,58144,China,58144,0.663224413,2.336775587
3,62531,China,62531,0.663285415,2.336714585
3,64002,China,64002,0.663297449,2.336702551
3,63174,China,63174,0.663301521,2.336698479
3,68837,China,68837,0.663303413,2.336696587
3,47054,China,47054,0.663306824,2.336693176
3,43694,China,43694,0.663311997,2.336688003
3,72499,China,72499,0.663340779,2.336659221
3,43871,China,43871,0.663342953,2.336657047
3,64337,China,64337,0.663362864,2.336637136
3,57342,China,57342,0.663404004,2.336595996
3,65416,China,65416,0.663405471,2.336594529
3,67361,China,67361,0.663417314,2.336582686
3,71335,China,71335,0.663422014,2.336577986
3,57044,China,57044,0.663475784,2.336524216
3,32606,China,32606,0.663475818,2.336524182
3,64532,China,64532,0.663484496,2.336515504
3,50063,China,50063,0.663487084,2.336512916
3,70871,China,70871,0.663518167,2.336481833
3,61391,China,61391,0.663535446,2.336464554
3,69898,China,69898,0.66353652,2.33646348
3,12392,China,12392,0.663553242,2.336446758
3,65694,China,65694,0.663564781,2.336435219
3,47934,China,47934,0.663577008,2.336422992
3,50072,China,50072,0.663579632,2.336420368
3,57293,China,57293,0.663581406,2.336418594
3,56727,China,56727,0.66358175,2.33641825
3,68535,China,68535,0.663588559,2.336411441
3,72189,China,72189,0.66361632,2.33638368
3,60108,China,60108,0.663617033,2.336382967
3,53965,China,53965,0.663622514,2.336377486
3,35585,China,35585,0.663635018,2.336364982
3,66188,China,66188,0.663669703,2.336330297
3,33282,China,33282,0.66367888,2.33632112
3,67700,China,67700,0.663683621,2.336316379
3,49142,China,49142,0.663687448,2.336312552
3,44962,China,44962,0.663692704,2.336307296
3,68314,China,68314,0.663715247,2.336284753
3,49365,China,49365,0.66371745,2.33628255
3,62070,China,62070,0.663720903,2.336279097
3,66138,China,66138,0.663771322,2.336228678
3,59376,China,59376,0.663772181,2.336227819
3,67640,China,67640,0.663776025,2.336223975
3,49656,China,49656,0.663784264,2.336215736
3,57735,China,57735,0.663809675,2.336190325
3,66127,China,66127,0.663826691,2.336173309
3,62561,China,62561,0.663841164,2.336158836
3,65430,China,65430,0.663854466,2.336145534
3,49443,China,49443,0.663854758,2.336145242
3,46323,China,46323,0.663899423,2.336100577
3,54998,China,54998,0.663907506,2.336092494
3,51508,China,51508,0.663914171,2.336085829
3,60802,China,60802,0.663962173,2.336037827
3,68308,China,68308,0.663966491,2.336033509
3,56306,China,56306,0.663972607,2.336027393
3,56302,China,56302,0.664002968,2.335997032
3,61258,China,61258,0.664010153,2.335989847
3,50922,China,50922,0.664010277,2.335989723
3,49486,China,49486,0.664019523,2.335980477
3,63318,China,63318,0.66403602,2.33596398
3,35756,China,35756,0.664037437,2.335962563
3,7847,China,7847,0.66404516,2.33595484
3,51640,China,51640,0.664046248,2.335953752
3,63809,China,63809,0.664061099,2.335938901
3,51821,China,51821,0.664091153,2.335908847
3,57951,China,57951,0.664126495,2.335873505
3,48817,China,48817,0.664140981,2.335859019
3,50031,China,50031,0.664192712,2.335807288
3,58836,China,58836,0.664204658,2.335795342
3,43513,China,43513,0.664229692,2.335770308
3,66982,China,66982,0.664236648,2.335763352
3,63983,China,63983,0.664254063,2.335745937
3,44947,China,44947,0.664264766,2.335735234
3,65585,China,65585,0.664267443,2.335732557
3,66956,China,66956,0.664267443,2.335732557
3,65352,China,65352,0.66430259,2.33569741
3,49523,China,49523,0.664341914,2.335658086
3,49138,China,49138,0.664348347,2.335651653
3,57990,China,57990,0.664355264,2.335644736
3,69030,China,69030,0.66435558,2.33564442
3,63264,China,63264,0.664364858,2.335635142
3,57150,China,57150,0.664398648,2.335601352
3,44626,China,44626,0.664399223,2.335600777
3,45129,China,45129,0.664563651,2.335436349
3,47819,China,47819,0.664597171,2.335402829
3,34526,China,34526,0.664720115,2.335279885
2.931818182,61318,Vietnam,61318,0.59654389,2.335274292
3,32448,China,32448,0.664725939,2.335274061
3,65999,China,65999,0.664783643,2.335216357
3,64621,China,64621,0.664811699,2.335188301
3,52504,China,52504,0.664861506,2.335138494
2.931732234,69624,Canada,69624,0.596630303,2.335101931
3,60677,China,60677,0.664903737,2.335096263
3,58020,China,58020,0.664907807,2.335092193
2.990537536,45860,Poland,45860,0.655470048,2.335067488
3,66133,China,66133,0.664984763,2.335015237
3,38028,China,38028,0.665008745,2.334991255
3,56492,China,56492,0.665058027,2.334941973
3,63598,China,63598,0.665059741,2.334940259
3,62616,China,62616,0.665064855,2.334935145
3,67839,China,67839,0.665119101,2.334880899
3,68969,China,68969,0.665142637,2.334857363
3,60525,China,60525,0.665166976,2.334833024
3,67850,China,67850,0.665170573,2.334829427
3,63085,China,63085,0.665195043,2.334804957
3,25436,China,25436,0.665210625,2.334789375
3,66671,China,66671,0.665269036,2.334730964
3,65911,China,65911,0.665304413,2.334695587
3,45545,China,45545,0.665308638,2.334691362
3,58942,China,58942,0.665363185,2.334636815
3,59870,China,59870,0.665446334,2.334553666
3,63999,China,63999,0.665468954,2.334531046
3,60079,China,60079,0.665568426,2.334431574
2.926315759,47758,New Zealand,47758,0.591974335,2.334341424
3,66985,China,66985,0.66566589,2.33433411
3,54442,China,54442,0.665666018,2.334333982
3,61142,China,61142,0.665726394,2.334273606
3,57378,China,57378,0.665745687,2.334254313
3,65847,China,65847,0.66591797,2.33408203
3,47521,China,47521,0.665955395,2.334044605
3,67756,China,67756,0.666071971,2.333928029
3,54821,China,54821,0.666096598,2.333903402
2.994029935,68132,Japan,68132,0.660446429,2.333583506
2.972727273,50787,China,50787,0.63968005,2.333047223
3.006315874,58170,Japan,58170,0.673835864,2.33248001
2.94882226,49187,United States,49187,0.618850224,2.329972036
3.009693861,40579,Poland,40579,0.679797578,2.329896283
3.019159794,46884,Czech Republic,46884,0.690578627,2.328581167
2.963607451,53349,United States,53349,0.636553362,2.327054089
2.935857627,67763,Spain,67763,0.610587636,2.325269991
2.963290599,69990,United States,69990,0.638498598,2.324792001
2.94476638,66314,United States,66314,0.62017353,2.32459285
2.985568182,54602,China,54602,0.661345743,2.324222439
2.97236461,59023,China,59023,0.648848127,2.323516483
2.94882226,64924,United States,64924,0.625775625,2.323046636
2.914963484,69036,Bulgaria,69036,0.592884693,2.322078791
2.9681134,59211,United States,59211,0.646113813,2.321999587
2.926359398,73565,Canada,73565,0.604611263,2.321748135
2.992000084,60936,Japan,60936,0.670418695,2.321581389
2.963024676,65432,Spain,65432,0.6419394,2.321085276
2.891762907,63871,Belarus,63871,0.571211213,2.320551694
2.852032048,68637,Turkey,68637,0.53151642,2.320515628
2.96969697,64643,China,64643,0.649263402,2.320433568
2.960537559,1015,Spain,1015,0.640205982,2.320331577
2.977272727,53848,China,53848,0.658298118,2.318974609
2.94882226,66020,United States,66020,0.62992814,2.31889412
2.94882226,68153,United States,68153,0.629943406,2.318878854
2.94882226,42430,United States,42430,0.630408899,2.318413361
2.94882226,54940,United States,54940,0.630571251,2.318251009
2.902196321,71784,Canada,71784,0.583995382,2.318200939
2.94882226,49683,United States,49683,0.631081938,2.317740322
2.94882226,59559,United States,59559,0.631539652,2.317282608
2.977272727,51779,China,51779,0.660275537,2.31699719
2.999439596,52180,Czech Republic,52180,0.682998875,2.316440721
2.977272727,65011,China,65011,0.660940083,2.316332644
2.977272727,66011,China,66011,0.661053398,2.316219329
2.977272727,60114,China,60114,0.661086986,2.316185741
2.977272727,60190,China,60190,0.661185721,2.316087006
2.94882226,52177,United States,52177,0.632758502,2.316063758
2.975206612,37401,China,37401,0.659164579,2.316042033
2.94882226,55507,United States,55507,0.632932504,2.315889756
2.977272727,64798,China,64798,0.661496422,2.315776305
2.977272727,53384,China,53384,0.661639165,2.315633562
2.977272727,60566,China,60566,0.661734622,2.315538105
2.977272727,46405,China,46405,0.661781368,2.315491359
2.977272727,62357,China,62357,0.66193835,2.315334377
2.977272727,57859,China,57859,0.662097159,2.315175568
2.977272727,57487,China,57487,0.662100557,2.31517217
2.977272727,60636,China,60636,0.662410673,2.314862054
2.975,61600,China,61600,0.660143246,2.314856754
2.972222222,67160,China,67160,0.657431684,2.314790538
2.977272727,60155,China,60155,0.662542492,2.314730235
2.977272727,52140,China,52140,0.662564971,2.314707756
2.94882226,59643,United States,59643,0.634175173,2.314647087
2.977272727,48997,China,48997,0.66267512,2.314597607
3.005863655,44156,Chile,44156,0.691327241,2.314536414
2.975206612,66663,China,66663,0.660693639,2.314512973
2.975206612,44943,China,44943,0.660842604,2.314364008
2.977272727,57876,China,57876,0.662966553,2.314306174
2.94882226,61153,United States,61153,0.634628269,2.314193991
2.861111111,70525,China,70525,0.546989796,2.314121315
2.975206612,44374,China,44374,0.661158224,2.314048388
2.94882226,48151,United States,48151,0.634931007,2.313891253
2.975000083,67708,Japan,67708,0.66112857,2.313871513
2.94882226,61632,United States,61632,0.634959548,2.313862712
2.9,49332,China,49332,0.586137607,2.313862393
2.975,50745,China,50745,0.661456878,2.313543122
2.931818182,64135,Kazakhstan,64135,0.618472444,2.313345738
2.94882226,68133,United States,68133,0.635532312,2.313289948
2.975,64310,China,64310,0.661726859,2.313273141
2.975206612,55586,China,55586,0.662046738,2.313159874
2.94882226,51459,United States,51459,0.635805035,2.313017225
2.975,64101,China,64101,0.662187179,2.312812821
2.975,52578,China,52578,0.662310445,2.312689555
2.975,66199,China,66199,0.662374841,2.312625159
2.975,61213,China,61213,0.662559751,2.312440249
2.975,47597,China,47597,0.662686991,2.312313009
2.94882226,44894,United States,44894,0.636535324,2.312286936
2.985860666,65310,United States,65310,0.673629744,2.312230922
2.975,64093,China,64093,0.662812125,2.312187875
2.975,56791,China,56791,0.663010766,2.311989234
2.972727273,58600,China,58600,0.660897314,2.311829959
2.934519578,62131,Serbia,62131,0.62278216,2.311737418
2.975000083,64088,Japan,64088,0.663376075,2.311624008
2.972222222,58248,China,58248,0.660752479,2.311469743
2.975206612,53057,China,53057,0.663793264,2.311413348
2.975,55572,China,55572,0.663641375,2.311358625
2.94882226,43241,United States,43241,0.63759565,2.31122661
2.94882226,58565,United States,58565,0.637604737,2.311217523
2.983673553,67153,Japan,67153,0.672646014,2.311027539
2.972222222,61920,China,61920,0.661296081,2.310926141
2.972727273,60839,China,60839,0.661953291,2.310773982
2.971428571,48969,China,48969,0.660697387,2.310731184
2.972222222,51178,China,51178,0.661491796,2.310730426
2.975,52033,China,52033,0.664348588,2.310651412
2.972727273,59839,China,59839,0.662186543,2.31054073
2.94882226,64221,United States,64221,0.638320592,2.310501668
2.972222222,64968,China,64968,0.661864942,2.31035728
2.96875,67110,China,67110,0.658543622,2.310206378
2.972727273,54582,China,54582,0.662534107,2.310193166
2.972727273,48288,China,48288,0.662596071,2.310131202
2.94882226,57172,United States,57172,0.638773553,2.310048708
2.972222222,45639,China,45639,0.662188294,2.310033928
2.972222222,60849,China,60849,0.662237164,2.309985058
2.972727273,59844,China,59844,0.662766478,2.309960795
2.983323306,57313,United States,57313,0.673396492,2.309926814
2.94882226,64272,United States,64272,0.638932897,2.309889363
2.972727273,60869,China,60869,0.663094844,2.309632429
2.972222222,1520,China,1520,0.662660257,2.309561965
2.972222222,55105,China,55105,0.66268409,2.309538132
2.94882226,48265,United States,48265,0.639555782,2.309266478
2.94882226,43683,United States,43683,0.639628851,2.309193409
2.972222222,4073,China,4073,0.663130144,2.309092078
2.972222222,62544,China,62544,0.663193859,2.309028363
2.954545455,53254,China,53254,0.645527248,2.309018207
2.94882226,65786,United States,65786,0.639994877,2.308827383
2.94882226,61664,United States,61664,0.640210938,2.308611322
2.94882226,44232,United States,44232,0.640349664,2.308472596
2.972222222,71250,China,71250,0.663872803,2.308349419
2.94882226,64586,United States,64586,0.640645336,2.308176924
2.94882226,53680,United States,53680,0.640912676,2.307909584
2.94882226,56329,United States,56329,0.640963296,2.307858964
2.94882226,39169,United States,39169,0.640979525,2.307842735
2.944444444,64060,China,64060,0.636671346,2.307773098
2.94882226,65397,United States,65397,0.641078775,2.307743485
2.972222222,62304,China,62304,0.664688749,2.307533473
2.972222222,34829,China,34829,0.664693503,2.307528719
2.94882226,53703,United States,53703,0.64151892,2.30730334
2.96969697,71012,China,71012,0.662592549,2.307104421
2.94882226,61038,United States,61038,0.641770319,2.307051941
2.963463653,60453,United States,60453,0.656459488,2.307004165
2.94882226,48808,United States,48808,0.642036563,2.306785697
2.96969697,68395,China,68395,0.66345523,2.30624174
2.802288046,69192,Canada,69192,0.496668866,2.30561918
2.96969697,68268,China,68268,0.664228602,2.305468368
2.94882226,61199,United States,61199,0.644182371,2.304639889
2.94882226,42932,United States,42932,0.644441364,2.304380896
2.954545455,56284,China,56284,0.650166566,2.304378889
2.907741959,51726,Croatia,51726,0.603484892,2.304257067
2.938583374,45871,United States,45871,0.634474757,2.304108617
2.94882226,64547,United States,64547,0.645019936,2.303802324
2.94882226,47940,United States,47940,0.645130685,2.303691575
2.901266785,62641,Canada,62641,0.598262807,2.303003979
2.875,46808,China,46808,0.572060465,2.302939535
2.943480191,68364,United States,68364,0.640672381,2.30280781
2.94597321,64622,United States,64622,0.643428397,2.302544814
2.934972516,67358,United States,67358,0.632479802,2.302492714
2.978719071,46275,Chile,46275,0.676430664,2.302288407
2.931126676,47348,United States,47348,0.629338625,2.301788051
2.947932124,66084,United States,66084,0.647053903,2.300878221
2.962622856,52283,United States,52283,0.661770628,2.300852228
2.922256294,50950,United States,50950,0.621699225,2.300557069
2.922809238,57949,India,57949,0.622297246,2.300511992
2.933388572,59393,India,59393,0.633393202,2.29999537
2.970606928,48385,Poland,48385,0.671194964,2.299411964
2.938826665,44034,Italy,44034,0.639446366,2.299380299
2.94882226,50658,United States,50658,0.650605197,2.298217063
2.848484848,71292,China,71292,0.550410942,2.298073906
2.95,65590,China,65590,0.652656192,2.297343808
2.910910393,47555,Belarus,47555,0.613581582,2.297328811
2.932090351,70133,Canada,70133,0.634921264,2.297169087
2.954545455,64074,China,64074,0.657768907,2.296776548
2.941176471,53566,China,53566,0.645081775,2.296094696
2.9,38549,China,38549,0.604155352,2.295844648
2.872786959,49061,United States,49061,0.578129933,2.294657026
2.888888889,53904,China,53904,0.594352625,2.294536264
2.954545455,37620,China,37620,0.660475334,2.294070121
2.94882226,59800,United States,59800,0.655274288,2.293547973
2.94882226,42035,United States,42035,0.655424302,2.293397958
2.954545455,46714,China,46714,0.661367776,2.293177679
2.954545455,58760,China,58760,0.661469048,2.293076407
2.954545455,51770,China,51770,0.661479107,2.293066348
2.994677773,68599,France,68599,0.70171584,2.292961933
2.954545455,56186,China,56186,0.661676819,2.292868636
2.91302487,10155,Bosnia and Herzegovina,10155,0.620412397,2.292612473
2.916666667,56296,China,56296,0.624165479,2.292501188
2.954545455,62426,China,62426,0.662262122,2.292283333
2.950413223,62178,China,62178,0.658192126,2.292221097
2.95,30746,China,30746,0.658081035,2.291918965
2.95,42156,China,42156,0.658440867,2.291559133
2.911401636,60029,Canada,60029,0.61998771,2.291413926
2.86919719,72610,Canada,72610,0.577952864,2.291244326
2.953947125,73194,Austria,73194,0.663021772,2.290925353
2.990389795,69989,France,69989,0.700155468,2.290234327
2.890625,54211,China,54211,0.600431753,2.290193247
2.95,52030,China,52030,0.660143539,2.289856461
2.95,65600,China,65600,0.66023316,2.28976684
2.904143135,62848,United States,62848,0.614545167,2.289597968
2.875,63186,China,63186,0.585616465,2.289383535
2.950413223,57417,China,57417,0.661930622,2.288482601
2.926761645,57877,United States,57877,0.638340091,2.288421554
2.945454545,65746,China,65746,0.657140798,2.288313747
2.950413223,64989,China,64989,0.662302516,2.288110707
2.95,67956,China,67956,0.661932523,2.288067477
2.950413223,58156,China,58156,0.662389376,2.288023847
2.95,56623,China,56623,0.662299928,2.287700072
2.95,60179,China,60179,0.662381397,2.287618604
2.95,41074,China,41074,0.662448307,2.287551693
2.95,50223,China,50223,0.662632302,2.287367698
2.95,62596,China,62596,0.662640826,2.287359174
2.95,67253,China,67253,0.662973968,2.287026032
2.926482697,57800,United States,57800,0.639906254,2.286576443
2.94882226,50755,United States,50755,0.662637318,2.286184942
2.850366013,61502,Canada,61502,0.564238248,2.286127765
2.95,58158,China,58158,0.663927892,2.286072108
2.95,4794,China,4794,0.663941707,2.286058293
2.861111111,40836,China,40836,0.575543342,2.285567769
2.944444444,66739,China,66739,0.659031877,2.285412567
2.87273826,62633,Canada,62633,0.587389111,2.285349149
2.947368421,47165,China,47165,0.662160112,2.285208309
2.917962503,69751,Sweden,69751,0.633350827,2.284611676
2.944444444,12402,China,12402,0.660125453,2.284318991
2.924248741,27935,United States,27935,0.640123861,2.28412488
2.945454545,64995,China,64995,0.662519166,2.282935379
2.945454545,58802,China,58802,0.663076772,2.282377773
2.944444444,63531,China,63531,0.662173382,2.282271062
2.944444444,46327,China,46327,0.662193011,2.282251433
2.944444444,41567,China,41567,0.662252905,2.282191539
2.919243122,49960,United States,49960,0.63714838,2.282094742
2.945454545,52206,China,52206,0.663814899,2.281639646
2.921419581,64875,United States,64875,0.639939092,2.281480489
2.854275684,59347,Canada,59347,0.573563071,2.280712613
2.944444444,46177,China,46177,0.664273919,2.280170525
2.916888508,70387,Hungary,70387,0.63685911,2.280029398
2.88251237,54328,Italy,54328,0.602836695,2.279675675
2.942857143,49178,China,49178,0.663602143,2.279255
2.899675222,52158,United States,52158,0.620581212,2.27909401
2.972235435,46622,Chile,46622,0.695274635,2.2769608
2.921919306,68553,Turkey,68553,0.645275817,2.276643489
2.924942726,52125,Turkey,52125,0.64876338,2.276179346
2.877035076,50580,Mexico,50580,0.601069444,2.275965632
2.931818182,43198,China,43198,0.656167581,2.275650601
2.931818182,58796,China,58796,0.659086132,2.27273205
2.931818182,37796,China,37796,0.65916624,2.272651942
2.931818182,42934,China,42934,0.659337328,2.272480854
2.900081396,63752,United States,63752,0.627801054,2.272280342
2.93258427,53838,China,53838,0.660668625,2.271915645
2.931818182,59708,China,59708,0.660632005,2.271186177
2.902591987,49658,Bulgaria,49658,0.631427238,2.271164749
2.931818182,63855,China,63855,0.661171757,2.270646425
2.931818182,60651,China,60651,0.661323733,2.270494449
2.861111111,69714,China,69714,0.590994927,2.270116184
2.934782609,66192,China,66192,0.665134324,2.269648285
2.931818182,60006,China,60006,0.662172223,2.269645959
2.931818182,64171,China,64171,0.662461339,2.269356843
2.931818182,66257,China,66257,0.662468869,2.269349313
2.874228008,36401,Sweden,36401,0.604909745,2.269318263
2.905481069,56552,United States,56552,0.636711849,2.26876922
2.930821359,68257,Poland,68257,0.66347632,2.267345039
2.925619835,63551,China,63551,0.658723007,2.266896828
2.922014785,54511,United States,54511,0.656083488,2.265931297
2.874320825,56445,Canada,56445,0.608539601,2.265781224
2.925,65485,China,65485,0.659832786,2.265167214
2.925619835,57987,China,57987,0.660522905,2.26509693
2.925619835,50034,China,50034,0.660785962,2.264833873
2.795717154,65260,Egypt,65260,0.531482013,2.264235141
2.925,58475,China,58475,0.661076782,2.263923218
2.925,57117,China,57117,0.661223593,2.263776407
2.925619835,45045,China,45045,0.662037119,2.263582716
2.925,44647,China,44647,0.661724711,2.263275289
2.925619835,58060,China,58060,0.662406719,2.263213116
2.879110427,38515,Egypt,38515,0.615906226,2.263204201
2.924369748,44981,China,44981,0.66117608,2.263193668
2.90272231,61791,United States,61791,0.639573427,2.263148883
2.925,46429,China,46429,0.661884405,2.263115595
2.925,26168,China,26168,0.661957114,2.263042886
2.925,34447,China,34447,0.662010653,2.262989347
2.925,51298,China,51298,0.662061109,2.262938891
2.891630848,56175,India,56175,0.628719085,2.262911763
2.777777778,44766,China,44766,0.514950924,2.262826854
2.925,15477,China,15477,0.662212925,2.262787075
2.925,58811,China,58811,0.662317169,2.262682831
2.925,59595,China,59595,0.662380883,2.262619117
2.925,51959,China,51959,0.662437252,2.262562748
2.925,66193,China,66193,0.662945002,2.262054998
2.934680229,46083,Chile,46083,0.672895701,2.261784528
2.925,55398,China,55398,0.663494566,2.261505434
2.925,67425,China,67425,0.663596245,2.261403755
2.925,38871,China,38871,0.663646148,2.261353852
2.925,31243,China,31243,0.663928001,2.261071999
2.921052632,38126,China,38126,0.660116552,2.26093608
2.833333333,52385,China,52385,0.572475822,2.260857511
2.925,60205,China,60205,0.664367945,2.260632055
2.916666667,27867,China,27867,0.656221221,2.260445446
2.89861149,67419,Bulgaria,67419,0.638675886,2.259935604
2.919642857,65521,China,65521,0.660826694,2.258816163
2.918181818,58576,China,58576,0.65976747,2.258414348
2.90625,64725,China,64725,0.647937479,2.258312521
2.92777786,52350,Japan,52350,0.669510963,2.258266897
2.916666667,68832,China,68832,0.659059923,2.257606744
2.906091052,43826,Hungary,43826,0.64911378,2.256977272
2.918181818,61497,China,61497,0.662433707,2.255748111
2.918181818,62869,China,62869,0.662704133,2.255477685
2.916666667,31820,China,31820,0.661505846,2.255160821
2.916666667,7593,China,7593,0.662188369,2.254478298
2.926482697,65755,United States,65755,0.672275895,2.254206802
2.916666667,69488,China,69488,0.66247688,2.254189787
2.71727266,34282,Mozambique,34282,0.463106933,2.254165727
2.881803572,62409,United States,62409,0.62779964,2.254003932
2.916666667,62741,China,62741,0.662663947,2.25400272
2.811851151,71084,Canada,71084,0.558613523,2.253237628
2.875,74307,China,74307,0.622618995,2.252381005
2.883628044,68704,Spain,68704,0.631570723,2.252057321
2.874981139,42635,Chile,42635,0.622975842,2.252005297
2.83093323,61123,Canada,61123,0.579507699,2.251425531
2.84375,62866,China,62866,0.592539468,2.251210532
2.779235924,53036,Canada,53036,0.528232514,2.25100341
2.915582882,62922,United States,62922,0.665131736,2.250451146
2.909090909,47585,China,47585,0.658810673,2.250280236
2.853698961,30526,United States,30526,0.603488921,2.25021004
2.909090909,66829,China,66829,0.659782602,2.249308307
2.89956071,45679,Poland,45679,0.65087546,2.24868525
2.909090909,47193,China,47193,0.660770905,2.248320004
2.909090909,55891,China,55891,0.660966193,2.248124716
2.909090909,57152,China,57152,0.66125654,2.247834369
2.909090909,60616,China,60616,0.661406832,2.247684077
2.909090909,62646,China,62646,0.661559947,2.247530962
2.836194922,43289,Norway,43289,0.588804008,2.247390914
2.875,59140,China,59140,0.627852022,2.247147978
2.909090909,50439,China,50439,0.662291296,2.246799613
2.839999962,78251,Norway,78251,0.593287373,2.246712589
2.963247469,27620,France,27620,0.717221429,2.24602604
2.888278882,65037,United States,65037,0.642537449,2.245741433
2.844520322,68852,Canada,68852,0.599347589,2.245172733
2.909090909,44182,China,44182,0.663961441,2.245129468
2.881560851,62355,United States,62355,0.636491998,2.245068853
2.861111111,62795,China,62795,0.616181762,2.244929349
2.91,45575,China,45575,0.665633411,2.244366589
2.80034369,64714,Turkey,64714,0.557489036,2.242854654
2.830295158,44269,United States,44269,0.588240461,2.242054697
2.869829867,62333,Canada,62333,0.628462019,2.241367848
2.859542035,58017,Bosnia and Herzegovina,58017,0.618839239,2.240702796
2.92281349,60625,United States,60625,0.682476446,2.240337044
2.9,59852,China,59852,0.659790576,2.240209424
2.86176633,46575,United States,46575,0.621891489,2.239874841
2.9,65134,China,65134,0.660221426,2.239778574
2.820033765,49835,Mexico,49835,0.580543172,2.239490593
2.825457441,66767,Canada,66767,0.58612382,2.239333621
2.800782154,60446,Canada,60446,0.561691447,2.239090707
2.9,58110,China,58110,0.661130113,2.238869887
2.9,60399,China,60399,0.661173077,2.238826923
2.9,65763,China,65763,0.661473712,2.238526288
2.91121115,43247,Chile,43247,0.67288254,2.23832861
2.9,64465,China,64465,0.661695819,2.238304181
2.9,54738,China,54738,0.661722694,2.238277306
2.9,43424,China,43424,0.662140803,2.237859197
2.9,61074,China,61074,0.662279992,2.237720008
2.9,44828,China,44828,0.662333166,2.237666834
2.875517238,64557,United States,64557,0.638900274,2.236616964
2.914285796,64068,Japan,64068,0.677914889,2.236370907
2.909251418,35131,United States,35131,0.672983469,2.236267949
2.886387,28540,United States,28540,0.650200137,2.236186863
2.908294802,70941,Poland,70941,0.672559001,2.235735801
2.9,49594,China,49594,0.664422587,2.235577413
2.878636758,74144,Ukraine,74144,0.643306843,2.235329915
2.895348837,66520,China,66520,0.660168493,2.235180344
3.020698138,50142,Germany,50142,0.786837328,2.23386081
2.890909091,52031,China,52031,0.657191599,2.233717492
2.832831442,57811,Canada,57811,0.599658652,2.23317279
2.839125514,66688,Canada,66688,0.60680397,2.232321544
2.888888889,57253,China,57253,0.65673524,2.232153649
2.756403364,47637,Canada,47637,0.52451443,2.231888934
2.829339092,44308,Ukraine,44308,0.597774177,2.231564915
2.888888889,71467,China,71467,0.657328943,2.231559946
2.810152769,53118,Canada,53118,0.578627171,2.231525598
2.894736842,56648,China,56648,0.663357869,2.231378973
2.887883253,54116,United States,54116,0.656680165,2.231203088
2.818744607,53381,Canada,53381,0.587590566,2.231154041
