Crop,response,predictor,quantile,model,predictor.name,response.name
Groundnut,0.219870437,4.132545198,0.5,1,GDP,Yield
Groundnut,0.219870437,4.144897728,0.5,1,GDP,Yield
Groundnut,0.219870437,4.157250257,0.5,1,GDP,Yield
Groundnut,0.219870437,4.169602787,0.5,1,GDP,Yield
Groundnut,0.219870437,4.181955317,0.5,1,GDP,Yield
Groundnut,0.220124125,4.194307847,0.5,1,GDP,Yield
Groundnut,0.220124125,4.206660376,0.5,1,GDP,Yield
Groundnut,0.220124125,4.219012906,0.5,1,GDP,Yield
Groundnut,0.220124125,4.231365436,0.5,1,GDP,Yield
Groundnut,0.220124125,4.243717965,0.5,1,GDP,Yield
Groundnut,0.220124125,4.256070495,0.5,1,GDP,Yield
Groundnut,0.220124125,4.268423025,0.5,1,GDP,Yield
Groundnut,0.218964245,4.280775555,0.5,1,GDP,Yield
Groundnut,0.218964245,4.293128084,0.5,1,GDP,Yield
Groundnut,0.218964245,4.305480614,0.5,1,GDP,Yield
Groundnut,0.218964245,4.317833144,0.5,1,GDP,Yield
Groundnut,0.218964245,4.330185674,0.5,1,GDP,Yield
Groundnut,0.218964245,4.342538203,0.5,1,GDP,Yield
Groundnut,0.218964245,4.354890733,0.5,1,GDP,Yield
Groundnut,0.218964245,4.367243263,0.5,1,GDP,Yield
Groundnut,0.218964245,4.379595792,0.5,1,GDP,Yield
Groundnut,0.218964245,4.391948322,0.5,1,GDP,Yield
Groundnut,0.218964245,4.404300852,0.5,1,GDP,Yield
Groundnut,0.218964245,4.416653382,0.5,1,GDP,Yield
Groundnut,0.218964245,4.429005911,0.5,1,GDP,Yield
Groundnut,0.218964245,4.441358441,0.5,1,GDP,Yield
Groundnut,0.218964245,4.453710971,0.5,1,GDP,Yield
Groundnut,0.218964245,4.4660635,0.5,1,GDP,Yield
Groundnut,0.218964245,4.47841603,0.5,1,GDP,Yield
Groundnut,0.218964245,4.49076856,0.5,1,GDP,Yield
Groundnut,0.218964245,4.50312109,0.5,1,GDP,Yield
Groundnut,0.218964245,4.515473619,0.5,1,GDP,Yield
Groundnut,0.218964245,4.527826149,0.5,1,GDP,Yield
Groundnut,0.218964245,4.540178679,0.5,1,GDP,Yield
Groundnut,0.218964245,4.552531209,0.5,1,GDP,Yield
Groundnut,0.326437108,2.094377794,0.9,1,GDP,Yield
Groundnut,0.326437108,2.106730323,0.9,1,GDP,Yield
Groundnut,0.326437108,2.119082853,0.9,1,GDP,Yield
Groundnut,0.326437108,2.131435383,0.9,1,GDP,Yield
Groundnut,0.326437108,2.143787912,0.9,1,GDP,Yield
Groundnut,0.326437108,2.156140442,0.9,1,GDP,Yield
Groundnut,0.326437108,2.168492972,0.9,1,GDP,Yield
Groundnut,0.326437108,2.180845502,0.9,1,GDP,Yield
Groundnut,0.326437108,2.193198031,0.9,1,GDP,Yield
Groundnut,0.326437108,2.205550561,0.9,1,GDP,Yield
Groundnut,0.326437108,2.217903091,0.9,1,GDP,Yield
Groundnut,0.326437108,2.23025562,0.9,1,GDP,Yield
Groundnut,0.326437108,2.24260815,0.9,1,GDP,Yield
Groundnut,0.326437108,2.25496068,0.9,1,GDP,Yield
Groundnut,0.326437108,2.26731321,0.9,1,GDP,Yield
Groundnut,0.326437108,2.279665739,0.9,1,GDP,Yield
Groundnut,0.326437108,2.292018269,0.9,1,GDP,Yield
Groundnut,0.326437108,2.304370799,0.9,1,GDP,Yield
Groundnut,0.326437108,2.316723329,0.9,1,GDP,Yield
Groundnut,0.326437108,2.329075858,0.9,1,GDP,Yield
Groundnut,0.326437108,2.341428388,0.9,1,GDP,Yield
Groundnut,0.326437108,2.353780918,0.9,1,GDP,Yield
Groundnut,0.326437108,2.366133447,0.9,1,GDP,Yield
Groundnut,0.326437108,2.378485977,0.9,1,GDP,Yield
Groundnut,0.326437108,2.390838507,0.9,1,GDP,Yield
Groundnut,0.326437108,2.403191037,0.9,1,GDP,Yield
Groundnut,0.326437108,2.415543566,0.9,1,GDP,Yield
Groundnut,0.326437108,2.427896096,0.9,1,GDP,Yield
Groundnut,0.326349787,2.440248626,0.9,1,GDP,Yield
Groundnut,0.326349787,2.452601156,0.9,1,GDP,Yield
Groundnut,0.326583443,2.464953685,0.9,1,GDP,Yield
Groundnut,0.326583443,2.477306215,0.9,1,GDP,Yield
Groundnut,0.326583443,2.489658745,0.9,1,GDP,Yield
Groundnut,0.326583443,2.502011274,0.9,1,GDP,Yield
Groundnut,0.326583443,2.514363804,0.9,1,GDP,Yield
Groundnut,0.326743823,2.526716334,0.9,1,GDP,Yield
Groundnut,0.326743823,2.539068864,0.9,1,GDP,Yield
Groundnut,0.327723361,2.551421393,0.9,1,GDP,Yield
Groundnut,0.327723361,2.563773923,0.9,1,GDP,Yield
Groundnut,0.327723361,2.576126453,0.9,1,GDP,Yield
Groundnut,0.327723361,2.588478982,0.9,1,GDP,Yield
Groundnut,0.328333044,2.600831512,0.9,1,GDP,Yield
Groundnut,0.328773119,2.613184042,0.9,1,GDP,Yield
Groundnut,0.328773119,2.625536572,0.9,1,GDP,Yield
Groundnut,0.328773119,2.637889101,0.9,1,GDP,Yield
Groundnut,0.328773119,2.650241631,0.9,1,GDP,Yield
Groundnut,0.328773119,2.662594161,0.9,1,GDP,Yield
Groundnut,0.328773119,2.674946691,0.9,1,GDP,Yield
Groundnut,0.328773119,2.68729922,0.9,1,GDP,Yield
Groundnut,0.328773119,2.69965175,0.9,1,GDP,Yield
Groundnut,0.328773119,2.71200428,0.9,1,GDP,Yield
Groundnut,0.328773119,2.724356809,0.9,1,GDP,Yield
Groundnut,0.328773119,2.736709339,0.9,1,GDP,Yield
Groundnut,0.328773119,2.749061869,0.9,1,GDP,Yield
Groundnut,0.328773119,2.761414399,0.9,1,GDP,Yield
Groundnut,0.328773119,2.773766928,0.9,1,GDP,Yield
Groundnut,0.329813291,2.786119458,0.9,1,GDP,Yield
Groundnut,0.329813291,2.798471988,0.9,1,GDP,Yield
Groundnut,0.33054686,2.810824517,0.9,1,GDP,Yield
Groundnut,0.33054686,2.823177047,0.9,1,GDP,Yield
Groundnut,0.33054686,2.835529577,0.9,1,GDP,Yield
Groundnut,0.33054686,2.847882107,0.9,1,GDP,Yield
Groundnut,0.331680405,2.860234636,0.9,1,GDP,Yield
Groundnut,0.331680405,2.872587166,0.9,1,GDP,Yield
Groundnut,0.331680405,2.884939696,0.9,1,GDP,Yield
Groundnut,0.332503134,2.897292226,0.9,1,GDP,Yield
Groundnut,0.334517538,2.909644755,0.9,1,GDP,Yield
Groundnut,0.334517538,2.921997285,0.9,1,GDP,Yield
Groundnut,0.334517538,2.934349815,0.9,1,GDP,Yield
Groundnut,0.334517538,2.946702344,0.9,1,GDP,Yield
Groundnut,0.334517538,2.959054874,0.9,1,GDP,Yield
Groundnut,0.334517538,2.971407404,0.9,1,GDP,Yield
Groundnut,0.334517538,2.983759934,0.9,1,GDP,Yield
Groundnut,0.334517538,2.996112463,0.9,1,GDP,Yield
Groundnut,0.334407496,3.008464993,0.9,1,GDP,Yield
Groundnut,0.334063337,3.020817523,0.9,1,GDP,Yield
Groundnut,0.334063337,3.033170053,0.9,1,GDP,Yield
Groundnut,0.334063337,3.045522582,0.9,1,GDP,Yield
Groundnut,0.334063337,3.057875112,0.9,1,GDP,Yield
Groundnut,0.334063337,3.070227642,0.9,1,GDP,Yield
Groundnut,0.334063337,3.082580171,0.9,1,GDP,Yield
Groundnut,0.33410196,3.094932701,0.9,1,GDP,Yield
Groundnut,0.33410196,3.107285231,0.9,1,GDP,Yield
Groundnut,0.33410196,3.119637761,0.9,1,GDP,Yield
Groundnut,0.33410196,3.13199029,0.9,1,GDP,Yield
Groundnut,0.334774003,3.14434282,0.9,1,GDP,Yield
Groundnut,0.334774003,3.15669535,0.9,1,GDP,Yield
Groundnut,0.334774003,3.169047879,0.9,1,GDP,Yield
Groundnut,0.335132457,3.181400409,0.9,1,GDP,Yield
Groundnut,0.335132457,3.193752939,0.9,1,GDP,Yield
Groundnut,0.335132457,3.206105469,0.9,1,GDP,Yield
Groundnut,0.335132457,3.218457998,0.9,1,GDP,Yield
Groundnut,0.335132457,3.230810528,0.9,1,GDP,Yield
Groundnut,0.335132457,3.243163058,0.9,1,GDP,Yield
Groundnut,0.335132457,3.255515588,0.9,1,GDP,Yield
Groundnut,0.335132457,3.267868117,0.9,1,GDP,Yield
Groundnut,0.335132457,3.280220647,0.9,1,GDP,Yield
Groundnut,0.335132457,3.292573177,0.9,1,GDP,Yield
Groundnut,0.335132457,3.304925706,0.9,1,GDP,Yield
Groundnut,0.335132457,3.317278236,0.9,1,GDP,Yield
Groundnut,0.335132457,3.329630766,0.9,1,GDP,Yield
Groundnut,0.335132457,3.341983296,0.9,1,GDP,Yield
Groundnut,0.335132457,3.354335825,0.9,1,GDP,Yield
Groundnut,0.335132457,3.366688355,0.9,1,GDP,Yield
Groundnut,0.335132457,3.379040885,0.9,1,GDP,Yield
Groundnut,0.335132457,3.391393415,0.9,1,GDP,Yield
Groundnut,0.335132457,3.403745944,0.9,1,GDP,Yield
Groundnut,0.335132457,3.416098474,0.9,1,GDP,Yield
Groundnut,0.335132457,3.428451004,0.9,1,GDP,Yield
Groundnut,0.335132457,3.440803533,0.9,1,GDP,Yield
Groundnut,0.335132457,3.453156063,0.9,1,GDP,Yield
Groundnut,0.335132457,3.465508593,0.9,1,GDP,Yield
Groundnut,0.335132457,3.477861123,0.9,1,GDP,Yield
Groundnut,0.335132457,3.490213652,0.9,1,GDP,Yield
Groundnut,0.335132457,3.502566182,0.9,1,GDP,Yield
Groundnut,0.335132457,3.514918712,0.9,1,GDP,Yield
Groundnut,0.335132457,3.527271241,0.9,1,GDP,Yield
Groundnut,0.335132457,3.539623771,0.9,1,GDP,Yield
Groundnut,0.335103938,3.551976301,0.9,1,GDP,Yield
Groundnut,0.335103938,3.564328831,0.9,1,GDP,Yield
Groundnut,0.335695112,3.57668136,0.9,1,GDP,Yield
Groundnut,0.335695112,3.58903389,0.9,1,GDP,Yield
Groundnut,0.335695112,3.60138642,0.9,1,GDP,Yield
Groundnut,0.335695112,3.61373895,0.9,1,GDP,Yield
Groundnut,0.335695112,3.626091479,0.9,1,GDP,Yield
Groundnut,0.335695112,3.638444009,0.9,1,GDP,Yield
Groundnut,0.335695112,3.650796539,0.9,1,GDP,Yield
Groundnut,0.335695112,3.663149068,0.9,1,GDP,Yield
Groundnut,0.335695112,3.675501598,0.9,1,GDP,Yield
Groundnut,0.335695112,3.687854128,0.9,1,GDP,Yield
Groundnut,0.335695112,3.700206658,0.9,1,GDP,Yield
Groundnut,0.335695112,3.712559187,0.9,1,GDP,Yield
Groundnut,0.335695112,3.724911717,0.9,1,GDP,Yield
Groundnut,0.335695112,3.737264247,0.9,1,GDP,Yield
Groundnut,0.335695112,3.749616776,0.9,1,GDP,Yield
Groundnut,0.335695112,3.761969306,0.9,1,GDP,Yield
Groundnut,0.335695112,3.774321836,0.9,1,GDP,Yield
Groundnut,0.335695112,3.786674366,0.9,1,GDP,Yield
Groundnut,0.335664686,3.799026895,0.9,1,GDP,Yield
Groundnut,0.335971853,3.811379425,0.9,1,GDP,Yield
Groundnut,0.335971853,3.823731955,0.9,1,GDP,Yield
Groundnut,0.335971853,3.836084485,0.9,1,GDP,Yield
Groundnut,0.336250534,3.848437014,0.9,1,GDP,Yield
Groundnut,0.336250534,3.860789544,0.9,1,GDP,Yield
Groundnut,0.337239391,3.873142074,0.9,1,GDP,Yield
Groundnut,0.337239391,3.885494603,0.9,1,GDP,Yield
Groundnut,0.337239391,3.897847133,0.9,1,GDP,Yield
Groundnut,0.337239391,3.910199663,0.9,1,GDP,Yield
Groundnut,0.337239391,3.922552193,0.9,1,GDP,Yield
Groundnut,0.337940584,3.934904722,0.9,1,GDP,Yield
Groundnut,0.337940584,3.947257252,0.9,1,GDP,Yield
Groundnut,0.33831505,3.959609782,0.9,1,GDP,Yield
Groundnut,0.338769613,3.971962312,0.9,1,GDP,Yield
Groundnut,0.338769613,3.984314841,0.9,1,GDP,Yield
Groundnut,0.339494487,3.996667371,0.9,1,GDP,Yield
Groundnut,0.339494487,4.009019901,0.9,1,GDP,Yield
Groundnut,0.339693957,4.02137243,0.9,1,GDP,Yield
Groundnut,0.339693957,4.03372496,0.9,1,GDP,Yield
Groundnut,0.339693957,4.04607749,0.9,1,GDP,Yield
Groundnut,0.339693957,4.05843002,0.9,1,GDP,Yield
Groundnut,0.339693957,4.070782549,0.9,1,GDP,Yield
Groundnut,0.339693957,4.083135079,0.9,1,GDP,Yield
Groundnut,0.340674427,4.095487609,0.9,1,GDP,Yield
Groundnut,0.340674427,4.107840138,0.9,1,GDP,Yield
Groundnut,0.340674427,4.120192668,0.9,1,GDP,Yield
Groundnut,0.34097632,4.132545198,0.9,1,GDP,Yield
Groundnut,0.34097632,4.144897728,0.9,1,GDP,Yield
Groundnut,0.34097632,4.157250257,0.9,1,GDP,Yield
Groundnut,0.34097632,4.169602787,0.9,1,GDP,Yield
Groundnut,0.34097632,4.181955317,0.9,1,GDP,Yield
Groundnut,0.34097632,4.194307847,0.9,1,GDP,Yield
Groundnut,0.34097632,4.206660376,0.9,1,GDP,Yield
Groundnut,0.34097632,4.219012906,0.9,1,GDP,Yield
Groundnut,0.34097632,4.231365436,0.9,1,GDP,Yield
Groundnut,0.34097632,4.243717965,0.9,1,GDP,Yield
Groundnut,0.34097632,4.256070495,0.9,1,GDP,Yield
Groundnut,0.341148578,4.268423025,0.9,1,GDP,Yield
Groundnut,0.341148578,4.280775555,0.9,1,GDP,Yield
Groundnut,0.341148578,4.293128084,0.9,1,GDP,Yield
Groundnut,0.341148578,4.305480614,0.9,1,GDP,Yield
Groundnut,0.341148578,4.317833144,0.9,1,GDP,Yield
Groundnut,0.341148578,4.330185674,0.9,1,GDP,Yield
Groundnut,0.341148578,4.342538203,0.9,1,GDP,Yield
Groundnut,0.341148578,4.354890733,0.9,1,GDP,Yield
Groundnut,0.341148578,4.367243263,0.9,1,GDP,Yield
Groundnut,0.341148578,4.379595792,0.9,1,GDP,Yield
Groundnut,0.341148578,4.391948322,0.9,1,GDP,Yield
Groundnut,0.341148578,4.404300852,0.9,1,GDP,Yield
Groundnut,0.341148578,4.416653382,0.9,1,GDP,Yield
Groundnut,0.341148578,4.429005911,0.9,1,GDP,Yield
Groundnut,0.341148578,4.441358441,0.9,1,GDP,Yield
Groundnut,0.341148578,4.453710971,0.9,1,GDP,Yield
Groundnut,0.341148578,4.4660635,0.9,1,GDP,Yield
Groundnut,0.341148578,4.47841603,0.9,1,GDP,Yield
Groundnut,0.341148578,4.49076856,0.9,1,GDP,Yield
Groundnut,0.341148578,4.50312109,0.9,1,GDP,Yield
Groundnut,0.341148578,4.515473619,0.9,1,GDP,Yield
Groundnut,0.341148578,4.527826149,0.9,1,GDP,Yield
Groundnut,0.341148578,4.540178679,0.9,1,GDP,Yield
Groundnut,0.341148578,4.552531209,0.9,1,GDP,Yield
Groundnut,0.285176094,0,0.1,1,GCO,Yield
Groundnut,0.285176094,0.005025126,0.1,1,GCO,Yield
Groundnut,0.285176094,0.010050251,0.1,1,GCO,Yield
Groundnut,0.285176094,0.015075377,0.1,1,GCO,Yield
Groundnut,0.285176094,0.020100503,0.1,1,GCO,Yield
Groundnut,0.285176094,0.025125628,0.1,1,GCO,Yield
Groundnut,0.285176094,0.030150754,0.1,1,GCO,Yield
Groundnut,0.285176094,0.035175879,0.1,1,GCO,Yield
Groundnut,0.285176094,0.040201005,0.1,1,GCO,Yield
Groundnut,0.285176094,0.045226131,0.1,1,GCO,Yield
Groundnut,0.285176094,0.050251256,0.1,1,GCO,Yield
Groundnut,0.285176094,0.055276382,0.1,1,GCO,Yield
Groundnut,0.285176094,0.060301508,0.1,1,GCO,Yield
Groundnut,0.285176094,0.065326633,0.1,1,GCO,Yield
Groundnut,0.285176094,0.070351759,0.1,1,GCO,Yield
Groundnut,0.285176094,0.075376884,0.1,1,GCO,Yield
Groundnut,0.285176094,0.08040201,0.1,1,GCO,Yield
Groundnut,0.285176094,0.085427136,0.1,1,GCO,Yield
Groundnut,0.285176094,0.090452261,0.1,1,GCO,Yield
Groundnut,0.285176094,0.095477387,0.1,1,GCO,Yield
Groundnut,0.285176094,0.100502513,0.1,1,GCO,Yield
Groundnut,0.285176094,0.105527638,0.1,1,GCO,Yield
Groundnut,0.285176094,0.110552764,0.1,1,GCO,Yield
Groundnut,0.285176094,0.115577889,0.1,1,GCO,Yield
Groundnut,0.285176094,0.120603015,0.1,1,GCO,Yield
Groundnut,0.285176094,0.125628141,0.1,1,GCO,Yield
Groundnut,0.285176094,0.130653266,0.1,1,GCO,Yield
Groundnut,0.285176094,0.135678392,0.1,1,GCO,Yield
Groundnut,0.285176094,0.140703518,0.1,1,GCO,Yield
Groundnut,0.285176094,0.145728643,0.1,1,GCO,Yield
Groundnut,0.285176094,0.150753769,0.1,1,GCO,Yield
Groundnut,0.285176094,0.155778894,0.1,1,GCO,Yield
Groundnut,0.285176094,0.16080402,0.1,1,GCO,Yield
Groundnut,0.285176094,0.165829146,0.1,1,GCO,Yield
Groundnut,0.285176094,0.170854271,0.1,1,GCO,Yield
Groundnut,0.285176094,0.175879397,0.1,1,GCO,Yield
Groundnut,0.285176094,0.180904523,0.1,1,GCO,Yield
Groundnut,0.285176094,0.185929648,0.1,1,GCO,Yield
Groundnut,0.285176094,0.190954774,0.1,1,GCO,Yield
Groundnut,0.285176094,0.195979899,0.1,1,GCO,Yield
Groundnut,0.285176094,0.201005025,0.1,1,GCO,Yield
Groundnut,0.285176094,0.206030151,0.1,1,GCO,Yield
Groundnut,0.285176094,0.211055276,0.1,1,GCO,Yield
Groundnut,0.285176094,0.216080402,0.1,1,GCO,Yield
Groundnut,0.285176094,0.221105528,0.1,1,GCO,Yield
Groundnut,0.285176094,0.226130653,0.1,1,GCO,Yield
Groundnut,0.285176094,0.231155779,0.1,1,GCO,Yield
Groundnut,0.285176094,0.236180905,0.1,1,GCO,Yield
Groundnut,0.285176094,0.24120603,0.1,1,GCO,Yield
Groundnut,0.285176094,0.246231156,0.1,1,GCO,Yield
Groundnut,0.285176094,0.251256281,0.1,1,GCO,Yield
Groundnut,0.285176094,0.256281407,0.1,1,GCO,Yield
Groundnut,0.285176094,0.261306533,0.1,1,GCO,Yield
Groundnut,0.285176094,0.266331658,0.1,1,GCO,Yield
Groundnut,0.285176094,0.271356784,0.1,1,GCO,Yield
Groundnut,0.285176094,0.27638191,0.1,1,GCO,Yield
Groundnut,0.285176094,0.281407035,0.1,1,GCO,Yield
Groundnut,0.285176094,0.286432161,0.1,1,GCO,Yield
Groundnut,0.285176094,0.291457286,0.1,1,GCO,Yield
Groundnut,0.285176094,0.296482412,0.1,1,GCO,Yield
Groundnut,0.285176094,0.301507538,0.1,1,GCO,Yield
Groundnut,0.285176094,0.306532663,0.1,1,GCO,Yield
Groundnut,0.285176094,0.311557789,0.1,1,GCO,Yield
Groundnut,0.285176094,0.316582915,0.1,1,GCO,Yield
Groundnut,0.285176094,0.32160804,0.1,1,GCO,Yield
Groundnut,0.285176094,0.326633166,0.1,1,GCO,Yield
Groundnut,0.285176094,0.331658291,0.1,1,GCO,Yield
Groundnut,0.285176094,0.336683417,0.1,1,GCO,Yield
Groundnut,0.285176094,0.341708543,0.1,1,GCO,Yield
Groundnut,0.285176094,0.346733668,0.1,1,GCO,Yield
Groundnut,0.285176094,0.351758794,0.1,1,GCO,Yield
Groundnut,0.285176094,0.35678392,0.1,1,GCO,Yield
Groundnut,0.285176094,0.361809045,0.1,1,GCO,Yield
Groundnut,0.285176094,0.366834171,0.1,1,GCO,Yield
Groundnut,0.285176094,0.371859296,0.1,1,GCO,Yield
Groundnut,0.285176094,0.376884422,0.1,1,GCO,Yield
Groundnut,0.285176094,0.381909548,0.1,1,GCO,Yield
Groundnut,0.285176094,0.386934673,0.1,1,GCO,Yield
Groundnut,0.285176094,0.391959799,0.1,1,GCO,Yield
Groundnut,0.285176094,0.396984925,0.1,1,GCO,Yield
Groundnut,0.285176094,0.40201005,0.1,1,GCO,Yield
Groundnut,0.285176094,0.407035176,0.1,1,GCO,Yield
Groundnut,0.285176094,0.412060302,0.1,1,GCO,Yield
Groundnut,0.285176094,0.417085427,0.1,1,GCO,Yield
Groundnut,0.285176094,0.422110553,0.1,1,GCO,Yield
Groundnut,0.285176094,0.427135678,0.1,1,GCO,Yield
Groundnut,0.285176094,0.432160804,0.1,1,GCO,Yield
Groundnut,0.285176094,0.43718593,0.1,1,GCO,Yield
Groundnut,0.285176094,0.442211055,0.1,1,GCO,Yield
Groundnut,0.285176094,0.447236181,0.1,1,GCO,Yield
Groundnut,0.285176094,0.452261307,0.1,1,GCO,Yield
Groundnut,0.285176094,0.457286432,0.1,1,GCO,Yield
Groundnut,0.285176094,0.462311558,0.1,1,GCO,Yield
Groundnut,0.285176094,0.467336683,0.1,1,GCO,Yield
Groundnut,0.285176094,0.472361809,0.1,1,GCO,Yield
Groundnut,0.285176094,0.477386935,0.1,1,GCO,Yield
Groundnut,0.285176094,0.48241206,0.1,1,GCO,Yield
Groundnut,0.285176094,0.487437186,0.1,1,GCO,Yield
Groundnut,0.285176094,0.492462312,0.1,1,GCO,Yield
Groundnut,0.285176094,0.497487437,0.1,1,GCO,Yield
Groundnut,0.285178178,0.502512563,0.1,1,GCO,Yield
Groundnut,0.285178178,0.507537688,0.1,1,GCO,Yield
Groundnut,0.285178178,0.512562814,0.1,1,GCO,Yield
Groundnut,0.285178178,0.51758794,0.1,1,GCO,Yield
Groundnut,0.285178178,0.522613065,0.1,1,GCO,Yield
Groundnut,0.285178178,0.527638191,0.1,1,GCO,Yield
Groundnut,0.285178178,0.532663317,0.1,1,GCO,Yield
Groundnut,0.285178178,0.537688442,0.1,1,GCO,Yield
Groundnut,0.285178178,0.542713568,0.1,1,GCO,Yield
Groundnut,0.285178178,0.547738693,0.1,1,GCO,Yield
Groundnut,0.285178178,0.552763819,0.1,1,GCO,Yield
Groundnut,0.285178178,0.557788945,0.1,1,GCO,Yield
Groundnut,0.285178178,0.56281407,0.1,1,GCO,Yield
Groundnut,0.285178178,0.567839196,0.1,1,GCO,Yield
Groundnut,0.285178178,0.572864322,0.1,1,GCO,Yield
Groundnut,0.285178178,0.577889447,0.1,1,GCO,Yield
Groundnut,0.285178178,0.582914573,0.1,1,GCO,Yield
Groundnut,0.285178178,0.587939698,0.1,1,GCO,Yield
Groundnut,0.285178178,0.592964824,0.1,1,GCO,Yield
Groundnut,0.285178178,0.59798995,0.1,1,GCO,Yield
Groundnut,0.285178178,0.603015075,0.1,1,GCO,Yield
Groundnut,0.285178178,0.608040201,0.1,1,GCO,Yield
Groundnut,0.285178178,0.613065327,0.1,1,GCO,Yield
Groundnut,0.285178178,0.618090452,0.1,1,GCO,Yield
Groundnut,0.285178178,0.623115578,0.1,1,GCO,Yield
Groundnut,0.285178178,0.628140704,0.1,1,GCO,Yield
Groundnut,0.285178178,0.633165829,0.1,1,GCO,Yield
Groundnut,0.285178178,0.638190955,0.1,1,GCO,Yield
Groundnut,0.285178178,0.64321608,0.1,1,GCO,Yield
Groundnut,0.285178178,0.648241206,0.1,1,GCO,Yield
Groundnut,0.285178178,0.653266332,0.1,1,GCO,Yield
Groundnut,0.285178178,0.658291457,0.1,1,GCO,Yield
Groundnut,0.285178178,0.663316583,0.1,1,GCO,Yield
Groundnut,0.285178178,0.668341709,0.1,1,GCO,Yield
Groundnut,0.285178178,0.673366834,0.1,1,GCO,Yield
Groundnut,0.285178178,0.67839196,0.1,1,GCO,Yield
Groundnut,0.285178178,0.683417085,0.1,1,GCO,Yield
Groundnut,0.285178178,0.688442211,0.1,1,GCO,Yield
Groundnut,0.285178178,0.693467337,0.1,1,GCO,Yield
Groundnut,0.285178178,0.698492462,0.1,1,GCO,Yield
Groundnut,0.285178178,0.703517588,0.1,1,GCO,Yield
Groundnut,0.285178178,0.708542714,0.1,1,GCO,Yield
Groundnut,0.285178178,0.713567839,0.1,1,GCO,Yield
Groundnut,0.285178178,0.718592965,0.1,1,GCO,Yield
Groundnut,0.285178178,0.72361809,0.1,1,GCO,Yield
Groundnut,0.285178178,0.728643216,0.1,1,GCO,Yield
Groundnut,0.285178178,0.733668342,0.1,1,GCO,Yield
Groundnut,0.285178178,0.738693467,0.1,1,GCO,Yield
Groundnut,0.285178178,0.743718593,0.1,1,GCO,Yield
Groundnut,0.285178178,0.748743719,0.1,1,GCO,Yield
Groundnut,0.285178178,0.753768844,0.1,1,GCO,Yield
Groundnut,0.285178178,0.75879397,0.1,1,GCO,Yield
Groundnut,0.285178178,0.763819095,0.1,1,GCO,Yield
Groundnut,0.285178178,0.768844221,0.1,1,GCO,Yield
Groundnut,0.285178178,0.773869347,0.1,1,GCO,Yield
Groundnut,0.285178178,0.778894472,0.1,1,GCO,Yield
Groundnut,0.285178178,0.783919598,0.1,1,GCO,Yield
Groundnut,0.285178178,0.788944724,0.1,1,GCO,Yield
Groundnut,0.285178178,0.793969849,0.1,1,GCO,Yield
Groundnut,0.285178178,0.798994975,0.1,1,GCO,Yield
Groundnut,0.285178178,0.804020101,0.1,1,GCO,Yield
Groundnut,0.285178178,0.809045226,0.1,1,GCO,Yield
Groundnut,0.285178178,0.814070352,0.1,1,GCO,Yield
Groundnut,0.285178178,0.819095477,0.1,1,GCO,Yield
Groundnut,0.285178178,0.824120603,0.1,1,GCO,Yield
Groundnut,0.285178178,0.829145729,0.1,1,GCO,Yield
Groundnut,0.285178178,0.834170854,0.1,1,GCO,Yield
Groundnut,0.285178178,0.83919598,0.1,1,GCO,Yield
Groundnut,0.285178178,0.844221106,0.1,1,GCO,Yield
Groundnut,0.285178178,0.849246231,0.1,1,GCO,Yield
Groundnut,0.285178178,0.854271357,0.1,1,GCO,Yield
Groundnut,0.285178178,0.859296482,0.1,1,GCO,Yield
Groundnut,0.285178178,0.864321608,0.1,1,GCO,Yield
Groundnut,0.285178178,0.869346734,0.1,1,GCO,Yield
Groundnut,0.285178178,0.874371859,0.1,1,GCO,Yield
Groundnut,0.285178178,0.879396985,0.1,1,GCO,Yield
Groundnut,0.285178178,0.884422111,0.1,1,GCO,Yield
Groundnut,0.285178178,0.889447236,0.1,1,GCO,Yield
Groundnut,0.285178178,0.894472362,0.1,1,GCO,Yield
Groundnut,0.285178178,0.899497487,0.1,1,GCO,Yield
Groundnut,0.285178178,0.904522613,0.1,1,GCO,Yield
Groundnut,0.285178178,0.909547739,0.1,1,GCO,Yield
Groundnut,0.285178178,0.914572864,0.1,1,GCO,Yield
Groundnut,0.285178178,0.91959799,0.1,1,GCO,Yield
Groundnut,0.285178178,0.924623116,0.1,1,GCO,Yield
Groundnut,0.285178178,0.929648241,0.1,1,GCO,Yield
Groundnut,0.285178178,0.934673367,0.1,1,GCO,Yield
Groundnut,0.285178178,0.939698492,0.1,1,GCO,Yield
Groundnut,0.285178178,0.944723618,0.1,1,GCO,Yield
Groundnut,0.285178178,0.949748744,0.1,1,GCO,Yield
Groundnut,0.285178178,0.954773869,0.1,1,GCO,Yield
Groundnut,0.285178178,0.959798995,0.1,1,GCO,Yield
Groundnut,0.285178178,0.964824121,0.1,1,GCO,Yield
Groundnut,0.285178178,0.969849246,0.1,1,GCO,Yield
Groundnut,0.285178178,0.974874372,0.1,1,GCO,Yield
Groundnut,0.285178178,0.979899497,0.1,1,GCO,Yield
Groundnut,0.285178178,0.984924623,0.1,1,GCO,Yield
Groundnut,0.285178178,0.989949749,0.1,1,GCO,Yield
Groundnut,0.285178178,0.994974874,0.1,1,GCO,Yield
Groundnut,0.285178178,1,0.1,1,GCO,Yield
Groundnut,0.216774513,0,0.5,1,GCO,Yield
Groundnut,0.216774513,0.005025126,0.5,1,GCO,Yield
