FISHNET_ID,Achatina.fulica_MEAN,Paspalum.urvillei_mean,Spodoptera.frugiperda_mean,Verbesina.encelioides_mean,Xanthium.spinosum_mean,MeanProbability,Stdev
45220,0.00461092,0.002411487,0.019605475,0.152704164,0.030791844,0.042024778,0.056298739
53712,0.001463502,0.001699426,0.00055747,0.081783778,0.138531501,0.044807135,0.056296548
39961,0.003126153,0.001696439,0.00812782,0.147306082,0.015434912,0.035138281,0.056289495
47800,0.00103894,0.000247915,0.000299349,0.009040122,0.143111062,0.030747478,0.056279114
55013,0.000521485,0.001838909,0.035240611,0.039610044,0.153978703,0.04623795,0.056274702
82058,0.144258767,1.34E-05,3.94E-08,0.010717519,0.004956317,0.0319892,0.0562734
2369,0.001721997,0.002716056,0.00128547,0.127514021,0.10399494,0.047446497,0.05626885
76665,0.075902718,0.007078931,0.004656328,0.010336062,0.14838464,0.049271736,0.056248255
45961,0.053047317,0.103154053,0.02498412,0.049364685,0.183083729,0.082726781,0.056243943
34349,0.004697835,0.032466598,0.001757283,0.018208699,0.152211224,0.041868328,0.056239251
54424,0.00991651,0.008602176,0.134370842,0.000670589,0.104305511,0.051573125,0.056229904
61574,3.05E-05,0.00011489,0.023158898,0.148747408,0.017457991,0.037901935,0.056185653
5941,0.19132646,0.143136604,0.035373003,0.067756824,0.079621399,0.103442858,0.05616686
48765,0.00077475,0.002133415,0.020551938,0.067521931,0.149443977,0.048085202,0.056141453
57949,0.027048811,0.011394868,0.068782814,0.168196593,0.036666534,0.062417924,0.056119692
45923,0.004459465,0.001762926,0.086280051,0.056130927,0.152492232,0.06022512,0.056100763
48437,0.099753326,0.172909721,0.011543612,0.147252078,0.080341747,0.102360097,0.056092382
61094,0.101992761,0.006656132,0.009078673,0.002491126,0.134971806,0.0510381,0.056086372
73579,0.100502641,0.00880127,0.005227072,0.002684961,0.135076367,0.050458462,0.056085858
45816,0.04284829,0.004383326,0.009350837,0.004122413,0.150603384,0.04226165,0.056054912
61391,0.009753689,0.013312847,0.160438975,0.05721548,0.026842441,0.053512687,0.056016285
52281,0.001255625,0.000977065,0.149198085,0.035621978,0.080321383,0.053474827,0.056009399
66651,0.065723943,0.001274614,0.003444545,0.020051622,0.150058463,0.048110637,0.05599923
48977,0.002172008,0.001450646,0.137107984,0.0438097,0.111924957,0.059293059,0.055988522
58021,0.142061813,0.095550498,0.010702932,0.010047491,0.124062318,0.07648501,0.055979703
55149,0.176092154,0.039727835,0.02984502,0.074277302,0.026903111,0.069369084,0.055960733
50060,0.050495658,0.053911899,0.051742073,0.196050355,0.099150367,0.09027007,0.055958298
75133,0.143106777,0.011354083,0.005808709,0.001384057,0.084358377,0.049202401,0.055957263
68446,0.001832893,0.002430873,0.122605097,0.042681913,0.128748814,0.059659918,0.055933446
25388,0.015026792,0.04102504,0.161605136,0.007934489,0.037837824,0.052685856,0.055929846
34792,0.000120623,0.0004614,0.142016485,0.003361788,0.005192381,0.030230535,0.055924495
45766,0.251415368,0.191598527,0.096560632,0.112944236,0.153004492,0.161104651,0.05592293
30254,5.29E-05,0.000111561,0.005275883,0.123147628,0.107719503,0.0472615,0.05590784
41007,0.002779912,0.001271633,0.064294795,0.151933591,0.029749685,0.050005923,0.055873184
42879,0.145518831,0.0043185,0.027722877,1.17E-05,0.000700967,0.035654568,0.055869827
62495,0.000125169,0.000340054,0.015238599,0.143332102,0.077674203,0.047342025,0.055863016
44994,0.171527832,0.033614768,0.048191269,0.049394078,0.012432712,0.063032132,0.055862773
47114,0.122303766,0.217485633,0.048115744,0.108478018,0.156418814,0.130560395,0.055816805
63264,0.012249741,0.031769636,0.169794632,0.069741051,0.039163997,0.064543812,0.055781176
45290,0.002835597,0.007526882,0.040647213,0.156396338,0.038960592,0.049273325,0.055776931
41747,0.00036823,0.001237962,0.005972134,0.146255522,0.032296223,0.037226014,0.055753345
48501,0.141575148,0.003938626,0.004754061,4.22E-06,0.000438584,0.030142127,0.055747807
61145,0.000264849,0.004813848,0.022087475,0.023989811,0.150205467,0.04027229,0.055747657
50035,0.148997287,0.014088371,0.041675186,5.15E-05,0.002853184,0.0415331,0.055711123
71308,0.008948494,0.004245947,0.036711092,0.026455558,0.155194426,0.046311103,0.055690974
46854,0.04469401,0.022863396,0.010873148,0.062959363,0.167121224,0.061702228,0.055670593
46575,3.42E-05,0.000100317,0.143793193,0.018780572,0.004067834,0.033355223,0.055646916
69087,0.002465349,0.001288767,0.038992007,0.014971653,0.149330538,0.041409663,0.05563825
55352,0.145370487,0.00191377,0.011992473,0.004574415,0.007842057,0.03433864,0.055617933
57530,3.52E-05,4.35E-05,0.142065235,0.010008604,0.003284092,0.031087329,0.055608239
41734,0.146252821,0.091766747,0.02967547,0.196589727,0.114135179,0.115683989,0.055591529
54431,0.000169475,0.00111724,0.077767393,0.027302844,0.146305052,0.050532401,0.05555545
45719,0.000697344,0.000940585,0.00604626,0.14481156,0.021137094,0.034726569,0.055543533
47317,0.001312671,0.000379757,0.143514693,0.000314441,0.02412704,0.03392972,0.055541728
59876,0.140758246,0.000709507,0.002460114,0.003621816,0.000974791,0.029704895,0.05553666
48891,0.000197702,0.001425211,0.146258246,0.029697832,0.008955076,0.037306813,0.055491815
60710,0.005132355,0.00200991,0.096748038,0.04626074,0.146506198,0.059331448,0.055486182
50230,0.003801391,0.021488795,0.010214911,0.138987212,0.105769467,0.056052355,0.055454226
53365,0.143670186,0.003578121,0.011855185,0.000521296,0.005437013,0.03301236,0.055453086
54565,0.109867097,0.000982837,0.000824058,0.121126304,0.006050294,0.047770118,0.055444911
41859,0.15269028,0.034143357,0.011594501,0.014669,0.004712666,0.043561961,0.055432282
63179,0.154164335,0.007273228,0.039238589,0.079736855,0.005839446,0.05725049,0.055431364
52278,0.028546398,0.032159444,0.056579698,0.177020878,0.101516949,0.079164673,0.055420652
44163,0.142495218,0.002183555,0.014796928,5.21E-05,0.001362811,0.032178123,0.055413548
54493,9.71E-05,0.000538559,0.019466539,0.073587981,0.14462528,0.047663088,0.055411295
64906,5.10E-05,0.000556953,0.142480786,0.067886486,0.00867401,0.043929844,0.055381846
47685,0.045307753,0.024979509,0.063806451,0.175252429,0.029997795,0.067868788,0.055372288
16290,0.140407707,0.002451414,0.005507401,4.18E-06,0.000436403,0.029761421,0.055357284
71128,4.27E-05,0.000201757,0.140700131,0.006690722,0.002931436,0.030113345,0.055345932
61562,0.005758793,0.002513569,0.099630852,0.04488274,0.145191282,0.059595447,0.055322094
64044,0.140948023,0.000893361,0.00323417,0.005418736,0.001261695,0.030351197,0.055321934
52065,0.000708719,0.00085951,0.138927157,0.047628887,0.103780612,0.058380977,0.055315875
83447,0.139286429,2.62E-06,2.99E-08,0.002126858,0.002097183,0.028702623,0.05529996
27600,0.140553983,0.000807298,0.009325846,1.99E-06,0.000325581,0.030202939,0.055284833
61600,0.067367082,0.156491223,0.124698363,0.010836688,0.029921793,0.07786303,0.055275671
22646,0.139406254,0.000311438,0.002661028,0.002089449,0.000435139,0.028980662,0.055220364
48259,0.002597751,0.000390266,0.000277635,0.013715869,0.141701655,0.031736635,0.055205782
48471,5.00E-05,0.00080298,0.144596883,0.013625178,0.063828453,0.044580698,0.055193169
52481,0.000623059,0.001304997,0.017521992,0.1451673,0.013252956,0.035574061,0.055191898
58529,0.003796266,0.002314235,0.138679626,0.059903525,0.111005186,0.063139768,0.055189199
47611,0.061838917,0.01839659,0.107245917,0.170909392,0.034150536,0.07850827,0.055177368
18904,0.003042663,0.006153272,0.013252603,0.144560367,0.077955684,0.048992918,0.055128959
55299,0.031611738,0.00235019,0.007321502,0.003634658,0.146444201,0.038272458,0.055124658
48567,0.163695312,0.017360414,0.038747464,0.047404021,0.014490935,0.056339629,0.055109463
48360,0.035564228,0.096767494,0.096559514,0.196725076,0.058718259,0.096866914,0.055109157
49611,0.002282216,0.003076336,0.07397985,0.137298372,0.110936098,0.065514574,0.055108174
62241,7.87E-05,0.001076007,0.145672177,0.011543156,0.049960639,0.041666144,0.0550827
57798,0.151205102,0.007471774,0.023496721,0.012345688,0.013247179,0.041553293,0.055073459
45211,0.026615504,0.004493945,0.009919209,0.007052831,0.148322372,0.039280772,0.055066041
39587,0.004173263,0.00035999,0.000134122,0.041867123,0.143596185,0.038026137,0.055064233
47021,0.017642367,0.000626887,0.000172427,0.015208601,0.14487495,0.035705046,0.055059017
56174,0.147383276,0.006916408,0.075756681,0.00549545,0.015803466,0.050271056,0.055050514
56869,0.000769303,0.000759409,0.143289444,0.042358902,0.09108336,0.055652084,0.055023116
34718,0.052167554,0.023202603,0.011335755,0.00961597,0.156242929,0.050512962,0.055017882
53652,0.129979254,9.20E-05,0.002795582,0.094279518,0.003854475,0.046200175,0.055015696
41082,0.168793954,0.130706448,0.031819273,0.033201363,0.062738149,0.085451837,0.054984296
53681,0.000661824,0.005378145,0.069665014,0.15185719,0.045049591,0.054522353,0.05497129
57694,0.198101028,0.093287118,0.109629486,0.030186972,0.07797596,0.101836113,0.05496119
75253,0.011689926,0.000216774,0.000643343,0.005426452,0.141469661,0.031889231,0.05494654
51803,0.003381543,0.006079657,0.049245784,0.154421013,0.040599957,0.050745591,0.054940286
48127,0.137067359,0.022541009,0.144911758,0.022092525,0.04692108,0.074706746,0.054916579
19175,0.175522617,0.055547408,0.036574643,0.146851538,0.064431051,0.095785451,0.054906974
58834,0.002891306,0.004339657,0.073357194,0.006895162,0.141923021,0.045881268,0.054904833
70174,0.003009018,0.001480828,0.145221775,0.053583101,0.093131363,0.059285217,0.054902688
43838,0.005239891,0.000801086,0.004845343,0.141441408,0.006297436,0.031725033,0.05488992
50312,0.004431244,0.001622698,0.008954946,0.14642938,0.041806568,0.040648967,0.054827219
62829,0.157448097,0.056771751,0.019371496,0.013495271,0.015444018,0.052506127,0.054816719
57165,0.178529784,0.014186962,0.103343661,0.116532218,0.063665677,0.09525166,0.054813772
55040,0.00016776,0.000885224,0.142657936,0.019379936,0.006475048,0.033913181,0.054807093
39251,0.017413374,0.001789113,0.000101931,0.143864966,0.01185469,0.035004815,0.05480404
75952,0.103384098,0.004896835,0.003593041,0.001615333,0.125185538,0.047734969,0.054783305
73136,0.0041131,0.001102862,0.074134999,0.007980287,0.140851922,0.045636634,0.054778772
31772,0.055300175,0.054693836,0.061369089,0.135170593,0.190688021,0.099444343,0.054777393
51265,0.0656901,0.151553897,0.103903919,0.003499114,0.017340922,0.06839759,0.054775171
26787,0.155632993,0.002344167,0.03681611,0.05050496,0.012456628,0.051550971,0.054773999
45171,0.001814648,0.001551986,0.093389826,0.140172248,0.030978825,0.053581507,0.054736494
74059,0.000747746,0.000868306,0.130437961,0.049681531,0.113931053,0.05913332,0.054736033
39914,0.000133654,0.000938587,0.097187556,0.029930728,0.136529312,0.052943967,0.054712161
59649,0.021143623,0.010476401,0.028480869,0.156638868,0.022447046,0.047837361,0.054709244
54483,0.003403513,0.004082211,0.101685244,0.137467043,0.028109681,0.054949538,0.054695924
68461,2.88E-05,0.000187265,0.13815431,0.003721196,0.001896044,0.028797519,0.054694801
51951,0.176135935,0.072988548,0.132823661,0.135817652,0.020266096,0.107606379,0.054689682
51077,0.153132343,0.05729518,0.040961003,0.000142139,0.008668032,0.052039739,0.054670904
58789,0.121919353,0.158294573,0.025118808,0.025287992,0.045984605,0.075321067,0.054662979
66156,0.000205203,0.012932455,0.155242232,0.063824304,0.048442496,0.056129338,0.05465372
74298,0.000882981,0.000291592,0.00814194,0.058386352,0.14242627,0.042025827,0.054645244
49932,8.82E-05,0.00038443,0.055201945,0.149050557,0.064380757,0.053821184,0.054634717
52255,0.152193934,0.003098612,0.050853493,0.103660122,0.022767618,0.066514756,0.05459193
48860,0.000695579,0.000179851,0.000279284,0.01062756,0.139050332,0.030166521,0.054586517
50621,0.004838999,0.001698382,0.082479073,0.056051905,0.148989136,0.058811499,0.054543037
51587,0.142203499,0.000773456,0.007306972,0.012409749,0.004247937,0.033388322,0.054541675
47660,0.005200529,0.002463672,0.062228513,0.068413944,0.152187249,0.058098781,0.054533636
60924,0.154047228,0.012018333,0.025115461,0.053443717,0.00564917,0.050054782,0.054527999
46816,0.006642063,0.00376333,0.011286961,0.147470397,0.032154811,0.040263512,0.054518571
56333,0.106917991,0.005180914,0.050240377,0.143059782,0.008091674,0.062698147,0.054513635
46528,0.007188108,0.004739129,0.068849282,0.02739905,0.150625448,0.051760203,0.054511452
62970,0.006964212,0.002019372,0.079236391,0.032869409,0.148118018,0.05384148,0.054508355
45529,0.00192481,0.003595347,0.00506963,0.14320392,0.054890097,0.041736761,0.054502903
63922,0.000281972,0.000976404,0.023634214,0.095805613,0.134786343,0.051096909,0.05449993
78073,0.006867635,0.001696681,0.082772133,0.027917125,0.145496079,0.052949931,0.054463324
30231,0.001145077,0.000823505,0.141890608,0.00311513,0.026475073,0.034689879,0.054458478
75726,0.005239804,0.001950094,0.103966959,0.045215215,0.139422302,0.059158875,0.054450929
45664,0.139733001,0.004399988,0.021533461,0.102181934,0.013413879,0.056252453,0.054420123
75029,0.006972531,0.001058654,0.031144627,0.006035365,0.144820043,0.038006244,0.054418053
41923,0.03790151,0.029351544,0.054361804,0.179290443,0.068056704,0.073792401,0.054412184
70722,0.00102253,0.000759471,0.144119273,0.041670746,0.083758773,0.054266159,0.054405681
69503,8.06E-05,7.28E-05,0.002739194,0.063191689,0.13842716,0.040902284,0.054401836
53578,0.000558396,0.00253704,0.04763565,0.057721353,0.150241591,0.051738806,0.054397929
73491,0.00414809,0.00181648,0.111398279,0.060998594,0.135341316,0.062740552,0.054380693
46696,0.007717479,0.000983728,0.048232967,0.005839583,0.144813247,0.041517401,0.054357062
50694,0.139963642,0.001904334,0.004876193,0.008415031,0.001739606,0.031379761,0.054346328
55141,0.005381582,0.002947552,0.008761634,0.142962996,0.067716836,0.04555412,0.054336939
73103,0.023530057,0.00222616,0.009054436,0.007142164,0.145152051,0.037420973,0.054330625
20866,0.149994274,0.170286223,0.035889537,0.047252643,0.078025674,0.09628967,0.054306637
74260,0.004087202,0.0020843,0.127197658,0.058010914,0.121467125,0.06256944,0.054304969
69070,0.051134892,0.021134472,0.023315125,0.002054691,0.154400401,0.050407916,0.054302769
17204,0.002175304,0.001770089,0.093478569,0.005138682,0.12928245,0.046369019,0.054288187
43137,0.002156358,0.001162118,0.098641446,0.04460215,0.138941904,0.057100795,0.054273079
54923,0.139601799,0.001787478,0.01489671,5.26E-05,0.001620234,0.031591771,0.054270061
44995,7.38E-05,0.00015163,0.007391676,0.029061414,0.142222621,0.035780228,0.054268557
65608,0.075458097,0.013173265,0.140968238,0.13972072,0.025858275,0.079035719,0.054215881
46708,0.137719332,0.001158664,0.002609985,0.004175102,0.001171247,0.029366866,0.054187652
57174,0.143130632,0.006891248,0.009244201,0.014119706,0.001838654,0.035044888,0.054187357
56085,0.056210176,0.007277983,0.011577936,0.003006876,0.146248291,0.044864252,0.054185237
54185,6.03E-05,0.000336206,0.034444738,0.147636577,0.040588119,0.044613184,0.054182709
45818,0.00010972,0.000137341,0.006784293,0.040570182,0.142022101,0.037924727,0.054167979
52382,0.039066325,0.002873334,0.007451451,0.015549741,0.147989937,0.042586158,0.054156938
55824,0.139352787,0.001858793,0.009387143,0.0011,0.004387152,0.031217175,0.054145489
50860,0.145507576,0.014262132,0.034961307,0.000126556,0.004794906,0.039930496,0.054127518
67634,0.150649923,0.016734917,0.018800104,0.000214534,0.045060731,0.046292042,0.054119591
65506,0.000851806,0.00084655,0.129609398,0.050937397,0.112133832,0.058875796,0.054105186
53803,3.00E-05,0.000183202,0.031615328,0.144161041,0.01667236,0.038532395,0.054103992
64102,0.002136067,0.001635743,0.000529218,0.08769427,0.129351001,0.044269259,0.054093712
41648,0.000805464,0.00126428,0.021826313,0.054914086,0.145641618,0.044890352,0.054092429
55779,0.004000444,0.001750643,0.101192619,0.055209874,0.139808939,0.060392504,0.054069236
34219,0.001694275,0.00350356,0.003109754,0.012524819,0.140022041,0.03217089,0.054061129
41897,0.012797952,0.004707647,0.057876364,0.156604521,0.055454709,0.057488238,0.054057998
69315,0.018944879,0.027638516,0.026040948,0.001630341,0.151712248,0.045193386,0.054051791
53835,0.145085004,0.008970672,0.009821581,0.022259728,0.002706799,0.037768757,0.054031513
9799,0.136651541,0.018128492,0.102201058,0.004331459,0.012896185,0.054841747,0.054026529
63941,0.014982598,0.089843157,0.162362045,0.02388249,0.046646773,0.067543413,0.054024877
44802,0.142647028,0.008040713,0.032652208,6.84E-05,0.002373831,0.037156437,0.054003018
66826,0.004100983,0.001742685,0.140217126,0.000101266,0.019372074,0.033106827,0.05399199
47540,0.111387415,0.045654055,0.028667928,0.155463279,0.012937011,0.070821938,0.05398289
38474,0.139191762,3.83E-05,0.000230448,0.0468513,0.000808399,0.037424037,0.053976488
47228,0.002717605,0.002132511,0.121562807,0.11651836,0.026270895,0.053840435,0.05396698
56388,4.10E-05,0.000232207,0.136799692,0.00511047,0.002538488,0.02894438,0.053959033
45335,0.14654971,0.009116602,0.013914818,0.000128489,0.040335691,0.042009062,0.05395689
60178,0.000108651,0.000817736,0.143517742,0.039700634,0.013325338,0.03949402,0.053949679
63496,0.000388238,0.030527778,0.151456478,0.012622697,0.04348485,0.047696008,0.053938631
70684,0.005520773,0.001987027,0.111419985,0.042162821,0.132467434,0.058711608,0.053923836
42758,0.002976462,0.006218584,0.040725184,0.149830865,0.028935734,0.045737366,0.053913083
38726,0.001254553,0.000928096,0.007886736,0.141780373,0.05057276,0.040484504,0.05390536
54896,0.011427236,0.008904728,0.049092371,0.155834606,0.036672518,0.052386292,0.053902907
69396,0.001586614,0.002007894,0.030486975,0.006003623,0.142045761,0.036426173,0.053878968
48309,0.00290583,0.002120088,0.023836171,0.147249618,0.045231977,0.044268737,0.053871844
1300,0.142209861,0.004355184,0.030341185,0.001351616,0.004473045,0.036546178,0.053864495
43725,0.008266944,0.002862906,0.007729866,0.145104421,0.0346325,0.039719327,0.053856973
60080,0.068210232,0.155010596,0.101363337,0.007627633,0.021004834,0.070643327,0.053856165
73884,0.018570042,0.000251328,0.000319263,0.011515634,0.141147333,0.03436072,0.053845883
43402,0.000566631,0.007973635,0.112510845,0.028325839,0.127819023,0.055439194,0.053842594
56842,0.001363332,0.000891699,0.145246462,0.033498581,0.06922247,0.050044509,0.053834616
35074,0.152172126,0.010714313,0.031074221,0.070368995,0.007316073,0.054329145,0.053821556
38370,0.157115031,0.016177228,0.042513624,0.019555122,0.020238894,0.05111998,0.053814492
59930,0.000976944,0.000599885,0.025527926,0.102883317,0.129039907,0.051805596,0.053796217
52658,0.022074723,0.0477034,0.17426237,0.052680485,0.047451151,0.068834426,0.053788913
55164,0.157890542,0.014258512,0.041002322,0.052845311,0.010354527,0.055270243,0.053739675
50331,0.000218493,0.002158455,0.019175774,0.13530439,0.087968627,0.048965148,0.053721962
66578,0.000141345,0.000242149,0.137621127,0.007578395,0.006159247,0.030348452,0.053721278
71333,0.135521835,0.007341808,0.001916498,0.016248852,0.092954058,0.05079661,0.053715448
36087,0.004155847,0.000235333,0.000149449,0.010710957,0.137685308,0.030587379,0.05368683
57307,0.001569603,0.000628798,0.024884706,0.010722327,0.141880906,0.035937268,0.053683948
62347,0.001032168,0.000348591,0.015796785,0.140082496,0.009360287,0.033324065,0.053682361
59858,7.73E-05,0.000442094,0.139716727,0.022635527,0.005356318,0.033645601,0.053669153
54575,0.159366753,0.022782632,0.038258851,0.026732258,0.017416042,0.052911307,0.05366647
42697,0.148639712,0.004860422,0.037061585,0.110316117,0.033938813,0.06696333,0.053650722
64485,0.000117152,0.000107292,0.003427216,0.01590771,0.138150144,0.031541903,0.053620575
56431,0.079614558,0.005028192,0.013654581,0.149083477,0.028348223,0.055145806,0.053617932
61840,0.135446629,0.000367594,0.002661341,0.002267772,0.000479056,0.028244478,0.053609004
48570,0.004054518,0.002083944,0.00066329,0.140602493,0.033495166,0.036179882,0.053604645
48669,0.148456339,0.041893969,0.017226676,0.007587907,0.006456067,0.044324192,0.053604543
52538,0.04793227,0.00366638,0.005903348,0.009798779,0.144567515,0.042373659,0.0535984
44791,0.013288897,0.009556091,0.036156231,0.156042498,0.053602944,0.053729332,0.053597608
43045,0.002119776,0.001633625,0.129466046,0.088146143,0.106280453,0.065529209,0.053597594
52006,0.043711995,0.004653356,0.009749451,0.010776592,0.146598811,0.043098041,0.053567872
35471,0.135512083,4.76E-06,0.000623603,0.005030287,0.001017419,0.02843763,0.05356633
43117,0.029691795,0.005332971,0.009293987,0.037475856,0.150881556,0.046535233,0.053550846
52504,0.042324745,0.084012572,0.198026475,0.07907949,0.07107855,0.094904367,0.053545333
51002,0.008798588,0.004025466,0.000655158,0.142131848,0.029926516,0.037107515,0.053490689
57027,0.000353327,0.007843841,0.146375181,0.052062933,0.082708533,0.057868763,0.053468918
56146,0.13679913,0.002372209,0.008319875,0.000144896,0.002369696,0.030001161,0.053468005
17325,0.143801585,0.145848294,0.03475628,0.026979004,0.047946664,0.079866365,0.053464357
63839,0.048281555,0.163179471,0.138669405,0.030900213,0.137600042,0.103726137,0.053443221
43665,0.139593571,0.005072993,0.005488787,0.00778166,0.005841552,0.032755713,0.053427
68796,0.049307437,0.007694427,0.008437476,0.005334398,0.144833969,0.043121541,0.053422123
42914,0.001441615,0.001689589,0.000803837,0.068857937,0.134622149,0.041483025,0.053415186
54780,0.033818242,0.049728413,0.034684183,0.001277566,0.157404362,0.055382553,0.053406386
56791,0.028107399,0.072318251,0.166188042,0.030205441,0.027660842,0.064895995,0.053401237
76536,0.035448484,0.001990123,0.007390277,0.014044152,0.145130369,0.040800681,0.053388681
41866,0.050626301,0.133474346,0.14486079,0.014061552,0.034683922,0.075541382,0.053350298
60464,0.004582398,0.001857052,0.114333917,0.066678499,0.129563289,0.063403031,0.053347236
57388,0.145238753,0.01363055,0.026351923,0.002408423,0.010691711,0.039664272,0.053344825
37298,0.140132153,0.101812612,0.014522572,0.016804151,0.01357455,0.057369208,0.053337138
55473,0.137441441,0.001717693,0.015259639,0.000199991,0.002130841,0.031349921,0.053322508
45210,0.141816653,0.005899484,0.024123157,0.004226198,0.005090284,0.036231155,0.053308503
4845,0.003942595,0.003907483,0.065373027,0.145743032,0.026264388,0.049046105,0.053306083
61236,0.000102239,0.000115316,0.002697954,0.015332347,0.137064087,0.031062389,0.053300258
71664,4.64E-05,0.000150499,0.138939719,0.023488682,0.006045512,0.033734172,0.053296463
38413,0.150167201,0.049701686,0.010031442,0.000173957,0.040657361,0.050146329,0.053293255
38871,0.008603123,0.044480483,0.157874741,0.106807495,0.043205525,0.072194273,0.053275611
47610,0.125199841,0.109168917,0.003810718,0.000154627,0.028264073,0.053319635,0.053275395
88095,0.142433658,1.46E-05,3.66E-07,0.026258443,0.06245628,0.046232664,0.053273528
54265,0.116748048,0.001877471,0.01371103,0.11900354,0.012982424,0.052864502,0.053251726
56225,0.136820526,0.001032867,0.013431819,0.001347717,0.001188562,0.030764298,0.053239752
42254,0.140709502,0.000208097,0.00506067,0.043120707,0.005311475,0.03888209,0.053204023
47811,0.136944702,0.000815208,0.018767451,4.11E-05,0.000931621,0.031500021,0.053190875
71230,0.003715175,0.001658993,0.134974726,0.059510523,0.103942238,0.060760331,0.053143454
83166,0.027232041,0.002022186,0.009674973,0.001871901,0.141003328,0.036360886,0.053130313
36561,0.156384913,0.111097202,0.020529961,0.088545262,0.169125797,0.109136627,0.05312267
54003,0.13522826,0.014102946,0.042792831,0.120378057,0.010010995,0.064502618,0.053113011
69633,0.003033769,0.002768892,0.063540692,0.002760466,0.137079589,0.041836682,0.053105902
69759,0.003234387,0.001480633,0.13819309,0.050028307,0.095467355,0.057680754,0.053087633
74819,0.000640936,0.000613992,0.028324453,0.084254778,0.136890177,0.050144867,0.053043967
51220,0.004697517,0.00197824,0.120276728,0.064284628,0.123513521,0.062950127,0.05304146
34093,0.002167157,0.004186299,0.030215431,0.1466755,0.044749707,0.045598819,0.053019187
33181,0.003447835,0.000234244,0.000168836,0.012774366,0.136173239,0.030559704,0.053007224
63480,1.45E-05,5.39E-05,0.134251818,0.005751933,0.001669063,0.028348227,0.052993045
55263,0.139848938,0.003749102,0.023168177,0.004567186,0.003323813,0.034931443,0.052989478
49745,0.136759626,0.001800668,0.015019088,0.001446112,0.001598423,0.031324784,0.052972534
1517,0.136024669,1.26E-05,3.57E-08,0.010847203,0.005064823,0.030389865,0.052968492
48585,0.000766029,0.000712198,0.135519616,0.040968391,0.093236612,0.054240569,0.052967799
72185,3.21E-05,0.000108463,0.134540972,0.006471374,0.002944929,0.028819562,0.052913139
53075,0.134988156,0.000817416,0.010540345,0.000254961,0.000626168,0.029445409,0.052912883
53937,0.136086118,0.00140603,0.004695266,0.007763638,0.001863125,0.030362835,0.052910661
40936,0.135985634,0.07759497,0.095847727,8.27E-07,0.004641033,0.062814038,0.052902516
55206,0.141760046,0.003217,0.019146105,0.01172035,0.00670878,0.036510456,0.05289639
35699,0.133743082,1.45E-05,0.000214855,0.005919773,0.00053915,0.028086264,0.052874193
32027,0.032862977,0.103027979,0.009411769,0.156701979,0.098705521,0.080142045,0.05285428
59109,0.136466961,0.001209243,0.005559331,0.009413312,0.001952,0.03092017,0.052854018
52116,0.000259374,0.000234955,0.134143188,0.000533258,0.007797798,0.028593715,0.05285377
48247,0.006838323,0.023195913,0.012404934,0.143192566,0.087109732,0.054548294,0.052826755
74107,0.003304817,0.001526354,0.134912928,0.055275298,0.101038115,0.059211502,0.052818177
45331,0.026611269,0.13418709,0.144460192,0.021154158,0.055367931,0.076356128,0.052810788
73898,0.0081742,0.000311763,0.002834689,0.019814818,0.138700535,0.033967201,0.052795003
73951,0.00401968,0.001804506,0.127111693,0.063022532,0.1140316,0.061998002,0.052788409
73325,0.062128255,0.009597122,0.014074629,0.003685778,0.143672116,0.04663158,0.052787992
52099,0.027413859,0.011646155,0.082718888,0.159081534,0.042471288,0.064666345,0.052785663
65114,6.47E-05,0.000512257,0.102887565,0.122330528,0.019142822,0.048987569,0.052760617
67150,4.55E-05,0.000631422,0.044619233,0.138487454,0.084539644,0.053664653,0.052758939
76190,0.152625881,0.03346282,0.03676549,0.000119709,0.028868663,0.050368513,0.052753388
48263,2.72E-05,0.0001343,0.030908951,0.141200214,0.019645637,0.038383268,0.052749326
54285,0.00504318,0.005615165,0.093943413,0.13300611,0.017071758,0.050935925,0.052710637
50513,0.022445504,0.000406374,0.000691489,0.001909468,0.136474856,0.032385538,0.052705523
39451,0.134422863,0.001621466,0.008397399,9.43E-05,0.001500046,0.029207208,0.052687011
12062,0.003903897,0.002383449,0.138070086,0.000378247,0.030007678,0.034948671,0.052683632
42844,0.148396193,0.092739914,0.010913345,0.026537223,0.021820333,0.060081402,0.052673902
41286,0.123713854,0.059783218,0.037842102,0.185265838,0.075056603,0.096332323,0.052665962
52974,0.03651396,0.027487879,0.043739097,0.170405639,0.084070577,0.072443431,0.052664318
45134,0.002758189,0.004735421,0.004852608,0.139848622,0.045428455,0.039524659,0.052657322
97163,0.132686784,2.94E-06,1.86E-07,0.002438812,0.002026201,0.027430985,0.052637517
76849,0.003719188,0.001903327,0.129109731,0.055640471,0.110054183,0.06008538,0.052618055
47448,0.13081213,0.056333052,0.030258167,0.14099728,0.01161927,0.07400398,0.052598627
42837,0.005343616,0.000740105,0.003743438,0.135346106,0.00588366,0.030211385,0.052597837
70331,0.005918493,0.002077555,0.078991681,0.053985196,0.144815476,0.05715768,0.052592684
72400,0.017330837,0.006417094,0.037108114,0.009828867,0.146408289,0.04341864,0.052582604
50303,0.000907977,0.007831362,0.132925418,0.025286557,0.096695606,0.052729384,0.052571536
51507,3.45E-05,8.17E-05,0.002724803,0.112559436,0.103549186,0.043789925,0.052557978
