"","Pesticide","AET_mean"
"43948",4.21937492462626,2.91276278430133
"43957",5.98977763964001,2.96018612658148
"43962",0,2.96522970755285
"43970",3.30770992340481,3.00838849785177
"43991",5.6784582838221,3.00177362021592
"44016",6.95136909386879,2.54542125768761
"44026",5.98977763964001,2.91577973635783
"44031",5.44066196744929,3.05511731690228
"44036",3.20709554041922,2.9266042455248
"44064",5.98977763964001,2.87645840699487
"44076",2.94694327069783,2.97261328174494
"44080",5.98977763964001,2.94322502980073
"44082",5.98977763964001,2.93384868794714
"44103",5.98977763964001,2.97432524141543
"44129",5.98977763964001,2.94495976966023
"44134",5.98977763964001,2.92292307792892
"44135",5.98977763964001,2.88696384029575
"44138",3.20709554041922,2.97438283051498
"44145",2.44870631990508,2.87728905418756
"44149",4.4215710245264,2.96415155395635
"44150",6.95136909386879,2.55550110314611
"44173",6.95136909386879,2.42072665803246
"44178",4.06785166051235,2.78951356187382
"44182",6.95136909386879,2.77072054670625
"44194",4.0484418035504,3.0027281575997
"44202",0,2.97190785096945
"44207",6.95136909386879,2.39779004782611
"44217",2.94694327069783,2.8604877374747
"44221",0,2.96666960779047
"44231",4.0484418035504,3.00470512781702
"44234",4.21937492462626,2.48122501725327
"44243",0,2.94165486053959
"44247",4.4215710245264,3.01298904058889
"44249",5.78923793550226,3.0018251083378
"44255",2.20951501454263,2.89457482392952
"44257",5.00241662707248,2.80075388963904
"44258",6.95136909386879,2.48655697360161
"44271",2.44870631990508,2.93183608507147
"44279",4.21937492462626,2.76771891717879
"44282",0,2.99333386474869
"44290",2.8668778143375,3.04120111154351
"44295",5.98977763964001,2.99076948891712
"44296",2.39269695325967,2.632342786132
"44302",0,2.9690940441797
"44324",3.37839790094814,3.00867112925745
"44329",2.8668778143375,3.01927210979285
"44330",5.98977763964001,2.92341519284643
"44344",6.95136909386879,1.55352905774486
"44348",4.06785166051235,2.75750448037347
"44351",2.44870631990508,2.8223296172033
"44355",6.95136909386879,2.69646040387344
"44368",0,2.81441606944231
"44369",5.00241662707248,2.94884650816282
"44374",6.95136909386879,2.9386462806612
"44382",4.0484418035504,2.99919581110418
"44393",4.48482636908444,3.02743212852733
"44410",2.07918124604762,2.53268993662755
"44412",3.63648789635337,2.3843011330838
"44416",2.89376176205794,2.72248701781624
"44419",4.4215710245264,2.95079645358981
"44427",4.28046454662692,2.77743976917462
"44431",6.95136909386879,2.12014286958723
"44433",1.7481880270062,2.7969045700932
"44435",4.31363525361033,2.6607864507435
"44461",5.50520154772776,2.88228561432219
"44462",5.98977763964001,2.74580878181779
"44466",2.44870631990508,2.70473253736838
"44473",3.01367969729119,2.79085459885359
"44474",6.95136909386879,1.56363644532048
"44477",2.72916478969277,2.82237047870098
"44478",2.20951501454263,2.88780645260972
"44479",4.4215710245264,2.94490548039736
"44481",6.95136909386879,2.7275170514309
"44489",5.00241662707248,2.81163883047261
"44496",4.0484418035504,3.01795702189968
"44511",2.20951501454263,2.89018806566726
"44512",4.21937492462626,2.90381966052793
"44523",6.95136909386879,2.61622224542515
"44527",4.0484418035504,3.02192235233588
"44538",6.95136909386879,2.9525272250547
"44542",6.95136909386879,2.45465433818843
"44543",4.4215710245264,2.64070321268924
"44564",6.95136909386879,2.63272234836937
"44568",4.21937492462626,2.93149570697295
"44576",6.95136909386879,2.9806876770151
"44578",1.85125834871908,2.98795207290555
"44582",2.44870631990508,2.87210248574781
"44592",5.78923793550226,2.39606955423263
"44606",2.72916478969277,2.8598456698038
"44608",2.44870631990508,2.80477002750102
"44623",4.0484418035504,3.03282973723409
"44626",6.95136909386879,2.82822243620364
"44628",1.7481880270062,2.74823649466787
"44630",4.48797221209359,2.91452574358239
"44631",1.85125834871908,2.97967165008665
"44632",6.95136909386879,2.97164163902087
"44641",2.46982201597816,2.30516576672486
"44647",6.95136909386879,2.88243474520451
"44657",6.95136909386879,2.53260273458563
"44660",4.21937492462626,2.90006136305844
"44666",4.21937492462626,2.95463009935034
"44672",2.44870631990508,2.84351085473142
"44676",0,2.93287975951846
"44677",4.4215710245264,2.9829949923326
"44679",4.0484418035504,2.9717768343763
"44682",3.59228781595213,3.01011310366004
"44683",0,2.91673273501365
"44685",3.65791593682995,2.95552740530948
"44697",6.95136909386879,2.87292417949582
"44703",4.35326208591632,3.0421745570753
"44707",3.68304703823885,2.93376137716586
"44718",4.21937492462626,2.92427620855756
"44741",2.72916478969277,2.80731552211568
"44745",3.01367969729119,2.89459953829863
"44750",6.95136909386879,2.54969644636427
"44757",2.44870631990508,2.889119874494
"44766",6.95136909386879,1.40972183922014
"44799",4.28046454662692,2.63186937487576
"44800",5.50520154772776,2.72177382396706
"44804",5.50520154772776,2.31808197707088
"44806",6.95136909386879,2.43396022207943
"44809",2.39269695325967,2.50997416098179
"44813",3.01367969729119,2.82474163209175
"44816",4.86585578464168,3.04256145020607
"44823",4.0484418035504,3.01095078915397
"44824",3.72320931040511,2.24460105639886
"44827",4.48482636908444,3.01633430663867
"44828",6.95136909386879,2.77432575757657
"44830",4.0484418035504,2.98223622523145
"44831",5.98977763964001,2.89946547777592
"44163",5.98977763964001,2.9189441455594
"44169",5.98977763964001,2.88735938487649
"44177",5.98977763964001,2.96503642570668
"44208",3.20709554041922,2.96175998949779
"44209",3.20709554041922,2.90035574764291
"44251",5.98977763964001,3.01360955348896
"44270",4.85455500642305,2.72544246762494
"44297",2.94694327069783,3.02162239271753
"44311",5.98977763964001,2.97072312831659
"44318",0,2.91832059363797
"44322",3.30770992340481,3.03366663792242
"44334",5.78923793550226,2.61687231678662
"44352",5.98977763964001,2.91707079749816
"44353",5.07753141635459,2.98268393259527
"44396",4.86585578464168,3.02124961342172
"44418",0,2.99923154996143
"44420",5.98977763964001,2.95517357786601
"44425",5.98977763964001,2.90887739172626
"44429",4.85455500642305,2.63339029472964
"44465",5.98977763964001,3.01124939148458
"44497",4.0484418035504,3.01025956282984
"44533",5.6784582838221,2.98243546265223
"44535",4.85455500642305,2.62409477487144
"44539",5.98977763964001,2.90105269191774
"44544",4.07044424997295,3.01604790079213
"44556",5.50520154772776,2.93602078049858
"44566",5.98977763964001,2.93109447474009
"44567",5.6784582838221,2.94575132848699
"44572",5.98977763964001,2.93665883015202
"44586",3.20709554041922,3.01067846632269
"44598",5.98977763964001,2.9360602180809
"44627",2.94694327069783,2.81770699501447
"44664",5.98977763964001,2.92274398868921
"44673",5.50520154772776,2.73488551463512
"44693",5.98977763964001,2.95017643837632
"44734",5.50520154772776,2.35297455523617
"44748",5.98977763964001,2.92666087128057
"44752",2.94694327069783,2.96770394477449
"44760",5.98977763964001,2.74193205295914
"44788",5.98977763964001,3.00887380049223
"44838",2.72916478969277,2.84946146055859
"44843",6.95136909386879,2.54406804435028
"44850",6.95136909386879,2.54758426069364
"44853",4.4215710245264,2.76412273660055
"44856",4.0484418035504,3.02750978070122
"44863",2.44870631990508,2.81029053848391
"44875",6.95136909386879,2.53416214197129
"44885",5.15992795289598,2.96265490740942
"44890",5.50520154772776,2.86534196305397
"44907",2.39269695325967,2.70706300041799
"44912",6.95136909386879,2.61549914891342
"44916",6.95136909386879,2.95789790513913
"44921",1.7481880270062,2.885933063012
"44924",4.0484418035504,3.05765252191713
"44927",1.85125834871908,2.96467203765826
"44930",4.0484418035504,3.02172568081601
"44933",6.95136909386879,2.7401910998843
"44936",2.44870631990508,2.61672967612223
"44943",6.95136909386879,2.91129873471161
"44947",6.95136909386879,2.59525339204331
"44950",4.0484418035504,2.98504536090159
"44962",6.95136909386879,2.62927911152632
"44973",2.29446622616159,3.04576524560114
"44981",6.95136909386879,2.90898047697765
"44990",4.06785166051235,2.80106666046342
"44994",5.32023770690539,2.84018453651999
"45018",0,2.97829466977863
"45019",5.98977763964001,2.97766645751827
"45032",5.98977763964001,2.87336558762639
"45036",2.20951501454263,2.81622945976933
"45038",5.78923793550226,2.87946112117029
"45040",4.0484418035504,3.03604876444923
"45045",6.95136909386879,2.90616983429304
"45047",6.95136909386879,2.8583151528158
"45052",5.00241662707248,2.84976298097441
"45061",2.20951501454263,2.90877375042402
"45067",3.72320931040511,2.53455489525652
"45072",4.4215710245264,2.93844079543949
"45075",2.8668778143375,3.00325788387663
"45076",4.0484418035504,2.96174587413539
"45089",6.95136909386879,1.43980245527407
"45092",5.98977763964001,2.88313396014218
"45106",3.72320931040511,2.50345424847324
"45107",0,2.99495575188229
"45110",5.78923793550226,3.00676647052224
"45113",4.0484418035504,2.99331680148124
"45114",4.4215710245264,2.94152178467033
"45129",6.95136909386879,2.54719578766307
"45135",5.78923793550226,2.76117805326648
"45138",5.98977763964001,2.88867248724516
"45147",2.79028516403324,2.97983957347926
"45156",3.59228781595213,2.89509188435326
"45166",5.98977763964001,2.77659742234615
"45181",6.95136909386879,2.54040396655148
"45182",6.95136909386879,2.62325236788042
"45189",5.00241662707248,2.81782694711319
"45191",5.98977763964001,2.86394566696521
"45192",4.0484418035504,3.02800933517606
"45200",2.44870631990508,2.87895755367068
"45204",2.72916478969277,2.9099919640888
"45206",6.95136909386879,2.48973672448145
"45209",6.95136909386879,2.88849039555028
"45231",2.20951501454263,2.94671391153976
"45237",5.50520154772776,2.7716946328011
"45241",6.95136909386879,2.57512596348887
"45242",1.7481880270062,2.85732531555392
"45245",2.8668778143375,2.96361779657144
"45246",4.4215710245264,2.94434164454587
"45252",5.50520154772776,2.69282332252726
"45255",3.59228781595213,2.87969307782276
"45258",0,2.96907600139235
"45259",6.95136909386879,2.67057714802802
"45263",2.44870631990508,2.80845212709445
"45266",2.44870631990508,2.9019866937693
"45267",5.78923793550226,2.92688730060345
"45274",2.72916478969277,2.83084442905494
"45276",5.6784582838221,3.01905938998668
"45279",6.95136909386879,1.80065162812724
"45280",5.78923793550226,2.98582060771806
"45282",4.0484418035504,2.99834238546547
"45283",4.948994569896,2.98693959917147
"45289",4.0484418035504,3.00861157652589
"45290",2.44870631990508,2.63918400004209
"45295",4.06785166051235,2.85254534204911
"45296",4.0484418035504,3.03716316633829
"45301",4.21937492462626,2.9312974082939
"45309",4.21937492462626,2.27733629629574
"45323",3.65791593682995,2.96765799556263
"45327",6.95136909386879,2.69392052559701
"45332",6.95136909386879,2.64173372195631
"45333",4.21937492462626,2.86263709408548
"45338",2.29446622616159,2.99971554738534
"45339",5.98977763964001,2.88328956425041
"45342",4.0484418035504,2.98929881815361
"45344",4.0484418035504,3.01033782258384
"45370",1.85125834871908,2.86208876589441
"45372",4.21937492462626,2.90230243771941
"45395",2.72916478969277,2.825748650728
"45399",1.7481880270062,2.61172330800734
"45412",4.31363525361033,2.732829176403
"45416",1.7481880270062,2.68169339200456
"45418",3.59228781595213,2.88044097598705
"44840",0,3.02603200871209
"44841",5.98977763964001,2.97908069387528
"44861",4.85455500642305,2.70434971695996
"44868",5.98977763964001,2.80392023312229
"44900",5.98977763964001,2.94688971569654
"44931",5.98977763964001,2.73792115823577
"44955",3.30770992340481,2.96891913645681
"44965",5.98977763964001,2.90842916464143
"44977",3.20709554041922,2.98568837899722
"44986",4.28046454662692,2.54348416113645
"44993",3.30770992340481,3.03063344951187
"45010",5.98977763964001,2.93208250361427
"45031",5.07753141635459,2.98984693411603
"45039",4.0484418035504,2.95257912825372
"45063",5.98977763964001,2.91875094020851
"45094",5.98977763964001,2.69865709624928
"45099",5.98977763964001,3.00411656639969
"45105",5.6784582838221,2.95593817093449
"45124",6.95136909386879,1.55468380907879
"45126",5.98977763964001,2.9172944627404
"45136",3.20709554041922,2.98873939768396
"45165",5.98977763964001,2.85832769060481
"45186",5.98977763964001,2.95443921866932
"45195",5.98977763964001,2.90550837501618
"45210",5.98977763964001,2.90239307051849
"45225",5.98977763964001,2.94460162856031
"45247",5.98977763964001,2.83915993909768
"45250",3.1078880251828,2.90234937495508
"45251",5.98977763964001,2.94029112076782
"45306",5.98977763964001,2.95205259961477
"45343",5.07753141635459,2.94797219067664
"45361",4.0484418035504,3.0255740461471
"45386",5.98977763964001,2.94857595862663
"45417",4.0484418035504,3.05462901171362
"45419",5.98977763964001,2.94278141270608
"45423",5.50520154772776,2.74566022570608
"45424",4.48797221209359,2.89330591382755
"45436",6.95136909386879,2.6724497271092
"45442",2.56348108539441,2.46084416980886
"45446",0,2.96853714857873
"45454",4.0484418035504,2.99434858116447
"45455",4.28046454662692,2.70779567902642
"45460",5.6784582838221,2.96282578487756
"45468",0,3.00134216868771
"45478",4.21937492462626,2.27915478415761
"45481",4.28046454662692,2.96790856855679
"45483",5.98977763964001,2.98822042815234
"45488",0,2.88690011725299
"45504",5.98977763964001,2.91426128309402
"45517",5.98977763964001,2.75697326093305
"45521",3.59228781595213,2.83908880069428
"45526",0,2.93179676614406
"45531",4.4215710245264,2.89050418605556
"45533",3.72320931040511,2.69619511600019
"45543",1.7481880270062,2.83912998752584
"45545",6.95136909386879,2.6916234427607
"45568",0,2.92640370026286
"45572",6.95136909386879,2.50836937397689
"45575",6.95136909386879,2.83193449180841
"45576",3.63828953541426,3.01856016143768
"45581",6.95136909386879,2.48330704940125
"45590",1.7481880270062,2.81396599970432
"45593",6.95136909386879,2.41530629878832
"45597",3.59228781595213,3.02592973984506
"45603",4.0484418035504,2.99250793236812
"45613",2.72916478969277,2.78914825038786
"45614",4.0484418035504,3.01845776963796
"45618",4.21937492462626,2.77693023657317
"45619",4.06785166051235,2.84175785286652
"45627",6.95136909386879,2.84280790410753
"45630",2.56348108539441,2.87341748850152
"45631",6.95136909386879,2.63829904803728
"45639",6.95136909386879,2.70876476760362
"45644",5.15992795289598,2.94765541086261
"45651",4.21937492462626,2.92376504197924
"45654",5.98977763964001,2.89887529952418
"45659",6.95136909386879,2.93989199872092
"45661",4.0484418035504,3.02466643942522
"45662",2.8668778143375,2.99388740196923
"45673",2.94694327069783,2.80629709487604
"45681",3.59228781595213,2.93456908450686
"45682",0,3.03511750953902
"45684",4.50851625226694,2.27491346687125
"45686",4.98465330797233,2.48482924730516
"45687",5.50520154772776,2.79525086888951
"45693",4.0484418035504,3.04094358797426
"45696",4.21937492462626,2.78645564162833
"45698",4.28046454662692,2.59790076911605
"45699",2.8668778143375,3.01127206200264
"45710",5.6784582838221,3.01623719883084
"45712",2.44870631990508,2.83541310501346
"45718",3.72320931040511,1.9782267252843
"45727",6.95136909386879,2.51505340779365
"45735",2.44870631990508,2.80104826842577
"45743",2.8668778143375,3.0609001042323
"45745",2.8668778143375,3.05510631133688
"45746",2.72916478969277,2.59959069010596
"45751",4.4215710245264,2.91502588903753
"45755",4.4215710245264,2.56861374503662
"45764",2.44870631990508,2.42446354554369
"45765",2.8668778143375,3.07286672788331
"45766",4.48797221209359,2.94545246467824
"45770",4.4215710245264,2.66111093539953
"45776",3.59228781595213,2.92751548252176
"45782",2.44870631990508,2.85843872396744
"45784",6.95136909386879,2.48542141912643
"45788",4.98465330797233,2.61266404355694
"45800",6.95136909386879,2.50806455521242
"45803",4.0484418035504,3.00884171707506
"45804",5.98977763964001,2.8752318456008
"45806",5.6784582838221,2.98541177065295
"45808",1.7481880270062,2.82223425877689
"45828",5.78923793550226,2.95109455684166
"45835",4.21937492462626,2.50120194862731
"45839",2.44870631990508,2.78725167753907
"45840",2.94694327069783,2.90341946049831
"45841",5.07753141635459,2.99842671386986
"45846",5.50520154772776,2.88018046515131
"45849",4.0484418035504,2.9865544794143
"45869",6.95136909386879,2.72956731707397
"45870",3.59228781595213,2.99616494458975
"45890",5.50520154772776,2.64196075464347
"45895",2.44870631990508,2.81947538615795
"45900",3.65791593682995,2.71950885200956
"45946",4.35326208591632,2.96792387666627
"45953",4.0484418035504,3.02009973542242
"45956",2.44870631990508,2.86887699887447
"45957",5.98977763964001,2.93125955472922
"45961",4.21937492462626,2.86654401327272
"45964",2.44870631990508,2.76414943531606
"45971",3.18497519069826,2.80022596155786
"45976",3.65791593682995,2.87453876180125
"45977",0,2.93300646085852
"45986",4.28046454662692,2.72297406108401
"45994",3.59228781595213,3.00856722331475
"46002",4.4215710245264,2.94985014052399
"46009",5.15992795289598,2.89541103470717
"45425",0,2.89608475705416
"45429",5.07753141635459,2.95353390528156
"45438",5.98977763964001,2.936854696355
"45448",0,2.99824376532982
"45457",6.95136909386879,2.4523341648616
"45482",5.98977763964001,2.96525491187359
"45524",5.98977763964001,2.90325960014852
"45547",5.98977763964001,2.82038523156585
"45555",5.98977763964001,2.92187528502412
"45586",3.20709554041922,2.95847571402169
"45617",5.98977763964001,2.92758726052243
"45623",5.98977763964001,2.93942713058669
"45628",2.56348108539441,2.27531135454181
"45647",3.23172438332852,3.04108589148189
"45657",0,3.04560235779633
"45669",5.19781516944518,2.81594914619991
"45691",5.98977763964001,2.9074305565427
"45706",5.98977763964001,2.89877413878807
"45720",5.98977763964001,2.93447139718766
"45732",5.98977763964001,2.9300935651504
"45733",5.6784582838221,2.99753069871248
"45738",5.98977763964001,2.98646425782531
"45817",5.98977763964001,2.86559391237408
"45819",2.56348108539441,2.85339035431786
"45821",5.98977763964001,2.94514899547788
"45824",5.44066196744929,3.03899132865511
"45827",2.94694327069783,2.85184233100567
"45875",4.0484418035504,3.01133376939654
"45880",5.44066196744929,3.02581283135113
"45896",2.56348108539441,2.79766934196305
"45899",2.94694327069783,2.75088703897586
"45902",2.94694327069783,2.84903349047058
"45906",5.98977763964001,2.98072280982165
"45927",5.98977763964001,2.93939443741963
"45940",5.44066196744929,3.01998741883051
"45941",5.98977763964001,2.9473296446165
"45967",5.98977763964001,2.89103109629354
"45987",5.98977763964001,3.01708056416804
"46010",2.44870631990508,2.71649522560716
"46012",2.20951501454263,2.78974434753501
"46017",2.68484536164441,2.80428753211085
"46021",4.4215710245264,2.92953751937991
"46037",3.01367969729119,2.78417348383603
"46043",6.95136909386879,2.96615850054875
"46053",4.21937492462626,1.86012401566544
"46055",1.7481880270062,2.84038991292781
"46063",0,2.86915136500148
"46066",4.06785166051235,2.84836142188337
"46073",1.7481880270062,2.65036535117858
"46074",5.6784582838221,3.03986715812988
"46076",0,2.85542540463017
"46077",2.8668778143375,3.06235587039772
"46086",0,2.83627700878753
"46087",2.46982201597816,2.78505428758354
"46089",6.95136909386879,2.51251525293379
"46091",6.95136909386879,2.52737668802681
"46102",5.78923793550226,2.82404249854906
"46108",4.0484418035504,3.02316301375252
"46112",5.50520154772776,2.87997432957806
"46115",4.28046454662692,2.88401779426631
"46120",4.4215710245264,2.94414471693055
"46124",4.21937492462626,2.95822532968678
"46129",4.0484418035504,3.01176170290999
"46131",4.0484418035504,3.02883500648319
"46132",3.72320931040511,2.40233304235573
"46134",6.95136909386879,2.71810113709405
"46135",5.78923793550226,3.00939903913157
"46137",2.46982201597816,2.80146496365456
"46150",6.95136909386879,2.45051486911308
"46163",4.4215710245264,2.87156077437127
"46164",6.95136909386879,2.87446110889677
"46169",4.86585578464168,2.97760113659064
"46172",4.06785166051235,2.83225983663778
"46177",6.95136909386879,2.74451650062818
"46179",4.0484418035504,2.82474550228679
"46192",1.85125834871908,2.98270724738589
"46193",1.7481880270062,2.85717269431706
"46196",1.7481880270062,2.8337313051497
"46208",1.7481880270062,2.80510826545556
"46215",2.72916478969277,2.77504669383662
"46221",0,2.91680944818244
"46225",0,2.82350139891784
"46227",6.95136909386879,2.68202682346777
"46230",4.31363525361033,2.74132046456046
"46240",6.95136909386879,1.89018473690544
"46243",2.44870631990508,2.84079850968157
"46247",4.48482636908444,2.9855458652992
"46257",3.59228781595213,2.93997363345264
"46260",5.98977763964001,2.96025411991303
"46261",5.98977763964001,2.89296536720639
"46267",2.46982201597816,2.38308836998521
"46274",5.50520154772776,2.58622550979873
"46278",5.50520154772776,2.98888793970971
"46281",1.7481880270062,2.87779798401425
"46294",2.72916478969277,2.8512037307963
"46297",4.0484418035504,3.03415717274987
"46303",6.95136909386879,2.91381227610374
"46304",4.4215710245264,2.81316383890409
"46307",3.59228781595213,2.92385130501009
"46313",5.15992795289598,2.90559834130148
"46317",3.59228781595213,2.91725536871875
"46321",3.59228781595213,2.89475932374495
"46322",6.95136909386879,2.5679920719208
"46323",6.95136909386879,2.57707442939674
"46326",5.98977763964001,2.92017303664431
"46327",6.95136909386879,2.70876476760362
"46329",5.00241662707248,2.83474797415744
"46330",5.50520154772776,2.6700193227953
"46333",0,2.84432182089448
"46347",4.0484418035504,2.99003477605981
"46348",5.25389021628127,2.61305804152163
"46355",5.50520154772776,2.66217017012743
"46361",5.50520154772776,2.84099427598328
"46370",4.0484418035504,3.01956134051731
"46377",4.06785166051235,2.79691488591382
"46378",4.31363525361033,2.7258970545316
"46401",0,2.82942630778383
"46405",6.95136909386879,2.94831543184951
"46407",5.6784582838221,2.98680104869168
"46416",6.95136909386879,2.56153438267349
"46429",6.95136909386879,2.74094981202627
"46435",0,2.98259559405398
"46437",3.01367969729119,2.85908108553004
"46445",0,2.83996411563593
"46482",0,2.92498345859315
"46489",4.0484418035504,2.99558644950086
"46491",4.0484418035504,3.02507778111311
"46492",4.0484418035504,2.94513432976083
"46499",4.4215710245264,2.90287989791047
"46507",6.95136909386879,2.50886224612607
"46513",4.4215710245264,2.94646981049962
"46517",4.4215710245264,2.96737941151178
"46520",3.72320931040511,2.3264090176131
"46523",5.98977763964001,2.75698004657633
"46529",2.68484536164441,2.74389222632927
"46532",4.948994569896,3.03383884632839
"46535",3.72320931040511,2.45428212598576
"46540",6.95136909386879,2.59030830833315
"46542",5.98977763964001,2.93872219624395
"46543",4.28046454662692,2.73901635994986
"46545",6.95136909386879,2.89031786927032
"46552",2.72916478969277,2.86503343451194
"46557",2.44870631990508,2.66811956004036
"46562",6.95136909386879,2.47362163434084
"46567",0,2.93947765155453
"46054",6.95136909386879,2.37383114507383
"46081",5.6784582838221,2.98889722193025
"46136",5.98977763964001,2.88492005033991
"46147",5.98977763964001,2.94047497928833
"46152",5.50520154772776,2.89587946463101
"46171",5.98977763964001,2.98475227811541
"46176",5.78923793550226,2.93098994207186
"46178",0,2.95163525101468
"46180",5.50520154772776,2.96227347672573
"46181",5.98977763964001,2.99393590125162
"46183",4.0484418035504,3.04079064781667
"46200",5.98977763964001,2.95089487921156
"46211",3.20709554041922,2.94861960703744
"46212",3.20709554041922,2.96555445140288
"46218",5.44066196744929,3.0072523170143
"46223",5.44066196744929,3.05581502766885
"46232",3.30770992340481,2.99632270086449
"46237",5.98977763964001,2.93853014876941
"46238",5.98977763964001,2.91152380701402
"46241",5.98977763964001,2.90884869349867
"46255",3.30770992340481,3.01554436510132
"46277",5.98977763964001,2.94695349406589
"46279",5.98977763964001,2.94682933668026
"46298",2.94694327069783,2.90337640625651
"46346",0,2.98295601003698
"46406",4.0484418035504,2.92834097665521
"46408",5.07753141635459,2.98983105646537
"46421",5.98977763964001,2.92691941952603
"46422",5.98977763964001,2.90073928659141
"46436",4.0484418035504,2.93040925232428
"46465",4.0484418035504,3.05336202396337
"46483",5.98977763964001,2.93570664953655
"46485",5.98977763964001,2.92088699485901
"46490",5.98977763964001,2.9418410982382
"46506",5.98977763964001,2.85497981057157
"46515",5.98977763964001,2.89800650778865
"46539",6.95136909386879,2.47436371043903
"46541",5.98977763964001,2.83468178324953
"46547",5.44066196744929,3.02614885781919
"46551",5.98977763964001,2.91352214412433
"46561",5.98977763964001,2.83003272950815
"46570",2.94694327069783,2.6742403859666
"46576",5.98977763964001,2.94372558115162
"46589",5.50520154772776,2.87459397318935
"46591",2.44870631990508,2.92096452832641
"46597",6.95136909386879,2.78597985772651
"46613",6.95136909386879,2.67492671939488
"46627",3.37839790094814,3.00273928949936
"46634",1.17609125905568,2.98754390823189
"46638",6.95136909386879,2.78904742065687
"46662",4.0484418035504,3.02645665361282
"46664",0,2.95338715307718
"46667",6.95136909386879,2.06981780356155
"46669",5.00241662707248,2.75979820334797
"46679",4.28046454662692,2.50664594107904
"46681",4.06785166051235,2.78393759219891
"46685",6.95136909386879,2.68204474266922
"46686",5.98977763964001,2.88810256990154
"46687",4.06785166051235,2.78143692912081
"46701",2.72916478969277,2.88968346029707
"46702",5.98977763964001,2.86357067440201
"46703",6.95136909386879,2.6186923328827
"46710",4.4215710245264,2.94014427465847
"46711",4.98465330797233,2.3507266878106
"46712",4.0484418035504,2.98166762700628
"46713",0,2.95658573277453
"46714",6.95136909386879,2.90556460613522
"46719",2.44870631990508,2.70883216070062
"46727",5.15992795289598,2.9358689872434
"46730",5.78923793550226,2.73283156760382
"46732",4.21937492462626,2.85222031820048
"46733",6.95136909386879,2.54649859725562
"46744",6.95136909386879,1.36037699675369
"46747",1.7481880270062,2.86157352320004
"46751",6.95136909386879,1.22907818538448
"46755",0,3.00494373730874
"46765",3.72320931040511,2.75159753951976
"46767",5.98977763964001,2.79378415049541
"46769",6.95136909386879,2.65965591649751
"46772",2.94694327069783,2.82653755657862
"46791",6.95136909386879,2.7643659308957
"46792",2.44870631990508,2.90920569156946
"46803",0,2.96045095712815
"46806",6.95136909386879,2.40142105691975
"46807",4.31363525361033,2.69648120389488
"46808",6.95136909386879,2.37347028543936
"46826",4.18610837981321,3.0124392404666
"46835",6.95136909386879,2.49532128560074
"46839",0,2.84138554404952
"46868",2.20951501454263,2.85265604880556
"46877",4.0484418035504,3.02656609357567
"46879",2.44870631990508,2.91531658934089
"46891",2.56348108539441,2.42490593195219
"46892",2.20951501454263,2.83670831715836
"46897",4.4215710245264,2.82448031500561
"46898",0,2.96915926952433
"46900",4.0484418035504,2.96936228420569
"46906",5.19781516944518,2.93921755444332
"46908",4.0484418035504,2.97823487916663
"46913",6.95136909386879,1.91419199300249
"46916",2.56348108539441,2.31438142324971
"46923",3.59228781595213,2.8277806915711
"46940",2.44870631990508,2.8594921275689
"46945",3.65791593682995,2.94629286108567
"46957",5.78923793550226,2.91894570332282
"46970",5.98977763964001,2.89190399361864
"46975",0,2.50434543332226
"46981",4.0484418035504,3.01702836785128
"46992",6.95136909386879,2.14534256746364
"47006",2.8668778143375,2.99425952786939
"47007",4.0484418035504,2.99179811075581
"47014",6.95136909386879,2.97887041233363
"47019",3.65791593682995,2.91079268870956
"47032",5.50520154772776,2.0891162593503
"47033",0,2.97223453071904
"47034",2.46982201597816,2.19311631271621
"47042",0,3.04515060557778
"47054",6.95136909386879,2.86672500041454
"47061",4.21937492462626,2.71790072262725
"47062",6.95136909386879,2.39748479494737
"47079",2.68484536164441,2.91399035896549
"47081",4.4215710245264,2.94281385190684
"47104",6.95136909386879,2.53393539176742
"47105",5.50520154772776,2.71953843913738
"47112",6.95136909386879,2.31663795823884
"47114",5.98977763964001,2.86402699057672
"47116",5.98977763964001,2.90992357989215
"47133",3.59228781595213,2.94997343743196
"47141",0,2.91763990074597
"46599",5.98977763964001,2.90016547765203
"46614",2.94694327069783,2.74140721728497
"46628",5.98977763964001,2.93938700678844
"46632",5.50520154772776,2.92085907943234
"46639",0,2.9931067366909
"46666",5.78923793550226,2.79301874539778
"46709",5.98977763964001,2.98994086526587
"46757",2.94694327069783,2.85792630105385
"46758",2.56348108539441,2.79221862102942
"46773",0,3.00458620018672
"46785",5.98977763964001,2.94030891693327
"46829",5.98977763964001,2.96788769302219
"46841",5.44066196744929,3.04486627293185
"46856",5.98977763964001,2.89393835720916
"46869",0,2.96361076905056
"46874",2.94694327069783,2.69136044441653
"46886",4.0484418035504,3.00559285782386
"46899",3.20709554041922,2.93085658859713
"46921",4.85455500642305,2.77061315408051
"46946",5.50520154772776,2.77910023199218
"46962",5.98977763964001,2.52072910497346
"46994",0,3.08453372285403
"47053",5.98977763964001,2.93485450605818
"47055",5.6784582838221,2.99298196263417
"47094",5.98977763964001,2.98710873070946
"47103",2.94694327069783,2.9193956615544
"47113",5.07753141635459,3.01741596244934
"47136",5.98977763964001,2.85797470252977
"47165",6.95136909386879,2.88810591471712
"47169",0,2.7975951913005
"47171",0,2.89098125835828
"47179",4.21937492462626,2.93888291489179
